"DateTime","Turbidity_NTU","Chlorophyll_a_mgL","Phycocyanin_ppb","CDOM_ppb","Depth_m","Temp_c"
2019-07-19 02:14:35,147.5,2.5,3.9,32.13,0.41,3.9
2019-07-19 02:29:35,107.8,2.47,4.67,32.13,0.41,3.48
2019-07-19 02:44:35,279.18,2.47,1.72,32.07,0.41,3.66
2019-07-19 02:59:35,339.98,2.46,3.72,32.15,0.41,3.86
2019-07-19 03:14:35,142.12,2.47,1.25,32.04,0.41,3.69
2019-07-19 03:29:35,67.14,2.4,4.17,32.02,0.41,3.83
2019-07-19 03:44:35,153.57,2.47,1.05,32.01,0.48,3.7
2019-07-19 03:59:35,123.17,2.4,13.08,32.08,0.41,3.69
2019-07-19 04:14:35,121.59,2.42,2.24,32.04,0.41,3.26
2019-07-19 04:29:35,279.15,2.45,11.23,32.03,0.41,2.63
2019-07-19 04:44:35,281.03,2.47,14.43,32.06,0.48,1.5
2019-07-19 04:59:35,105.97,2.43,3.96,32.06,0.48,1.26
2019-07-19 05:14:35,64.67,2.44,2.06,31.96,0.48,1.73
2019-07-19 05:29:35,52.54,2.47,0.9,32,0.48,1.62
2019-07-19 05:44:35,169.67,2.42,0.91,32.03,0.48,1.85
2019-07-19 05:59:35,278.52,2.38,1.25,32.16,0.48,2.06
2019-07-19 06:14:35,108.46,2.36,1.2,31.93,0.48,2.23
2019-07-19 06:29:35,57.24,2.28,2.19,31.89,0.48,2.3
2019-07-19 06:44:35,50.72,2.25,1.63,32.05,0.41,2.51
2019-07-19 06:59:35,71.2,2.21,1.52,31.99,0.48,2.62
2019-07-19 07:14:35,221.87,2.21,1.22,32.09,0.48,2.76
2019-07-19 07:29:35,182.65,2.22,1.48,32.07,0.48,2.75
2019-07-19 07:44:35,73.75,2.23,1.81,32.23,0.48,2.97
2019-07-19 07:59:35,54.39,2.29,3.32,32.27,0.41,3.1
2019-07-19 08:14:35,120.37,2.26,1.92,32.29,0.41,3.05
2019-07-19 08:29:35,189.4,2.26,2.44,32.5,0.41,3.26
2019-07-19 08:44:35,154.84,2.27,1.58,32.61,0.48,3.41
2019-07-19 08:59:35,206.27,2.37,1.18,32.7,0.41,3.51
2019-07-19 09:14:35,245.98,2.3,2.16,32.83,0.48,4.06
2019-07-19 09:29:35,171.24,2.34,2.3,32.8,0.41,4.27
2019-07-19 09:44:35,128.26,2.42,1.77,32.82,0.41,4.84
2019-07-19 09:59:35,64.06,2.3,6.38,32.97,0.41,4.83
2019-07-19 10:14:35,51.42,2.49,5.77,33.12,0.41,4.84
2019-07-19 10:29:35,167.76,2.48,9.23,33.1,0.35,4.86
2019-07-19 10:44:35,261.42,2.47,3.7,33,0.41,4.94
2019-07-19 10:59:35,190.03,2.68,5.73,33.18,0.41,5.08
2019-07-19 11:14:35,87.27,2.42,5.23,33.17,0.41,5.82
2019-07-19 11:29:35,47.37,2.48,2.6,33.15,0.35,5.7
2019-07-19 11:44:35,102.94,2.43,13,33.38,0.35,5.16
2019-07-19 11:59:35,79.52,2.52,5.54,33.2,0.41,5.46
2019-07-19 12:14:35,78.08,2.37,2.24,33.15,0.35,6.4
2019-07-19 12:29:35,115.62,2.39,2.94,33.12,0.35,6.71
2019-07-19 12:44:35,75.67,2.48,4.64,32.96,0.35,6.49
2019-07-19 12:59:35,56.62,2.42,3.16,32.96,0.35,6.9
