"","storm_name_1","DateTime","Q_Ls","pCO2_ppm","time_elapsed_day"
"1","June 2021",2021-06-19 01:00:00,12.3790355332164,8589.738784,0.0104166666666667
"2","June 2021",2021-06-19 01:15:00,12.4894307423973,8605.480774,0.0208333333333333
"3","June 2021",2021-06-19 01:30:00,12.3131164388713,8617.25862266666,0.03125
"4","June 2021",2021-06-19 01:45:00,12.782058123938,8630.32374266667,0.0416666666666667
"5","June 2021",2021-06-19 02:00:00,12.7570825093194,8566.81972266667,0.0520833333333333
"6","June 2021",2021-06-19 02:15:00,12.5806964877182,8471.150792,0.0625
"7","June 2021",2021-06-19 02:30:00,13.2295413758757,8393.8946,0.0729166666666667
"8","June 2021",2021-06-19 02:45:00,12.8045641520583,8340.109376,0.0833333333333333
"9","June 2021",2021-06-19 03:00:00,13.4248267064953,8266.508768,0.09375
"10","June 2021",2021-06-19 03:15:00,13.4713553002278,8244.44664266667,0.104166666666667
"11","June 2021",2021-06-19 03:30:00,13.4532482501962,8234.67125333333,0.114583333333333
"12","June 2021",2021-06-19 03:45:00,13.6167888681465,8204.737032,0.125
"13","June 2021",2021-06-19 04:00:00,13.7921379409719,8128.96356666667,0.135416666666667
"14","June 2021",2021-06-19 04:15:00,14.080545759092,8064.226016,0.145833333333333
"15","June 2021",2021-06-19 04:30:00,14.5272405145512,7946.646864,0.15625
"16","June 2021",2021-06-19 04:45:00,15.5184485565709,7712.71259333333,0.166666666666667
"17","June 2021",2021-06-19 05:00:00,16.8899773987356,7365.70485333333,0.177083333333333
"18","June 2021",2021-06-19 05:15:00,17.5830386226793,7105.57470733333,0.1875
"19","June 2021",2021-06-19 05:30:00,18.624641981642,6846.38567266667,0.197916666666667
"20","June 2021",2021-06-19 05:45:00,20.365788764558,6674.38812533333,0.208333333333333
"21","June 2021",2021-06-19 06:00:00,20.3590935491191,6575.40361733333,0.21875
"22","June 2021",2021-06-19 06:15:00,20.7732841020075,6569.61892666667,0.229166666666667
"23","June 2021",2021-06-19 06:30:00,20.8954470303839,6573.83254933333,0.239583333333333
"24","June 2021",2021-06-19 06:45:00,20.3590935491191,6582.32979333333,0.25
"25","June 2021",2021-06-19 07:00:00,21.3573346318604,6560.46106,0.260416666666667
"26","June 2021",2021-06-19 07:15:00,21.8216978351124,6543.011776,0.270833333333333
"27","June 2021",2021-06-19 07:30:00,21.3814469740437,6533.40961333333,0.28125
"28","June 2021",2021-06-19 07:45:00,21.6303901721312,6508.84186866667,0.291666666666667
"29","June 2021",2021-06-19 08:00:00,22.2742843840734,6479.35493866667,0.302083333333333
"30","June 2021",2021-06-19 08:15:00,22.753752041523,6445.36088933333,0.3125
"31","June 2021",2021-06-19 08:30:00,22.2848744367798,6372.53602133333,0.322916666666667
"32","June 2021",2021-06-19 08:45:00,23.0011160698656,6321.62406533333,0.333333333333333
"33","June 2021",2021-06-19 09:00:00,23.3514939311713,6255.91345866667,0.34375
"34","June 2021",2021-06-19 09:15:00,23.9140875882885,6195.21998666667,0.354166666666667
"35","June 2021",2021-06-19 09:30:00,24.1021114712195,6118.615204,0.364583333333333
"36","June 2021",2021-06-19 09:45:00,24.7650202015381,6047.22404266667,0.375
"37","June 2021",2021-06-19 10:00:00,23.7928785646846,6009.68078666667,0.385416666666667
"38","June 2021",2021-06-19 10:15:00,23.8589484065643,5943.78442666667,0.395833333333333
"39","June 2021",2021-06-19 10:30:00,24.6263710848048,5883.28541666667,0.40625
"40","June 2021",2021-06-19 10:45:00,24.5105504695758,5846.35648666667,0.416666666666667
"41","June 2021",2021-06-19 11:00:00,24.5814999983131,5768.03084266667,0.427083333333333
"42","June 2021",2021-06-19 11:15:00,24.4807123205871,5758.814286,0.4375
"43","June 2021",2021-06-19 11:30:00,24.9078828410872,5704.96172666667,0.447916666666667
"44","June 2021",2021-06-19 11:45:00,25.187444919841,5651.50665533333,0.458333333333333
"45","June 2021",2021-06-19 12:00:00,26.420883073081,5541.48888,0.46875
"46","June 2021",2021-06-19 12:15:00,26.3586049399081,5473.87973333333,0.479166666666667
"47","June 2021",2021-06-19 12:30:00,29.1410132509136,5339.609288,0.489583333333333
"48","June 2021",2021-06-19 12:45:00,29.908287786084,5073.99190133333,0.5
"49","June 2021",2021-06-19 13:00:00,29.3638171865186,4987.56578,0.510416666666667
"50","June 2021",2021-06-19 13:15:00,29.2977017390619,4987.158764,0.520833333333333
"51","June 2021",2021-06-19 13:30:00,27.980909445123,4999.64666666667,0.53125
"52","June 2021",2021-06-19 13:45:00,29.6249609795515,4969.86999666667,0.541666666666667
"53","June 2021",2021-06-19 14:00:00,30.6825224241869,4887.44184533333,0.552083333333333
"54","June 2021",2021-06-19 14:15:00,31.825703981766,4764.713268,0.5625
"55","June 2021",2021-06-19 14:30:00,31.9989760987466,4578.24018133333,0.572916666666667
"56","June 2021",2021-06-19 14:45:00,32.7368291771044,4561.54876733333,0.583333333333333
"57","June 2021",2021-06-19 15:00:00,31.8084055630131,4600.91756533333,0.59375
"58","June 2021",2021-06-19 15:15:00,33.2752885068186,4615.23429266667,0.604166666666667
"59","June 2021",2021-06-19 15:30:00,33.2841562808218,4600.423312,0.614583333333333
"60","June 2021",2021-06-19 15:45:00,33.7381481842993,4604.361568,0.625
"61","June 2021",2021-06-19 16:00:00,33.7873114456316,4625.24676866667,0.635416666666667
"62","June 2021",2021-06-19 16:15:00,33.7873114456316,4628.71993666667,0.645833333333333
"63","June 2021",2021-06-19 16:30:00,33.9529693261924,4623.41982666667,0.65625
"64","June 2021",2021-06-19 16:45:00,34.443591959003,4600.82648666667,0.666666666666667
"65","June 2021",2021-06-19 17:00:00,35.8786744162669,4597.48962666667,0.677083333333333
"66","June 2021",2021-06-19 17:15:00,35.3585117824542,4645.31783333333,0.6875
"67","June 2021",2021-06-19 17:30:00,36.3145593326184,4688.16285933333,0.697916666666667
"68","June 2021",2021-06-19 17:45:00,37.4311095676914,4730.70031466667,0.708333333333333
"69","June 2021",2021-06-19 18:00:00,35.3814394862088,4775.25329666667,0.71875
"70","June 2021",2021-06-19 18:15:00,37.1902885853347,4825.44347133333,0.729166666666667
"71","June 2021",2021-06-19 18:30:00,35.1022803452924,4900.32212266667,0.739583333333333
"72","June 2021",2021-06-19 18:45:00,34.5611954338004,4997.78694666667,0.75
"73","June 2021",2021-06-19 19:00:00,36.0730742122817,5031.464296,0.760416666666667
"74","June 2021",2021-06-19 19:15:00,37.8438859686178,4899.01273333333,0.770833333333333
"75","June 2021",2021-06-19 19:30:00,39.1988743558177,4755.92524266667,0.78125
"76","June 2021",2021-06-19 19:45:00,38.9664005212039,4769.67599866667,0.791666666666667
"77","June 2021",2021-06-19 20:00:00,40.8919612433792,4847.75158266667,0.802083333333333
"78","June 2021",2021-06-19 20:15:00,39.3494143546223,4929.88274,0.8125
"79","June 2021",2021-06-19 20:30:00,41.0111900094079,4992.70213866667,0.822916666666667
"80","June 2021",2021-06-19 20:45:00,39.1697739002288,5051.82667733333,0.833333333333333
"81","June 2021",2021-06-19 21:00:00,37.5399935496181,5103.028,0.84375
"82","June 2021",2021-06-19 21:15:00,37.6917722365298,5139.22558,0.854166666666667
"83","June 2021",2021-06-19 21:30:00,36.6878024790578,5194.20493933333,0.864583333333333
"84","June 2021",2021-06-19 21:45:00,36.1101681833672,5218.35257066667,0.875
"85","June 2021",2021-06-19 22:00:00,35.6479986305537,5236.17133533333,0.885416666666667
"86","June 2021",2021-06-19 22:15:00,35.230267804392,5278.380016,0.895833333333333
