"DateTime","WLPres_kpa","WLTemp_c","Station"
2021-06-11 12:45:00,66.245,9.275,"Stn06"
2021-06-11 13:00:00,66.202,7.682,"Stn06"
2021-06-11 13:15:00,66.213,7.682,"Stn06"
2021-06-11 13:30:00,66.202,7.682,"Stn06"
2021-06-11 13:45:00,66.179,7.682,"Stn06"
2021-06-11 14:00:00,66.179,7.682,"Stn06"
2021-06-11 14:15:00,66.138,7.882,"Stn06"
2021-06-11 14:30:00,66.149,7.882,"Stn06"
2021-06-11 14:45:00,66.12,8.082,"Stn06"
2021-06-11 15:00:00,66.111,8.182,"Stn06"
2021-06-11 15:15:00,66.102,8.282,"Stn06"
2021-06-11 15:30:00,66.081,8.382,"Stn06"
2021-06-11 15:45:00,66.096,8.481,"Stn06"
2021-06-11 16:00:00,66.087,8.581,"Stn06"
2021-06-11 16:15:00,66.098,8.581,"Stn06"
2021-06-11 16:30:00,66.119,8.481,"Stn06"
2021-06-11 16:45:00,66.093,8.382,"Stn06"
2021-06-11 17:00:00,66.111,8.182,"Stn06"
2021-06-11 17:15:00,66.108,8.082,"Stn06"
2021-06-11 17:30:00,66.131,8.082,"Stn06"
2021-06-11 17:45:00,66.131,8.082,"Stn06"
2021-06-11 18:00:00,66.129,7.983,"Stn06"
2021-06-11 18:15:00,66.117,7.983,"Stn06"
2021-06-11 18:30:00,66.129,7.983,"Stn06"
2021-06-11 18:45:00,66.149,7.882,"Stn06"
2021-06-11 19:00:00,66.172,7.882,"Stn06"
2021-06-11 19:15:00,66.196,7.882,"Stn06"
2021-06-11 19:30:00,66.193,7.782,"Stn06"
2021-06-11 19:45:00,66.216,7.782,"Stn06"
2021-06-11 20:00:00,66.228,7.782,"Stn06"
2021-06-11 20:15:00,66.239,7.782,"Stn06"
2021-06-11 20:30:00,66.263,7.782,"Stn06"
2021-06-11 20:45:00,66.283,7.682,"Stn06"
2021-06-11 21:00:00,66.271,7.682,"Stn06"
2021-06-11 21:15:00,66.292,7.582,"Stn06"
2021-06-11 21:30:00,66.269,7.582,"Stn06"
2021-06-11 21:45:00,66.269,7.582,"Stn06"
2021-06-11 22:00:00,66.278,7.481,"Stn06"
2021-06-11 22:15:00,66.266,7.481,"Stn06"
2021-06-11 22:30:00,66.289,7.481,"Stn06"
2021-06-11 22:45:00,66.31,7.381,"Stn06"
2021-06-11 23:00:00,66.298,7.381,"Stn06"
2021-06-11 23:15:00,66.298,7.381,"Stn06"
2021-06-11 23:30:00,66.284,7.28,"Stn06"
2021-06-11 23:45:00,66.284,7.28,"Stn06"
2021-06-12,66.246,7.179,"Stn06"
2021-06-12 00:15:00,66.234,7.179,"Stn06"
2021-06-12 00:30:00,66.234,7.179,"Stn06"
2021-06-12 00:45:00,66.232,7.079,"Stn06"
2021-06-12 01:00:00,66.208,7.079,"Stn06"
2021-06-12 01:15:00,66.185,7.079,"Stn06"
2021-06-12 01:30:00,66.185,7.079,"Stn06"
2021-06-12 01:45:00,66.182,6.978,"Stn06"
2021-06-12 02:00:00,66.159,6.978,"Stn06"
2021-06-12 02:15:00,66.147,6.978,"Stn06"
2021-06-12 02:30:00,66.113,6.978,"Stn06"
2021-06-12 02:45:00,66.121,6.877,"Stn06"
2021-06-12 03:00:00,66.11,6.877,"Stn06"
2021-06-12 03:15:00,66.11,6.877,"Stn06"
2021-06-12 03:30:00,66.098,6.877,"Stn06"
2021-06-12 03:45:00,66.098,6.877,"Stn06"
2021-06-12 04:00:00,66.072,6.775,"Stn06"
2021-06-12 04:15:00,66.084,6.775,"Stn06"
2021-06-12 04:30:00,66.095,6.775,"Stn06"
2021-06-12 04:45:00,66.072,6.775,"Stn06"
2021-06-12 05:00:00,66.119,6.775,"Stn06"
2021-06-12 05:15:00,66.084,6.775,"Stn06"
2021-06-12 05:30:00,66.107,6.775,"Stn06"
