"DateTime","WLPres_kpa","WLTemp_c","Station"
2019-07-12 12:30:00,64.2334,11.169,"Stn02"
2019-07-12 12:45:00,64.2901,11.537,"Stn02"
2019-07-12 13:00:00,64.3246,11.942,"Stn02"
2019-07-12 13:15:00,64.2857,12.033,"Stn02"
2019-07-12 13:30:00,64.3013,12.125,"Stn02"
2019-07-12 13:45:00,64.2971,12.197,"Stn02"
2019-07-12 14:00:00,64.3183,12.486,"Stn02"
2019-07-12 14:15:00,64.355,12.7,"Stn02"
2019-07-12 14:30:00,64.3442,12.713,"Stn02"
2019-07-12 14:45:00,64.3457,12.776,"Stn02"
2019-07-12 15:00:00,64.3386,12.966,"Stn02"
2019-07-12 15:15:00,64.2519,13.307,"Stn02"
2019-07-12 15:30:00,64.2211,13.2,"Stn02"
2019-07-12 15:45:00,64.2009,13.254,"Stn02"
2019-07-12 16:00:00,64.2119,13.09,"Stn02"
2019-07-12 16:15:00,64.1708,12.927,"Stn02"
2019-07-12 16:30:00,64.1424,12.821,"Stn02"
2019-07-12 16:45:00,64.1341,12.672,"Stn02"
2019-07-12 17:00:00,64.1242,12.491,"Stn02"
2019-07-12 17:15:00,64.1178,12.253,"Stn02"
2019-07-12 17:30:00,64.1175,12.119,"Stn02"
2019-07-12 17:45:00,64.1042,11.906,"Stn02"
2019-07-12 18:00:00,64.0624,11.642,"Stn02"
2019-07-12 18:15:00,64.0344,11.398,"Stn02"
2019-07-12 18:30:00,64.0504,11.176,"Stn02"
2019-07-12 18:45:00,64.0392,10.927,"Stn02"
2019-07-12 19:00:00,64.0303,10.725,"Stn02"
2019-07-12 19:15:00,64.0379,10.541,"Stn02"
2019-07-12 19:30:00,64.0507,10.354,"Stn02"
2019-07-12 19:45:00,64.0558,10.201,"Stn02"
2019-07-12 20:00:00,64.0453,10.051,"Stn02"
2019-07-12 20:15:00,64.0537,9.916,"Stn02"
2019-07-12 20:30:00,64.0508,9.797,"Stn02"
2019-07-12 20:45:00,64.0576,9.672,"Stn02"
2019-07-12 21:00:00,64.0516,9.569,"Stn02"
2019-07-12 21:15:00,64.0675,9.455,"Stn02"
2019-07-12 21:30:00,64.0614,9.338,"Stn02"
2019-07-12 21:45:00,64.0418,9.218,"Stn02"
2019-07-12 22:00:00,64.0711,9.126,"Stn02"
2019-07-12 22:15:00,64.0604,9.053,"Stn02"
2019-07-12 22:30:00,64.0499,8.962,"Stn02"
2019-07-12 22:45:00,64.0629,8.872,"Stn02"
2019-07-12 23:00:00,64.0483,8.815,"Stn02"
2019-07-12 23:15:00,64.0375,8.752,"Stn02"
2019-07-12 23:30:00,64.0637,8.688,"Stn02"
2019-07-12 23:45:00,64.0404,8.625,"Stn02"
2019-07-13,64.0429,8.564,"Stn02"
2019-07-13 00:15:00,64.0253,8.524,"Stn02"
2019-07-13 00:30:00,64.0182,8.463,"Stn02"
2019-07-13 00:45:00,64.0059,8.41,"Stn02"
2019-07-13 01:00:00,64.0102,8.357,"Stn02"
2019-07-13 01:15:00,63.9991,8.307,"Stn02"
2019-07-13 01:30:00,63.9898,8.255,"Stn02"
2019-07-13 01:45:00,63.9794,8.196,"Stn02"
2019-07-13 02:00:00,63.9673,8.148,"Stn02"
2019-07-13 02:15:00,63.9506,8.096,"Stn02"
2019-07-13 02:30:00,63.9356,8.057,"Stn02"
2019-07-13 02:45:00,63.9346,8.004,"Stn02"
2019-07-13 03:00:00,63.9283,7.951,"Stn02"
2019-07-13 03:15:00,63.9681,7.87,"Stn02"
2019-07-13 03:30:00,63.9417,7.752,"Stn02"
2019-07-13 03:45:00,63.9271,7.704,"Stn02"
2019-07-13 04:00:00,63.9172,7.649,"Stn02"
2019-07-13 04:15:00,63.9418,7.591,"Stn02"
2019-07-13 04:30:00,63.9358,7.54,"Stn02"
2019-07-13 04:45:00,63.9504,7.493,"Stn02"
2019-07-13 05:00:00,63.998,7.438,"Stn02"
2019-07-13 05:15:00,64.0182,7.376,"Stn02"
2019-07-13 05:30:00,64.0155,7.28,"Stn02"
2019-07-13 05:45:00,64.0435,7.183,"Stn02"
2019-07-13 06:00:00,64.0524,7.079,"Stn02"
2019-07-13 06:15:00,64.0455,7.048,"Stn02"
2019-07-13 06:30:00,64.0779,7.038,"Stn02"
2019-07-13 06:45:00,64.0704,7.018,"Stn02"
2019-07-13 07:00:00,64.1166,6.987,"Stn02"
