"DateTime","WLPres_kpa","WLTemp_c","Station"
2021-06-10 15:45:00,64.945,11.916,"Stn03"
2021-06-10 16:00:00,64.999,10.063,"Stn03"
2021-06-10 16:15:00,64.958,9.965,"Stn03"
2021-06-10 16:30:00,64.984,9.965,"Stn03"
2021-06-10 16:45:00,64.994,9.866,"Stn03"
2021-06-10 17:00:00,65.004,9.768,"Stn03"
2021-06-10 17:15:00,64.979,9.768,"Stn03"
2021-06-10 17:30:00,65.024,9.571,"Stn03"
2021-06-10 17:45:00,65.022,9.472,"Stn03"
2021-06-10 18:00:00,65.019,9.373,"Stn03"
2021-06-10 18:15:00,65.03,9.275,"Stn03"
2021-06-10 18:30:00,65.027,9.176,"Stn03"
2021-06-10 18:45:00,65.05,9.077,"Stn03"
2021-06-10 19:00:00,65.06,8.978,"Stn03"
2021-06-10 19:15:00,65.07,8.879,"Stn03"
2021-06-10 19:30:00,65.096,8.879,"Stn03"
2021-06-10 19:45:00,65.093,8.779,"Stn03"
2021-06-10 20:00:00,65.106,8.779,"Stn03"
2021-06-10 20:15:00,65.116,8.68,"Stn03"
2021-06-10 20:30:00,65.141,8.68,"Stn03"
2021-06-10 20:45:00,65.141,8.68,"Stn03"
2021-06-10 21:00:00,65.139,8.581,"Stn03"
2021-06-10 21:15:00,65.152,8.581,"Stn03"
2021-06-10 21:30:00,65.126,8.581,"Stn03"
2021-06-10 21:45:00,65.136,8.481,"Stn03"
2021-06-10 22:00:00,65.149,8.481,"Stn03"
2021-06-10 22:15:00,65.174,8.481,"Stn03"
2021-06-10 22:30:00,65.149,8.481,"Stn03"
2021-06-10 22:45:00,65.159,8.382,"Stn03"
2021-06-10 23:00:00,65.144,8.282,"Stn03"
2021-06-10 23:15:00,65.131,8.282,"Stn03"
2021-06-10 23:30:00,65.116,8.182,"Stn03"
2021-06-10 23:45:00,65.116,8.182,"Stn03"
2021-06-11,65.116,8.182,"Stn03"
2021-06-11 00:15:00,65.114,8.082,"Stn03"
2021-06-11 00:30:00,65.111,7.983,"Stn03"
2021-06-11 00:45:00,65.099,7.983,"Stn03"
2021-06-11 01:00:00,65.071,7.882,"Stn03"
2021-06-11 01:15:00,65.058,7.882,"Stn03"
2021-06-11 01:30:00,65.043,7.782,"Stn03"
2021-06-11 01:45:00,65.056,7.782,"Stn03"
2021-06-11 02:00:00,65.068,7.782,"Stn03"
2021-06-11 02:15:00,65.068,7.782,"Stn03"
2021-06-11 02:30:00,65.056,7.782,"Stn03"
2021-06-11 02:45:00,65.043,7.782,"Stn03"
2021-06-11 03:00:00,65.041,7.682,"Stn03"
2021-06-11 03:15:00,65.003,7.682,"Stn03"
2021-06-11 03:30:00,64.99,7.682,"Stn03"
2021-06-11 03:45:00,64.949,7.582,"Stn03"
2021-06-11 04:00:00,64.949,7.582,"Stn03"
2021-06-11 04:15:00,64.975,7.582,"Stn03"
2021-06-11 04:30:00,64.987,7.582,"Stn03"
2021-06-11 04:45:00,64.975,7.582,"Stn03"
2021-06-11 05:00:00,64.975,7.582,"Stn03"
2021-06-11 05:15:00,64.972,7.481,"Stn03"
2021-06-11 05:30:00,64.96,7.481,"Stn03"
2021-06-11 05:45:00,64.947,7.481,"Stn03"
2021-06-11 06:00:00,64.96,7.481,"Stn03"
2021-06-11 06:15:00,64.957,7.381,"Stn03"
2021-06-11 06:30:00,64.97,7.381,"Stn03"
2021-06-11 06:45:00,64.995,7.381,"Stn03"
2021-06-11 07:00:00,65.008,7.381,"Stn03"
2021-06-11 07:15:00,65.02,7.381,"Stn03"
2021-06-11 07:30:00,65.033,7.381,"Stn03"
