Serial Number:,'220234,,,,,,,,,,,
Calibration:,,,,,,,,,,,,
Location,Parameter,Serial #,Blank Reading Offset 1x,Blank Reading Offset 10x,Blank Reading Offset 100x,Time of Blank,Standard Reading,Time of Standard,Standard Value,Units,Temp Coeff.,Calibr Temp
7/13/2019 21:30,0,2.15,1.52,32.29,0.41,5.17,,,,,,
7/13/2019 21:45,0,2.18,1.12,32.25,0.41,5.55,,,,,,
7/13/2019 22:00,0,2.13,1.12,32.25,0.41,5.42,,,,,,
7/13/2019 22:15,0,2.13,0.94,32.22,0.41,5.33,,,,,,
7/13/2019 22:30,0,2.1,1.33,32.14,0.41,4.99,,,,,,
7/13/2019 22:45,0,2.06,1.5,32.22,0.41,5.07,,,,,,
7/13/2019 23:00,0,2.3,1.4,32.13,0.35,4.76,,,,,,
7/13/2019 23:15,0,2.1,1.3,32.03,0.35,4.98,,,,,,
7/13/2019 23:30,0,2.17,1.14,31.9,0.41,4.77,,,,,,
7/13/2019 23:45,0,2.12,1.34,31.73,0.35,4.58,,,,,,
7/14/2019 0:00,0,2.05,1.58,31.8,0.35,4.73,,,,,,
7/14/2019 0:15,0,2.06,1.08,31.66,0.35,4.29,,,,,,
7/14/2019 0:30,0,2.04,0.65,31.73,0.41,4.59,,,,,,
7/14/2019 0:45,0,2.06,1.26,31.48,0.41,4.26,,,,,,
7/14/2019 1:00,0,2.14,0.98,31.5,0.41,4.2,,,,,,
7/14/2019 1:15,0,2.01,1.37,31.41,0.48,4.19,,,,,,
7/14/2019 1:30,0,2.03,0.83,31.35,0.48,4.48,,,,,,
7/14/2019 1:45,0,2.08,1.33,31.37,0.48,4.61,,,,,,
7/14/2019 2:00,0,2.07,1.72,31.31,0.41,4.69,,,,,,
7/14/2019 2:15,0,2,1.38,31.28,0.48,4.67,,,,,,
7/14/2019 2:30,0,2.04,1.76,31.19,0.41,4.74,,,,,,
7/14/2019 2:45,0,2.03,1.01,31.19,0.41,4.69,,,,,,
7/14/2019 3:00,0,2.01,1.36,31.15,0.41,4.89,,,,,,
7/14/2019 3:15,0,2.07,1.08,31.11,0.48,4.82,,,,,,
7/14/2019 3:30,0,2.1,1.22,30.82,0.41,5.04,,,,,,
7/14/2019 3:45,0,2.05,0.94,30.79,0.41,5.41,,,,,,
7/14/2019 4:00,0,2.02,0.75,30.75,0.41,6.71,,,,,,
7/14/2019 4:15,0,2.02,1.2,30.59,0.41,6.95,,,,,,
7/14/2019 4:30,0,2.02,1.18,30.39,0.41,6.98,,,,,,
7/14/2019 4:45,0,1.99,1.33,30.32,0.41,7,,,,,,
7/14/2019 5:00,0,2,1.05,30.25,0.41,6.97,,,,,,
7/14/2019 5:15,0,2.17,1.22,29.97,0.41,6.93,,,,,,
7/14/2019 5:30,0,2.2,1.65,30.04,0.41,6.93,,,,,,
7/14/2019 5:45,0,1.96,1.45,29.94,0.41,6.89,,,,,,
7/14/2019 6:00,0,1.96,1,29.21,0.41,6.85,,,,,,
7/14/2019 6:15,0,1.87,1.32,29.18,0.48,6.81,,,,,,
7/14/2019 6:30,0,2.02,1.5,29.33,0.41,6.76,,,,,,
7/14/2019 6:45,0,1.84,1.09,29.21,0.48,6.74,,,,,,
7/14/2019 7:00,0,1.94,1.08,29.04,0.48,6.72,,,,,,
7/14/2019 7:15,0,1.85,1.08,29.56,0.48,6.75,,,,,,
7/14/2019 7:30,0,1.95,0.75,29.92,0.41,6.78,,,,,,
7/14/2019 7:45,0,2.08,0.33,29.61,0.41,6.75,,,,,,
7/14/2019 8:00,0,2.39,1.77,29.74,0.41,6.7,,,,,,
7/14/2019 8:15,0,1.94,2.53,29.75,0.48,6.61,,,,,,
7/14/2019 8:30,0,1.94,1.07,29.83,0.48,6.66,,,,,,
7/14/2019 8:45,0,1.85,1.68,29.91,0.48,6.59,,,,,,
7/14/2019 9:00,0,2.07,1.25,29.72,0.48,6.44,,,,,,
7/14/2019 9:15,0,1.85,1.43,29.98,0.55,6.28,,,,,,
7/14/2019 9:30,0,1.92,1.37,29.93,0.48,6.26,,,,,,
7/14/2019 9:45,0,1.87,2.06,29.99,0.48,6.45,,,,,,
7/14/2019 10:00,0,2.25,0.64,30.03,0.48,6.52,,,,,,
7/14/2019 10:15,0,2,3.13,29.49,0.48,6.45,,,,,,
7/14/2019 10:30,0,1.96,0.94,29.79,0.55,6.56,,,,,,
7/14/2019 10:45,0,1.92,1.4,30.18,0.55,6.78,,,,,,
7/14/2019 11:00,25.59,2.01,1.36,30.57,0.48,6.86,,,,,,
7/14/2019 11:15,279.16,2.09,1.58,30.93,0.55,6.94,,,,,,
7/14/2019 11:30,131.26,2.05,1.86,31.26,0.55,6.96,,,,,,
7/14/2019 11:45,183.26,2.11,1.79,31.66,0.55,6.92,,,,,,
7/14/2019 12:00,254.5,2.1,1.7,32.21,0.55,7.16,,,,,,
7/14/2019 12:15,202.32,2.25,0,32.95,0.62,7.29,,,,,,
7/14/2019 12:30,118.43,2.32,2.02,33.74,0.62,7.36,,,,,,
7/14/2019 12:45,161.73,2.34,2.35,34.45,0.68,7.45,,,,,,
7/14/2019 13:00,135.8,2.4,2.31,34.32,0.76,7.42,,,,,,
7/14/2019 13:15,148.55,2.54,1.14,36.31,0.76,7.37,,,,,,
7/14/2019 13:30,221.55,2.6,1.48,34.41,0.68,7.38,,,,,,
7/14/2019 13:45,179.82,2.75,3.24,38.21,0.76,7.36,,,,,,
7/14/2019 14:00,247.32,2.86,1.68,39.11,0.76,7.33,,,,,,
7/14/2019 14:15,205.7,2.97,2.88,39.79,0.76,7.28,,,,,,
7/14/2019 14:30,279.15,3.12,2.52,40.18,0.76,7.25,,,,,,
7/14/2019 14:45,431.7,3.64,3,42.34,0.76,7.25,,,,,,
7/14/2019 15:00,289.05,3.38,2.87,43.23,0.76,7.3,,,,,,
7/14/2019 15:15,530.72,3.51,2.8,44.54,0.76,7.32,,,,,,
7/14/2019 15:30,338.56,3.67,2.77,44.2,0.76,7.27,,,,,,
7/14/2019 15:45,451.83,3.91,2.23,45.42,0.76,7.22,,,,,,
7/14/2019 16:00,196.97,3.82,3.46,44.18,0.62,7.18,,,,,,
7/14/2019 16:15,152.45,3.87,26.91,44.24,0.62,7.11,,,,,,
7/14/2019 16:30,998.4,3.91,3.28,45.74,0.68,7.06,,,,,,
7/14/2019 16:45,1229.39,4,3.17,46.89,0.62,7.02,,,,,,
7/14/2019 17:00,672.48,3.96,3.1,46.09,0.62,6.97,,,,,,
7/14/2019 17:15,2818.7,3.99,3.09,46.69,0.55,6.89,,,,,,
7/14/2019 17:30,2860.91,3.94,4.31,47.45,0.55,6.82,,,,,,
7/14/2019 17:45,2860.91,4.21,3.95,46.72,0.55,6.73,,,,,,
7/14/2019 18:00,2860.91,4.01,3.34,45.56,0.55,6.58,,,,,,
7/14/2019 18:15,2760.28,4,3.59,45.93,0.55,6.5,,,,,,
7/14/2019 18:30,1368.12,3.97,3.27,45.84,0.55,6.44,,,,,,
7/14/2019 18:45,2352.98,4.07,3.64,46.04,0.55,6.35,,,,,,
7/14/2019 19:00,2861.09,3.99,3.56,46.83,0.55,6.29,,,,,,
7/14/2019 19:15,2860.91,4.05,3,46.5,0.55,6.22,,,,,,
7/14/2019 19:30,2814.78,3.92,3.34,45.12,0.55,6.14,,,,,,
7/14/2019 19:45,2860.91,3.89,3.1,45.65,0.55,6.09,,,,,,
7/14/2019 20:00,1944.08,3.88,4.17,45.22,0.48,6.04,,,,,,
7/14/2019 20:15,2381.12,3.84,3.41,45.69,0.55,6,,,,,,
7/14/2019 20:30,2466.79,3.85,3.32,44.94,0.55,5.96,,,,,,
7/14/2019 20:45,2301.51,3.96,3.38,45.78,0.48,5.93,,,,,,
7/14/2019 21:00,2221.91,3.77,3.39,44.86,0.48,5.87,,,,,,
7/14/2019 21:15,2467.85,3.74,3.52,45.08,0.55,5.83,,,,,,
7/14/2019 21:30,2143.9,3.7,2.85,44.63,0.55,5.78,,,,,,
7/14/2019 21:45,2019.41,3.7,2.52,43.72,0.48,5.75,,,,,,
7/14/2019 22:00,1408.73,3.63,3.59,44,0.55,5.68,,,,,,
7/14/2019 22:15,1868.92,3.61,3.5,43.92,0.48,5.66,,,,,,
7/14/2019 22:30,1989.49,3.62,3.34,44.53,0.55,5.63,,,,,,
7/14/2019 22:45,1750.31,3.55,3.46,43.33,0.55,5.55,,,,,,
7/14/2019 23:00,1755.83,3.54,3.14,43.43,0.55,5.51,,,,,,
7/14/2019 23:15,1477.11,3.53,2.96,43.29,0.55,5.5,,,,,,
7/14/2019 23:30,1713.09,3.49,2.67,42.97,0.55,5.46,,,,,,
7/14/2019 23:45,1436.69,3.55,3.07,43.04,0.55,5.43,,,,,,
7/15/2019 0:00,1544.61,3.44,2.66,43.21,0.55,5.39,,,,,,
7/15/2019 0:15,1564.02,3.41,3.1,42.62,0.55,5.36,,,,,,
7/15/2019 0:30,1363.67,3.4,3.06,42.49,0.48,5.34,,,,,,
7/15/2019 0:45,1241.67,3.36,2.94,42.64,0.48,5.29,,,,,,
7/15/2019 1:00,1288.33,3.35,3.39,42.19,0.55,5.2,,,,,,
7/15/2019 1:15,1098.31,3.32,2.19,41.91,0.55,5.12,,,,,,
7/15/2019 1:30,322.89,3.3,2.28,41.73,0.55,5.11,,,,,,
7/15/2019 1:45,329.83,3.44,2.94,41.75,0.55,5.1,,,,,,
7/15/2019 2:00,917.9,3.28,2.53,41.31,0.48,5.09,,,,,,
7/15/2019 2:15,1314.34,3.27,2.53,41.31,0.55,5.02,,,,,,
7/15/2019 2:30,1335,3.23,4.75,40.77,0.55,5.01,,,,,,
7/15/2019 2:45,1261.98,3.2,3.21,40.82,0.48,4.99,,,,,,
7/15/2019 3:00,1306.32,3.21,3.95,41.31,0.55,4.96,,,,,,
7/15/2019 3:15,1248.98,3.18,3.67,40.36,0.48,4.85,,,,,,
7/15/2019 3:30,1296.71,3.13,11.82,40.86,0.55,4.75,,,,,,
7/15/2019 3:45,1292.43,3.15,2.78,40.76,0.48,4.76,,,,,,
7/15/2019 4:00,1288.33,3.16,4.04,40.27,0.55,4.74,,,,,,
7/15/2019 4:15,1040.43,3.12,16.71,40.37,0.55,4.74,,,,,,
7/15/2019 4:30,1349.78,3.11,58.22,39.6,0.55,4.74,,,,,,
7/15/2019 4:45,1274.09,3.16,33.43,40.12,0.55,4.74,,,,,,
7/15/2019 5:00,1215.32,3.15,32.38,40.15,0.55,4.68,,,,,,
7/15/2019 5:15,1101.34,3.13,63.49,39.62,0.55,4.65,,,,,,
7/15/2019 5:30,1187.36,3.1,79.11,39.4,0.55,4.59,,,,,,
7/15/2019 5:45,769.55,3.2,166.8,39.36,0.55,4.54,,,,,,
7/15/2019 6:00,1291.72,3.07,215.64,39.39,0.55,4.49,,,,,,
7/15/2019 6:15,1149.6,3.06,130.97,40.13,0.55,4.47,,,,,,
7/15/2019 6:30,1308.28,3.08,406.75,39.66,0.62,4.47,,,,,,
7/15/2019 6:45,1545.15,3.05,940.87,39.51,0.55,4.45,,,,,,
7/15/2019 7:00,1769.9,3.08,712.02,39.65,0.62,4.49,,,,,,
7/15/2019 7:15,1649.33,3.08,1524.28,39.97,0.55,4.49,,,,,,
7/15/2019 7:30,1526.09,3.05,755.22,39.52,0.55,4.53,,,,,,
7/15/2019 7:45,1470.35,3.1,911.38,39.9,0.62,4.58,,,,,,
7/15/2019 8:00,2015.67,3.09,414.23,39.53,0.62,4.61,,,,,,
7/15/2019 8:15,2613.54,3.05,1061.74,40.02,0.62,4.62,,,,,,
7/15/2019 8:30,2861.09,3.11,1371.99,41.25,0.62,4.71,,,,,,
7/15/2019 8:45,2861.09,3,733.76,41.07,0.62,4.79,,,,,,
7/15/2019 9:00,2861.09,3.07,400.24,41.29,0.62,4.95,,,,,,
7/15/2019 9:15,2861.09,3.1,791.21,41.24,0.62,5.04,,,,,,
7/15/2019 9:30,2861.09,3.18,147.17,41.86,0.55,5.12,,,,,,
7/15/2019 9:45,2860.91,3.09,950.7,41.43,0.62,5.11,,,,,,
7/15/2019 10:00,2379.7,3.11,1133.87,40.82,0.62,5.16,,,,,,
7/15/2019 10:15,1243.81,3.07,242.69,41.53,0.62,5.14,,,,,,
7/15/2019 10:30,1077.47,3.08,327.84,40.47,0.62,5.22,,,,,,
7/15/2019 10:45,998.58,3.02,384.46,40.83,0.62,5.23,,,,,,
7/15/2019 11:00,948.71,3.1,239.51,40.92,0.62,5.39,,,,,,
