Serial Number:,'220234,,,,,,,,,,,
Calibration:,,,,,,,,,,,,
Location,Parameter,Serial #,Blank Reading Offset 1x,Blank Reading Offset 10x,Blank Reading Offset 100x,Time of Blank,Standard Reading,Time of Standard,Standard Value,Units,Temp Coeff.,Calibr Temp
1,Turbidity,2103302,376,193.2,71.52,6/10/2019 13:14,2246,6/10/2019 13:16,100,NTU,None,24.4
2,Chlorophyll a,2103473,400,42.8,11.4,6/10/2019 13:38,3465.2,6/10/2019 13:39,40,ug/L,None,24.8
3,Phycocyanin,2103474,364,37.2,5.84,6/10/2019 13:31,751.2,6/10/2019 13:32,260,ppb,None,24.4
5,CDOM,2103476,224,55.2,37.12,6/10/2019 15:51,11996,6/10/2019 15:52,300,ppb,None,22.7
,Depth,,10,,,7/10/2019 10:55,,,,meters,,
Channel Name,Turbidity,Chlorophyll a,Phycocyanin,CDOM,Depth,Temp,,,,,,
Units,NTU,ug/L,ppb,ppb,meters,°C,,,,,,
7/17/2019 14:00,0,2.49,2.08,35.15,0.27,8.91,,,,,,
7/17/2019 14:15,0,2.48,2.01,35.13,0.35,9.01,,,,,,
7/17/2019 14:30,0,2.54,2.7,35.17,0.35,9.27,,,,,,
7/17/2019 14:45,0,2.47,1.37,35.11,0.35,9.29,,,,,,
7/17/2019 15:00,0,2.51,1.01,35.26,0.35,9.16,,,,,,
7/17/2019 15:15,0,2.45,0.89,35.03,0.35,9.6,,,,,,
7/17/2019 15:30,0,2.59,2.58,35.09,0.35,9.65,,,,,,
7/17/2019 15:45,0,2.48,1.44,35.05,0.35,9.73,,,,,,
7/17/2019 16:00,0,2.51,1.65,35.22,0.35,9.63,,,,,,
7/17/2019 16:15,0,2.62,1.79,35.18,0.35,9.45,,,,,,
7/17/2019 16:30,8.75,2.52,1.63,35.19,0.35,9.39,,,,,,
7/17/2019 16:45,0,2.58,2.09,35.27,0.41,9.23,,,,,,
7/17/2019 17:00,0,2.59,1.36,35.29,0.35,9.01,,,,,,
7/17/2019 17:15,0,2.56,1.59,35.2,0.35,8.85,,,,,,
7/17/2019 17:30,0,2.53,1.62,35.16,0.41,8.59,,,,,,
7/17/2019 17:45,0,2.6,1.65,35.17,0.35,8.47,,,,,,
7/17/2019 18:00,0,2.5,1.32,35.16,0.35,8.28,,,,,,
7/17/2019 18:15,0,2.58,1.54,35.22,0.41,6.82,,,,,,
7/17/2019 18:30,0,2.65,1.68,35.14,0.35,6.1,,,,,,
7/17/2019 18:45,0,2.74,1.23,34.98,0.35,5.97,,,,,,
7/17/2019 19:00,0,2.68,1.2,34.99,0.35,5.42,,,,,,
7/17/2019 19:15,0,2.68,1.3,34.87,0.35,4.95,,,,,,
7/17/2019 19:30,0,2.6,1.77,34.8,0.41,4.82,,,,,,
7/17/2019 19:45,0,2.71,1.32,34.68,0.41,5.32,,,,,,
7/17/2019 20:00,0,2.62,1.68,34.58,0.41,4.87,,,,,,
7/17/2019 20:15,0,2.62,1.9,34.51,0.41,4.94,,,,,,
7/17/2019 20:30,0,2.57,1.37,34.42,0.41,4.45,,,,,,
7/17/2019 20:45,0,2.65,0.96,34.33,0.41,4.7,,,,,,
7/17/2019 21:00,0,2.5,1.44,34.22,0.41,4.72,,,,,,
7/17/2019 21:15,0,2.57,0.91,34.13,0.41,4.34,,,,,,
7/17/2019 21:30,0,2.5,1.36,34.14,0.41,4.37,,,,,,
7/17/2019 21:45,0,2.56,1.52,34.1,0.41,4.47,,,,,,
7/17/2019 22:00,0,2.52,1.12,33.91,0.41,4.44,,,,,,
7/17/2019 22:15,0,2.48,1.48,33.86,0.41,4.36,,,,,,
7/17/2019 22:30,0,2.43,1.43,33.71,0.41,4.42,,,,,,
7/17/2019 22:45,0,2.5,1.12,33.69,0.48,4.24,,,,,,
7/17/2019 23:00,0,2.53,1.34,33.4,0.41,4.79,,,,,,
7/17/2019 23:15,0,2.49,1.19,33.23,0.41,4.67,,,,,,
7/17/2019 23:30,0,2.53,1,33.12,0.41,4.78,,,,,,
7/17/2019 23:45,0,2.47,0.66,33.16,0.48,4.57,,,,,,
7/18/2019 0:00,0,2.46,1.05,33.21,0.48,4.27,,,,,,
7/18/2019 0:15,0,2.46,1.19,33.21,0.41,4.45,,,,,,
7/18/2019 0:30,0,2.38,1.44,33.04,0.41,4.24,,,,,,
7/18/2019 0:45,0,2.43,1.43,33.1,0.41,3.87,,,,,,
7/18/2019 1:00,0,2.44,1.09,33.22,0.41,3.88,,,,,,
7/18/2019 1:15,0,2.42,0.93,33.02,0.41,4.26,,,,,,
7/18/2019 1:30,0,2.53,1.45,32.94,0.41,4.06,,,,,,
7/18/2019 1:45,0,2.39,1.54,32.87,0.41,3.41,,,,,,
7/18/2019 2:00,0,2.35,0.46,32.91,0.41,4.03,,,,,,
7/18/2019 2:15,0,2.43,0.8,32.85,0.41,3.56,,,,,,
7/18/2019 2:30,0,2.41,1.66,32.79,0.41,3.89,,,,,,
7/18/2019 2:45,0,2.35,1.12,32.84,0.41,3.98,,,,,,
7/18/2019 3:00,0,2.33,0.94,32.77,0.41,3.84,,,,,,
7/18/2019 3:15,0,2.32,1.54,32.77,0.48,3.54,,,,,,
7/18/2019 3:30,0,2.41,0.6,32.78,0.41,3.82,,,,,,
7/18/2019 3:45,16.92,2.39,0.93,32.76,0.41,3.72,,,,,,
7/18/2019 4:00,21.05,2.33,1.29,32.69,0.41,3.79,,,,,,
7/18/2019 4:15,0,2.35,1.26,32.6,0.48,3.42,,,,,,
7/18/2019 4:30,0,2.39,1.77,32.6,0.41,3.9,,,,,,
7/18/2019 4:45,0,2.32,0.96,32.69,0.41,3.79,,,,,,
7/18/2019 5:00,0,2.33,1.04,32.57,0.41,3.99,,,,,,
7/18/2019 5:15,0,2.31,1,32.49,0.41,3.85,,,,,,
7/18/2019 5:30,0,2.36,1.22,32.4,0.41,3.89,,,,,,
7/18/2019 5:45,0,2.33,1.5,32.4,0.41,3.78,,,,,,
7/18/2019 6:00,0,2.28,0.65,32.28,0.41,3.81,,,,,,
7/18/2019 6:15,0,2.27,0.9,32.29,0.41,3.83,,,,,,
7/18/2019 6:30,0,2.23,1.41,32.32,0.41,3.72,,,,,,
7/18/2019 6:45,0,2.19,1.29,32.32,0.41,3.7,,,,,,
7/18/2019 7:00,8.63,2.19,0.8,32.54,0.41,3.9,,,,,,
7/18/2019 7:15,6.81,2.19,0.68,32.47,0.41,4.15,,,,,,
7/18/2019 7:30,0,2.2,0.94,32.63,0.41,4.11,,,,,,
7/18/2019 7:45,0,2.2,0.58,32.51,0.41,4.07,,,,,,
7/18/2019 8:00,0.89,2.2,1.23,32.66,0.41,4.17,,,,,,
7/18/2019 8:15,0.32,2.31,0.98,32.6,0.41,4.26,,,,,,
7/18/2019 8:30,1.48,2.24,0.43,32.97,0.41,4.18,,,,,,
7/18/2019 8:45,0,2.21,1.4,32.87,0.41,4.5,,,,,,
7/18/2019 9:00,0,2.3,0.86,33.11,0.41,5.16,,,,,,
7/18/2019 9:15,0,2.28,0.72,33.16,0.41,4.88,,,,,,
7/18/2019 9:30,0,2.3,1.34,33.38,0.41,5.32,,,,,,
7/18/2019 9:45,0,2.29,0.65,33.29,0.35,5.55,,,,,,
7/18/2019 10:00,0,2.34,0.54,33.36,0.41,5.7,,,,,,
7/18/2019 10:15,0,2.33,0.46,33.54,0.41,6.14,,,,,,
7/18/2019 10:30,4.88,2.34,0.26,33.32,0.35,6.47,,,,,,
7/18/2019 10:45,6.54,2.61,2.38,33.19,0.41,6.5,,,,,,
7/18/2019 11:00,0,2.65,13.1,33.42,0.41,6.75,,,,,,
7/18/2019 11:15,0,2.46,2.53,33.28,0.35,7.09,,,,,,
7/18/2019 11:30,0,2.39,0,33.28,0.35,7.35,,,,,,
7/18/2019 11:45,0,2.38,1.2,33.38,0.35,7.4,,,,,,
7/18/2019 12:00,1.7,2.48,2.64,33.33,0.35,6.92,,,,,,
7/18/2019 12:15,0,2.32,2.2,33.33,0.35,7.38,,,,,,
7/18/2019 12:30,0,2.42,1.74,33.37,0.35,8.16,,,,,,
7/18/2019 12:45,12.33,2.42,2.12,33.25,0.35,8.27,,,,,,
7/18/2019 13:00,7.1,2.48,1.7,33.32,0.35,7.64,,,,,,
7/18/2019 13:15,4.48,2.42,0,33.37,0.35,7.55,,,,,,
7/18/2019 13:30,6.38,2.44,2.52,33.44,0.35,7.88,,,,,,
7/18/2019 13:45,24.88,2.68,1.25,33.44,0.35,8.34,,,,,,
7/18/2019 14:00,0,2.44,0.94,33.67,0.35,8.05,,,,,,
7/18/2019 14:15,5.69,2.7,2.66,33.6,0.35,8.04,,,,,,
7/18/2019 14:30,0.03,2.44,0.25,33.59,0.35,7.54,,,,,,
7/18/2019 14:45,15.73,2.61,1.23,33.78,0.35,7.14,,,,,,
7/18/2019 15:00,10.56,2.5,2.3,33.59,0.35,7.55,,,,,,
7/18/2019 15:15,22.47,2.5,2.24,33.71,0.35,8.17,,,,,,
7/18/2019 15:30,7.38,2.47,1.83,33.62,0.35,7.43,,,,,,
7/18/2019 15:45,3.83,2.54,1.7,33.74,0.35,7.68,,,,,,
7/18/2019 16:00,25.42,2.44,1.4,33.83,0.35,7.37,,,,,,
7/18/2019 16:15,59.91,2.68,0,33.85,0.35,6.87,,,,,,
