Serial Number:,'220234,,,,,,,,,,,
Calibration:,,,,,,,,,,,,
Location,Parameter,Serial #,Blank Reading Offset 1x,Blank Reading Offset 10x,Blank Reading Offset 100x,Time of Blank,Standard Reading,Time of Standard,Standard Value,Units,Temp Coeff.,Calibr Temp
1,Turbidity,2103302,376,193.2,71.52,6/10/2019 13:14,2246,6/10/2019 13:16,100,NTU,None,24.4
2,Chlorophyll a,2103473,400,42.8,11.4,6/10/2019 13:38,3465.2,6/10/2019 13:39,40,ug/L,None,24.8
3,Phycocyanin,2103474,364,37.2,5.84,6/10/2019 13:31,751.2,6/10/2019 13:32,260,ppb,None,24.4
5,CDOM,2103476,224,55.2,37.12,6/10/2019 15:51,11996,6/10/2019 15:52,300,ppb,None,22.7
,Depth,,10,,,7/10/2019 10:55,,,,meters,,
Channel Name,Turbidity,Chlorophyll a,Phycocyanin,CDOM,Depth,Temp,,,,,,
Units,NTU,ug/L,ppb,ppb,meters,°C,,,,,,
7/15/2019 14:15,0,3.3,2.49,43.42,0.68,6.89,,,,,,
7/15/2019 14:30,0,3.26,2.44,43.36,0.82,7.1,,,,,,
7/15/2019 14:45,0,0.66,0,36.24,0.82,7.23,,,,,,
7/15/2019 15:00,0,3.33,2.37,43.78,0.82,7.35,,,,,,
7/15/2019 15:15,0,1.22,0,36.57,0.82,7.38,,,,,,
7/15/2019 15:30,0,3.34,2.08,44.1,0.82,7.38,,,,,,
7/15/2019 15:45,0,1.04,0,36.88,0.82,7.55,,,,,,
7/15/2019 16:00,0,3.35,2.46,44.25,0.76,7.64,,,,,,
7/15/2019 16:15,0,3.35,2.7,44.44,0.76,7.67,,,,,,
7/15/2019 16:30,0,3.36,2.09,44.43,0.76,7.65,,,,,,
7/15/2019 16:45,0,3.33,3.18,44.47,0.76,7.74,,,,,,
7/15/2019 17:00,0,3.31,2.77,44.5,0.76,7.85,,,,,,
7/15/2019 17:15,0,3.42,2.6,44.39,0.68,7.79,,,,,,
7/15/2019 17:30,0,3.5,2.52,44.49,0.76,7.67,,,,,,
7/15/2019 17:45,0,3.4,3.09,44.69,0.68,7.52,,,,,,
7/15/2019 18:00,0,3.49,2.24,44.48,0.68,7.43,,,,,,
7/15/2019 18:15,0,3.45,2.76,44.62,0.68,7.29,,,,,,
7/15/2019 18:30,0,3.5,3.06,44.62,0.68,7.15,,,,,,
7/15/2019 18:45,0,3.49,2.26,44.45,0.68,6.97,,,,,,
7/15/2019 19:00,0,3.4,2.55,44.38,0.68,6.85,,,,,,
7/15/2019 19:15,0,3.39,2.44,44.37,0.68,6.77,,,,,,
7/15/2019 19:30,0,3.37,2.91,44.21,0.68,6.66,,,,,,
7/15/2019 19:45,0,3.34,2.92,44.18,0.68,6.53,,,,,,
7/15/2019 20:00,0,3.34,3.25,44.04,0.76,6.45,,,,,,
7/15/2019 20:15,0,3.3,2.51,43.98,0.68,6.3,,,,,,
7/15/2019 20:30,0,3.32,2.73,43.89,0.68,6.12,,,,,,
7/15/2019 20:45,0,3.21,2.78,43.89,0.68,5.96,,,,,,
7/15/2019 21:00,0,1.06,0,35.99,0.68,5.82,,,,,,
7/15/2019 21:15,0,3.21,11.64,43.75,0.68,5.77,,,,,,
7/15/2019 21:30,0,3.2,2.38,43.68,0.68,5.66,,,,,,
7/15/2019 21:45,0,3.17,2.66,43.59,0.68,5.5,,,,,,
7/15/2019 22:00,0,1.09,0,35.74,0.68,5.35,,,,,,
7/15/2019 22:15,0,1.01,0,35.67,0.68,5.21,,,,,,
7/15/2019 22:30,0,3.17,2.38,43.28,0.68,5.07,,,,,,
7/15/2019 22:45,0,3.06,2.71,43.25,0.68,5,,,,,,
7/15/2019 23:00,0,1.06,0,35.46,0.68,4.95,,,,,,
7/15/2019 23:15,0,3.01,2.17,42.87,0.76,4.91,,,,,,
7/15/2019 23:30,0,3.03,2.2,42.73,0.68,4.9,,,,,,
7/15/2019 23:45,0,2.99,2.06,42.57,0.68,4.88,,,,,,
7/16/2019 0:00,0,2.97,2.42,42.5,0.68,4.86,,,,,,
7/16/2019 0:15,0,2.95,2.19,42.49,0.68,4.83,,,,,,
7/16/2019 0:30,0,2.93,2.28,42.18,0.68,4.78,,,,,,
7/16/2019 0:45,0,2.94,2.69,42.28,0.68,4.72,,,,,,
7/16/2019 1:00,0,3.02,2.13,42.08,0.68,4.67,,,,,,
7/16/2019 1:15,0,2.88,2.24,41.86,0.68,4.61,,,,,,
7/16/2019 1:30,0,3.16,1.65,41.8,0.68,4.53,,,,,,
7/16/2019 1:45,0,2.88,1.74,41.71,0.62,4.45,,,,,,
7/16/2019 2:00,0,2.88,1.99,41.65,0.68,4.39,,,,,,
7/16/2019 2:15,0,2.92,1.45,41.56,0.68,4.33,,,,,,
7/16/2019 2:30,0,2.84,2.24,41.45,0.68,4.25,,,,,,
7/16/2019 2:45,0,2.83,2.1,41.34,0.68,4.19,,,,,,
7/16/2019 3:00,0,2.79,2.63,41.19,0.68,4.14,,,,,,
7/16/2019 3:15,0,3.03,2.09,41.13,0.68,4.09,,,,,,
7/16/2019 3:30,0,2.91,1.4,41.03,0.68,4.03,,,,,,
7/16/2019 3:45,0,2.81,1.73,40.96,0.68,3.98,,,,,,
7/16/2019 4:00,0,2.82,1.63,40.79,0.68,3.93,,,,,,
7/16/2019 4:15,0,2.81,2.28,40.66,0.68,3.89,,,,,,
7/16/2019 4:30,0,2.76,2.27,40.48,0.68,3.83,,,,,,
7/16/2019 4:45,0,2.76,2.2,40.49,0.62,3.78,,,,,,
7/16/2019 5:00,0,2.79,1.88,40.37,0.68,3.76,,,,,,
7/16/2019 5:15,0,2.86,2.16,40.26,0.68,3.73,,,,,,
7/16/2019 5:30,0,2.75,2.08,40.28,0.68,3.72,,,,,,
7/16/2019 5:45,0,2.75,1.91,40.1,0.68,3.69,,,,,,
7/16/2019 6:00,0,2.74,1.91,39.97,0.68,3.68,,,,,,
7/16/2019 6:15,0,2.74,1.99,39.81,0.68,3.69,,,,,,
7/16/2019 6:30,0,2.72,2.24,39.76,0.68,3.69,,,,,,
7/16/2019 6:45,0,2.93,1.66,39.49,0.68,3.71,,,,,,
7/16/2019 7:00,0,2.62,1.9,39.66,0.68,3.74,,,,,,
7/16/2019 7:15,0,2.76,1.25,39.88,0.68,3.76,,,,,,
7/16/2019 7:30,0,2.67,2.13,39.88,0.68,3.8,,,,,,
7/16/2019 7:45,0,2.68,1.9,39.98,0.68,3.83,,,,,,
7/16/2019 8:00,0,2.74,1.88,39.91,0.68,3.86,,,,,,
7/16/2019 8:15,0,2.68,2.38,39.86,0.62,3.89,,,,,,
7/16/2019 8:30,0,2.71,1.94,40.03,0.62,3.96,,,,,,
7/16/2019 8:45,0,2.61,2.44,40.06,0.62,4.08,,,,,,
