Serial Number:,'220234,,,,,,,,,,,
Calibration:,,,,,,,,,,,,
Location,Parameter,Serial #,Blank Reading Offset 1x,Blank Reading Offset 10x,Blank Reading Offset 100x,Time of Blank,Standard Reading,Time of Standard,Standard Value,Units,Temp Coeff.,Calibr Temp
1,Turbidity,2103302,376,193.2,71.52,6/10/2019 13:14,2246,6/10/2019 13:16,100,NTU,None,24.4
2,Chlorophyll a,2103473,400,42.8,11.4,6/10/2019 13:38,3465.2,6/10/2019 13:39,40,ug/L,None,24.8
3,Phycocyanin,2103474,364,37.2,5.84,6/10/2019 13:31,751.2,6/10/2019 13:32,260,ppb,None,24.4
5,CDOM,2103476,224,55.2,37.12,6/10/2019 15:51,11996,6/10/2019 15:52,300,ppb,None,22.7
,Depth,,10,,,7/10/2019 10:55,,,,meters,,
Channel Name,Turbidity,Chlorophyll a,Phycocyanin,CDOM,Depth,Temp,,,,,,
Units,NTU,ug/L,ppb,ppb,meters,°C,,,,,,
7/11/2019 15:33,0,2.81,2.49,33.96,0.35,10.76,,,,,,
7/11/2019 15:48,0,2.6,1.72,33.84,0.48,10.57,,,,,,
7/11/2019 16:03,0,2.65,0.93,33.94,0.48,10.85,,,,,,
7/11/2019 16:18,0,2.61,1.84,33.99,0.41,10.4,,,,,,
7/11/2019 16:33,0,2.59,2.19,33.94,0.48,10.01,,,,,,
7/11/2019 16:48,0,2.69,1.99,34.06,0.48,10.03,,,,,,
7/11/2019 17:03,0,2.61,1.15,34.02,0.48,10.09,,,,,,
7/11/2019 17:18,0,2.59,1.47,34.03,0.48,9.34,,,,,,
7/11/2019 17:33,0,2.68,1.51,34.13,0.55,9,,,,,,
7/11/2019 17:48,0,2.68,1.68,34.03,0.55,8.57,,,,,,
7/11/2019 18:03,0,2.78,1.58,34.05,0.55,7.98,,,,,,
7/11/2019 18:18,0,2.99,2.06,33.94,0.55,8.11,,,,,,
7/11/2019 18:33,0,2.75,0.87,33.96,0.55,7.68,,,,,,
7/11/2019 18:48,0,2.81,1.86,33.82,0.55,6.88,,,,,,
7/11/2019 19:03,0,2.89,1.77,33.7,0.55,7.08,,,,,,
7/11/2019 19:18,0,2.76,2.08,33.72,0.55,7.17,,,,,,
7/11/2019 19:33,0,2.76,2.01,33.6,0.55,7.06,,,,,,
7/11/2019 19:48,0,2.81,2.05,33.6,0.55,6.95,,,,,,
7/11/2019 20:03,0,2.72,1.84,33.51,0.55,6.03,,,,,,
7/11/2019 20:18,0,2.64,2.05,33.42,0.55,6.56,,,,,,
7/11/2019 20:33,0,2.76,2.37,33.43,0.62,6.22,,,,,,
7/11/2019 20:48,0,2.67,1.16,33.35,0.62,6.07,,,,,,
7/11/2019 21:03,0,2.72,1.47,33.27,0.62,5.67,,,,,,
7/11/2019 21:18,0,2.67,1.7,33.21,0.55,5.94,,,,,,
7/11/2019 21:33,0,2.61,0.98,33.29,0.55,5.58,,,,,,
7/11/2019 21:48,0,2.63,1.5,33.12,0.55,5.48,,,,,,
7/11/2019 22:03,0,2.54,1.59,33.1,0.62,5.72,,,,,,
7/11/2019 22:18,0,2.71,2.12,33.16,0.55,5.61,,,,,,
7/11/2019 22:33,0,2.61,1.8,32.93,0.62,5.36,,,,,,
7/11/2019 22:48,0,2.57,1.79,33.01,0.62,5.33,,,,,,
7/11/2019 23:03,0,2.53,2.06,32.81,0.55,5.34,,,,,,
7/11/2019 23:18,0,2.61,1.87,32.79,0.55,5.37,,,,,,
7/11/2019 23:33,0,2.63,1.88,32.68,0.55,5.48,,,,,,
7/11/2019 23:48,0,2.59,2.06,32.62,0.55,5.3,,,,,,
7/12/2019 0:03,0,2.51,1.43,32.57,0.62,5.18,,,,,,
7/12/2019 0:18,0,2.56,1.3,32.34,0.62,5.13,,,,,,
7/12/2019 0:33,0,2.47,1.12,31.77,0.55,5.07,,,,,,
7/12/2019 0:48,0,2.45,1.66,32.53,0.55,5.13,,,,,,
7/12/2019 1:03,0,2.45,1.56,32.46,0.55,4.97,,,,,,
7/12/2019 1:18,0,2.79,0.91,32.36,0.62,4.92,,,,,,
7/12/2019 1:33,0,2.48,1.45,32.33,0.55,4.84,,,,,,
7/12/2019 1:48,0,2.6,0.94,32.34,0.62,4.9,,,,,,
7/12/2019 2:03,0,2.43,1.3,32.22,0.62,4.79,,,,,,
7/12/2019 2:18,0,2.44,0.91,32.24,0.62,4.73,,,,,,
7/12/2019 2:33,0,2.39,1.02,32.31,0.62,4.82,,,,,,
7/12/2019 2:48,0,2.43,1.29,32.2,0.55,4.57,,,,,,
7/12/2019 3:03,0,2.4,1.26,32.17,0.55,4.55,,,,,,
7/12/2019 3:18,0,2.35,1.37,32.1,0.62,4.7,,,,,,
7/12/2019 3:33,0,2.35,1.48,31.56,0.62,4.85,,,,,,
7/12/2019 3:48,0,2.42,1.48,32.02,0.62,4.7,,,,,,
7/12/2019 4:03,0,2.34,0.94,32.03,0.55,4.69,,,,,,
7/12/2019 4:18,0,2.33,0.98,31.95,0.62,4.3,,,,,,
7/12/2019 4:33,0,2.41,1,32,0.62,4.46,,,,,,
7/12/2019 4:48,0,2.41,1.01,31.61,0.55,4.43,,,,,,
7/12/2019 5:03,0,2.4,1.3,31.32,0.55,4.15,,,,,,
7/12/2019 5:18,0,2.37,2.06,31.76,0.55,4.34,,,,,,
7/12/2019 5:33,0,2.34,0.51,31.84,0.62,4.27,,,,,,
7/12/2019 5:48,0,2.38,1.29,31.23,0.55,4.21,,,,,,
7/12/2019 6:03,0,2.18,1.11,30.63,0.55,4.11,,,,,,
7/12/2019 6:18,0,2.17,1.16,30.23,0.62,4.13,,,,,,
7/12/2019 6:33,0,2.13,1.8,31.74,0.55,4.21,,,,,,
7/12/2019 6:48,0,2.04,0.57,31.51,0.62,4.21,,,,,,
7/12/2019 7:03,0,2.03,1.11,31.91,0.55,4.39,,,,,,
7/12/2019 7:18,0,2.08,1.72,32.03,0.62,4.45,,,,,,
7/12/2019 7:33,0,2.17,1.16,31.8,0.62,4.67,,,,,,
7/12/2019 7:48,0,2.16,1.55,32.19,0.62,4.8,,,,,,
7/12/2019 8:03,0,2.21,1.45,32.28,0.62,5.17,,,,,,
7/12/2019 8:18,0,2.21,1.23,32.45,0.55,5.31,,,,,,
7/12/2019 8:33,0,2.2,0.6,32.48,0.62,5.43,,,,,,
7/12/2019 8:48,0,2.2,1.05,32.56,0.62,5.6,,,,,,
7/12/2019 9:03,0,2.35,0.73,32.71,0.62,5.64,,,,,,
7/12/2019 9:18,0,2.29,0.73,32.65,0.62,5.79,,,,,,
7/12/2019 9:33,0,2.33,2.33,32.61,0.62,5.98,,,,,,
7/12/2019 9:48,0,2.13,2.7,32.86,0.62,6.28,,,,,,
7/12/2019 10:03,0,2.28,3.6,32.87,0.55,6.75,,,,,,
7/12/2019 10:18,0,2.23,1.73,32.78,0.55,6.95,,,,,,
7/12/2019 10:33,0,2.21,2.4,32.83,0.55,7.72,,,,,,
7/12/2019 10:48,0,2.37,2.13,32.9,0.48,8.1,,,,,,
7/12/2019 11:03,0,2.33,2.53,32.95,0.48,8.23,,,,,,
7/12/2019 11:18,0.26,2.64,1.33,32.7,0.55,8.82,,,,,,
