Date,Time,ms,LEVEL,TEMPERATURE,
7/12/2019,12:30:00 PM,0,0.1799,11.169,7/12/19 12:30:00
7/12/2019,12:45:00 PM,0,0.1857,11.537,7/12/19 12:45:00
7/12/2019,1:00:00 PM,0,0.1906,11.942,7/12/19 13:00:00
7/12/2019,1:15:00 PM,0,0.1869,12.033,7/12/19 13:15:00
7/12/2019,1:30:00 PM,0,0.1904,12.125,7/12/19 13:30:00
7/12/2019,1:45:00 PM,0,0.1921,12.197,7/12/19 13:45:00
7/12/2019,2:00:00 PM,0,0.1954,12.486,7/12/19 14:00:00
7/12/2019,2:15:00 PM,0,0.1984,12.7,7/12/19 14:15:00
7/12/2019,2:30:00 PM,0,0.1978,12.713,7/12/19 14:30:00
7/12/2019,2:45:00 PM,0,0.1998,12.776,7/12/19 14:45:00
7/12/2019,3:00:00 PM,0,0.1992,12.966,7/12/19 15:00:00
7/12/2019,3:15:00 PM,0,0.191,13.307,7/12/19 15:15:00
7/12/2019,3:30:00 PM,0,0.1891,13.2,7/12/19 15:30:00
7/12/2019,3:45:00 PM,0,0.1878,13.254,7/12/19 15:45:00
7/12/2019,4:00:00 PM,0,0.1891,13.09,7/12/19 16:00:00
7/12/2019,4:15:00 PM,0,0.1851,12.927,7/12/19 16:15:00
7/12/2019,4:30:00 PM,0,0.1828,12.821,7/12/19 16:30:00
7/12/2019,4:45:00 PM,0,0.182,12.672,7/12/19 16:45:00
7/12/2019,5:00:00 PM,0,0.1805,12.491,7/12/19 17:00:00
7/12/2019,5:15:00 PM,0,0.1796,12.253,7/12/19 17:15:00
7/12/2019,5:30:00 PM,0,0.1782,12.119,7/12/19 17:30:00
7/12/2019,5:45:00 PM,0,0.177,11.906,7/12/19 17:45:00
7/12/2019,6:00:00 PM,0,0.1721,11.642,7/12/19 18:00:00
7/12/2019,6:15:00 PM,0,0.1685,11.398,7/12/19 18:15:00
7/12/2019,6:30:00 PM,0,0.1698,11.176,7/12/19 18:30:00
7/12/2019,6:45:00 PM,0,0.1686,10.927,7/12/19 18:45:00
7/12/2019,7:00:00 PM,0,0.1678,10.725,7/12/19 19:00:00
7/12/2019,7:15:00 PM,0,0.1676,10.541,7/12/19 19:15:00
7/12/2019,7:30:00 PM,0,0.1681,10.354,7/12/19 19:30:00
7/12/2019,7:45:00 PM,0,0.1686,10.201,7/12/19 19:45:00
7/12/2019,8:00:00 PM,0,0.1666,10.051,7/12/19 20:00:00
7/12/2019,8:15:00 PM,0,0.1675,9.916,7/12/19 20:15:00
7/12/2019,8:30:00 PM,0,0.1662,9.797,7/12/19 20:30:00
7/12/2019,8:45:00 PM,0,0.1662,9.672,7/12/19 20:45:00
7/12/2019,9:00:00 PM,0,0.165,9.569,7/12/19 21:00:00
