Date,Time,ms,LEVEL_m,TEMP_c
7/12/2019,9:12:49,0,0.789640576,6.008
7/12/2019,9:27:49,0,0.790803057,6.002
7/12/2019,9:42:49,0,0.791802383,6.004
7/12/2019,9:57:49,0,0.793423738,6.002
7/12/2019,10:12:49,0,0.794004978,6.008
7/12/2019,10:27:49,0,0.793770442,6.019
7/12/2019,10:42:49,0,0.794749374,6.018
7/12/2019,10:57:49,0,0.793168808,6.024
7/12/2019,11:12:49,0,0.794117147,6.03
7/12/2019,11:27:49,0,0.793709259,6.037
7/12/2019,11:42:49,0,0.792852694,6.042
7/12/2019,11:57:49,0,0.793576696,6.046
7/12/2019,12:12:49,0,0.792128693,6.051
7/12/2019,12:27:49,0,0.790293197,6.06
7/12/2019,12:42:49,0,0.792862892,6.068
7/12/2019,12:57:49,0,0.789426435,6.075
7/12/2019,13:12:49,0,0.791832974,6.078
7/12/2019,13:27:49,0,0.788620856,6.083
7/12/2019,13:42:49,0,0.788773814,6.088
7/12/2019,13:57:49,0,0.790660296,6.091
7/12/2019,14:12:49,0,0.792261257,6.096
7/12/2019,14:27:49,0,0.789813929,6.102
7/12/2019,14:42:49,0,0.786999502,6.106
7/12/2019,14:57:49,0,0.788804406,6.11
7/12/2019,15:12:49,0,0.787856066,6.114
7/12/2019,15:27:49,0,0.78780508,6.117
7/12/2019,15:42:49,0,0.78780508,6.12
7/12/2019,15:57:49,0,0.78780508,6.125
7/12/2019,16:12:49,0,0.787927447,6.128
7/12/2019,16:27:49,0,0.786510036,6.131
7/12/2019,16:42:49,0,0.78740739,6.136
7/12/2019,16:57:49,0,0.787947841,6.138
7/12/2019,17:12:49,0,0.787397192,6.141
7/12/2019,17:27:49,0,0.788834998,6.144
7/12/2019,17:42:49,0,0.7866426,6.146
7/12/2019,17:57:49,0,0.787458376,6.149
7/12/2019,18:12:49,0,0.78747877,6.152
7/12/2019,18:27:49,0,0.787754094,6.153
7/12/2019,18:42:49,0,0.787611334,6.157
7/12/2019,18:57:49,0,0.786489642,6.159
7/12/2019,19:12:49,0,0.789038942,6.162
7/12/2019,19:27:49,0,0.78747877,6.163
7/12/2019,19:42:49,0,0.786764966,6.166
7/12/2019,19:57:49,0,0.787794883,6.17
7/12/2019,20:12:49,0,0.78638767,6.171
7/12/2019,20:27:49,0,0.787876461,6.174
7/12/2019,20:42:49,0,0.787356404,6.175
7/12/2019,20:57:49,0,0.787285023,6.178
7/12/2019,21:12:49,0,0.78933466,6.179
7/12/2019,21:27:49,0,0.786122542,6.182
7/12/2019,21:42:49,0,0.786805755,6.183
7/12/2019,21:57:49,0,0.786754769,6.187
7/12/2019,22:12:49,0,0.785347555,6.186
7/12/2019,22:27:49,0,0.786163331,6.191
7/12/2019,22:42:49,0,0.784276849,6.191
7/12/2019,22:57:49,0,0.78492947,6.195
7/12/2019,23:12:49,0,0.78562288,6.195
7/12/2019,23:27:49,0,0.786673191,6.199
7/12/2019,23:42:49,0,0.785031442,6.2
7/12/2019,23:57:49,0,0.785704457,6.204
7/13/2019,0:12:49,0,0.78587781,6.204
7/13/2019,0:27:49,0,0.78576564,6.208
7/13/2019,0:42:49,0,0.79199613,6.209
7/13/2019,0:57:49,0,0.790752071,6.211
7/13/2019,1:12:49,0,0.793250385,6.214
7/13/2019,1:27:49,0,0.792485595,6.214
7/13/2019,1:42:49,0,0.791904355,6.216
7/13/2019,1:57:49,0,0.793994781,6.219
7/13/2019,2:12:49,0,0.793801034,6.219
7/13/2019,2:27:49,0,0.794708585,6.222
7/13/2019,2:42:49,0,0.793189202,6.223
7/13/2019,2:57:49,0,0.79239382,6.225
7/13/2019,3:12:49,0,0.797145716,6.226
7/13/2019,3:27:49,0,0.794718782,6.229
7/13/2019,3:42:49,0,0.79480036,6.23
7/13/2019,3:57:49,0,0.798563126,6.232
7/13/2019,4:12:49,0,0.800102904,6.235
7/13/2019,4:27:49,0,0.799470677,6.23
7/13/2019,4:42:49,0,0.801102229,6.229
7/13/2019,4:57:49,0,0.798359182,6.231
7/13/2019,5:12:49,0,0.801856822,6.228
7/13/2019,5:27:49,0,0.801836428,6.222
7/13/2019,5:42:49,0,0.802366682,6.217
7/13/2019,5:57:49,0,0.799929551,6.206
7/13/2019,6:12:49,0,0.799083184,6.151
7/13/2019,6:27:49,0,0.803447585,6.117
7/13/2019,6:42:49,0,0.805945899,6.105
7/13/2019,6:57:49,0,0.803682121,6.085
7/13/2019,7:12:49,0,0.806720886,6.092
7/13/2019,7:27:49,0,0.808260664,6.09
7/13/2019,7:42:49,0,0.805741955,6.08
7/13/2019,7:57:49,0,0.80710838,6.068
7/13/2019,8:12:49,0,0.80984123,6.058
7/13/2019,8:27:49,0,0.80754686,6.058
7/13/2019,8:42:49,0,0.809769849,6.065
7/13/2019,8:57:49,0,0.808372833,6.067
7/13/2019,9:12:49,0,0.809820835,6.067
7/13/2019,9:27:49,0,0.811656331,6.069
7/13/2019,9:42:49,0,0.810789569,6.072
7/13/2019,9:57:49,0,0.811574754,6.07
7/13/2019,10:12:49,0,0.8121356,6.069
7/13/2019,10:27:49,0,0.808535988,6.071
7/13/2019,10:42:49,0,0.81169712,6.078
7/13/2019,10:57:49,0,0.811666528,6.087
7/13/2019,11:12:49,0,0.809576102,6.09
7/13/2019,11:27:49,0,0.812145797,6.102
7/13/2019,11:42:49,0,0.81137081,6.112
7/13/2019,11:57:49,0,0.812400727,6.12
7/13/2019,12:12:49,0,0.81271684,6.129
7/13/2019,12:27:49,0,0.80965768,6.132
7/13/2019,12:42:49,0,0.81093233,6.138
7/13/2019,12:57:49,0,0.809851427,6.146
7/13/2019,13:12:49,0,0.810391878,6.156
7/13/2019,13:27:49,0,0.810820161,6.167
7/13/2019,13:42:49,0,0.813012559,6.177
7/13/2019,13:57:49,0,0.8143178,6.183
7/13/2019,14:12:49,0,0.811962247,6.19
7/13/2019,14:27:49,0,0.814664505,6.198
7/13/2019,14:42:49,0,0.813461236,6.207
7/13/2019,14:57:49,0,0.815572056,6.218
7/13/2019,15:12:49,0,0.81493983,6.228
7/13/2019,15:27:49,0,0.815979944,6.24
7/13/2019,15:42:49,0,0.817907215,6.252
7/13/2019,15:57:49,0,0.816581579,6.264
7/13/2019,16:12:49,0,0.817152622,6.273
7/13/2019,16:27:49,0,0.815245746,6.284
7/13/2019,16:42:49,0,0.817846032,6.292
7/13/2019,16:57:49,0,0.818743385,6.302
7/13/2019,17:12:49,0,0.817529918,6.31
7/13/2019,17:27:49,0,0.818478258,6.317
7/13/2019,17:42:49,0,0.818702596,6.324
7/13/2019,17:57:49,0,0.817907215,6.33
7/13/2019,18:12:49,0,0.819436795,6.338
7/13/2019,18:27:49,0,0.821741362,6.343
7/13/2019,18:42:49,0,0.818702596,6.348
7/13/2019,18:57:49,0,0.820262768,6.354
7/13/2019,19:12:49,0,0.82145584,6.358
7/13/2019,19:27:49,0,0.818202934,6.362
7/13/2019,19:42:49,0,0.818549638,6.367
7/13/2019,19:57:49,0,0.819732514,6.372
7/13/2019,20:12:49,0,0.821017361,6.376
7/13/2019,20:27:49,0,0.820629867,6.38
7/13/2019,20:42:49,0,0.82003843,6.386
7/13/2019,20:57:49,0,0.819100287,6.391
7/13/2019,21:12:49,0,0.818447666,6.395
7/13/2019,21:27:49,0,0.818274314,6.399
7/13/2019,21:42:49,0,0.818264117,6.404
7/13/2019,21:57:49,0,0.816958875,6.406
7/13/2019,22:12:49,0,0.818712794,6.41
7/13/2019,22:27:49,0,0.819803894,6.413
7/13/2019,22:42:49,0,0.819069696,6.415
7/13/2019,22:57:49,0,0.816183888,6.417
7/13/2019,23:12:49,0,0.817907215,6.419
7/13/2019,23:27:49,0,0.818570033,6.421
