Plot Title: DO_01,,,,,,,,
#,"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °C calculated from F",Coupler Attached (LGR S/N: 20645539),Host Connected (LGR S/N: 20645539),Coupler Detached (LGR S/N: 20645539),Stopped (LGR S/N: 20645539),End Of File (LGR S/N: 20645539)
1,7/12/2019 17:00,5.3,12.555,,,,,
2,7/12/2019 17:15,5.28,12.395,,,,,
3,7/12/2019 17:30,5.2,12.23,,,,,
4,7/12/2019 17:45,5.04,12,,,,,
5,7/12/2019 18:00,4.92,11.765,,,,,
6,7/12/2019 18:15,4.8,11.55,,,,,
7,7/12/2019 18:30,4.67,11.33,,,,,
8,7/12/2019 18:45,4.54,11.115,,,,,
9,7/12/2019 19:00,4.43,10.935,,,,,
10,7/12/2019 19:15,4.34,10.755,,,,,
11,7/12/2019 19:30,4.24,10.61,,,,,
12,7/12/2019 19:45,4.15,10.47,,,,,
13,7/12/2019 20:00,4.08,10.34,,,,,
14,7/12/2019 20:15,4.01,10.235,,,,,
15,7/12/2019 20:30,3.95,10.11,,,,,
16,7/12/2019 20:45,3.88,10,,,,,
17,7/12/2019 21:00,3.83,9.93,,,,,
18,7/12/2019 21:15,3.79,9.8,,,,,
19,7/12/2019 21:30,3.74,9.695,,,,,
20,7/12/2019 21:45,3.71,9.605,,,,,
21,7/12/2019 22:00,3.67,9.53,,,,,
22,7/12/2019 22:15,3.62,9.46,,,,,
23,7/12/2019 22:30,3.59,9.37,,,,,
24,7/12/2019 22:45,3.56,9.3,,,,,
25,7/12/2019 23:00,3.53,9.245,,,,,
26,7/12/2019 23:15,3.5,9.19,,,,,
27,7/12/2019 23:30,3.47,9.135,,,,,
28,7/12/2019 23:45,3.46,9.065,,,,,
29,7/13/2019 0:00,3.45,9.03,,,,,
30,7/13/2019 0:15,3.45,8.975,,,,,
31,7/13/2019 0:30,3.44,8.92,,,,,
32,7/13/2019 0:45,3.44,8.865,,,,,
33,7/13/2019 1:00,3.43,8.83,,,,,
34,7/13/2019 1:15,3.43,8.795,,,,,
35,7/13/2019 1:30,3.42,8.74,,,,,
36,7/13/2019 1:45,3.41,8.685,,,,,
37,7/13/2019 2:00,3.39,8.63,,,,,
38,7/13/2019 2:15,3.37,8.595,,,,,
39,7/13/2019 2:30,3.36,8.56,,,,,
40,7/13/2019 2:45,3.36,8.505,,,,,
41,7/13/2019 3:00,3.35,8.45,,,,,
42,7/13/2019 3:15,3.4,8.345,,,,,
43,7/13/2019 3:30,3.39,8.29,,,,,
44,7/13/2019 3:45,3.39,8.235,,,,,
45,7/13/2019 4:00,3.39,8.18,,,,,
46,7/13/2019 4:15,3.4,8.13,,,,,
47,7/13/2019 4:30,3.39,8.09,,,,,
48,7/13/2019 4:45,3.39,8.04,,,,,
49,7/13/2019 5:00,3.41,7.985,,,,,
50,7/13/2019 5:15,3.41,7.91,,,,,
51,7/13/2019 5:30,3.44,7.82,,,,,
52,7/13/2019 5:45,3.48,7.75,,,,,
53,7/13/2019 6:00,3.52,7.66,,,,,
54,7/13/2019 6:15,3.52,7.64,,,,,
55,7/13/2019 6:30,3.52,7.64,,,,,
56,7/13/2019 6:45,3.52,7.625,,,,,
57,7/13/2019 7:00,3.58,7.57,,,,,
58,7/13/2019 7:15,3.66,7.57,,,,,
59,7/13/2019 7:30,3.81,7.55,,,,,
60,7/13/2019 7:45,3.94,7.57,,,,,
61,7/13/2019 8:00,4.08,7.59,,,,,
62,7/13/2019 8:15,4.24,7.625,,,,,
63,7/13/2019 8:30,4.38,7.68,,,,,
64,7/13/2019 8:45,4.52,7.73,,,,,
65,7/13/2019 9:00,4.66,7.82,,,,,
66,7/13/2019 9:15,4.79,7.93,,,,,
67,7/13/2019 9:30,4.91,8.02,,,,,
68,7/13/2019 9:45,5.05,8.145,,,,,
69,7/13/2019 10:00,5.2,8.29,,,,,
70,7/13/2019 10:15,5.28,8.36,,,,,
71,7/13/2019 10:30,5.38,8.45,,,,,
72,7/13/2019 10:45,5.46,8.54,,,,,
73,7/13/2019 11:00,5.58,8.775,,,,,
74,7/13/2019 11:15,5.66,9.1,,,,,
75,7/13/2019 11:30,5.72,9.225,,,,,
76,7/13/2019 11:45,5.76,9.28,,,,,
77,7/13/2019 12:00,5.86,9.48,,,,,
78,7/13/2019 12:15,5.91,9.71,,,,,
79,7/13/2019 12:30,5.97,9.89,,,,,
80,7/13/2019 12:45,6.02,10.11,,,,,
81,7/13/2019 13:00,6.03,10.2,,,,,
82,7/13/2019 13:15,6.08,10.36,,,,,
83,7/13/2019 13:30,6.1,10.47,,,,,
84,7/13/2019 13:45,6.16,10.61,,,,,
85,7/13/2019 14:00,6.14,10.845,,,,,
86,7/13/2019 14:15,6.18,11.06,,,,,
87,7/13/2019 14:30,6.16,11.08,,,,,
88,7/13/2019 14:45,6.18,11.025,,,,,
89,7/13/2019 15:00,6.2,11.135,,,,,
90,7/13/2019 15:15,6.21,11.44,,,,,
91,7/13/2019 15:30,6.21,11.6,,,,,
92,7/13/2019 15:45,6.2,11.82,,,,,
93,7/13/2019 16:00,6.18,11.87,,,,,
94,7/13/2019 16:15,6.14,11.835,,,,,
95,7/13/2019 16:30,6.06,11.745,,,,,
96,7/13/2019 16:45,6.01,11.585,,,,,
97,7/13/2019 17:00,5.92,11.37,,,,,
98,7/13/2019 17:15,5.86,11.19,,,,,
99,7/13/2019 17:30,5.78,11.025,,,,,
100,7/13/2019 17:45,5.68,10.83,,,,,
101,7/13/2019 18:00,5.53,10.575,,,,,
102,7/13/2019 18:15,5.41,10.38,,,,,
103,7/13/2019 18:30,5.31,10.18,,,,,
104,7/13/2019 18:45,5.19,10.02,,,,,
105,7/13/2019 19:00,5.07,9.89,,,,,
106,7/13/2019 19:15,4.96,9.765,,,,,
107,7/13/2019 19:30,4.87,9.64,,,,,
108,7/13/2019 19:45,4.79,9.53,,,,,
109,7/13/2019 20:00,4.7,9.425,,,,,
110,7/13/2019 20:15,4.63,9.315,,,,,
111,7/13/2019 20:30,4.56,9.225,,,,,
112,7/13/2019 20:45,4.51,9.135,,,,,
113,7/13/2019 21:00,4.45,9.065,,,,,
114,7/13/2019 21:15,4.4,8.975,,,,,
115,7/13/2019 21:30,4.36,8.9,,,,,
116,7/13/2019 21:45,4.3,8.83,,,,,
117,7/13/2019 22:00,4.26,8.775,,,,,
118,7/13/2019 22:15,4.22,8.705,,,,,
119,7/13/2019 22:30,4.17,8.65,,,,,
120,7/13/2019 22:45,4.14,8.595,,,,,
121,7/13/2019 23:00,4.1,8.525,,,,,
122,7/13/2019 23:15,4.06,8.49,,,,,
123,7/13/2019 23:30,4.04,8.435,,,,,
124,7/13/2019 23:45,4.04,8.345,,,,,
125,7/14/2019 0:00,4.01,8.29,,,,,
126,7/14/2019 0:15,4.02,8.2,,,,,
127,7/14/2019 0:30,4,8.13,,,,,
128,7/14/2019 0:45,4.01,8.055,,,,,
129,7/14/2019 1:00,4.02,7.95,,,,,
130,7/14/2019 1:15,4.02,7.895,,,,,
131,7/14/2019 1:30,4.03,7.82,,,,,
132,7/14/2019 1:45,4.01,7.77,,,,,
133,7/14/2019 2:00,4,7.73,,,,,
134,7/14/2019 2:15,3.97,7.695,,,,,
135,7/14/2019 2:30,3.95,7.68,,,,,
136,7/14/2019 2:45,3.93,7.64,,,,,
137,7/14/2019 3:00,3.9,7.625,,,,,
138,7/14/2019 3:15,3.88,7.59,,,,,
139,7/14/2019 3:30,3.9,7.55,,,,,
140,7/14/2019 3:45,3.93,7.5,,,,,
141,7/14/2019 4:00,3.96,7.46,,,,,
142,7/14/2019 4:15,4.01,7.425,,,,,
143,7/14/2019 4:30,4.03,7.37,,,,,
144,7/14/2019 4:45,4.04,7.32,,,,,
145,7/14/2019 5:00,4.08,7.265,,,,,
146,7/14/2019 5:15,4.07,7.21,,,,,
147,7/14/2019 5:30,4.06,7.155,,,,,
148,7/14/2019 5:45,4.06,7.1,,,,,
149,7/14/2019 6:00,4.06,7.05,,,,,
150,7/14/2019 6:15,4.07,7.01,,,,,
151,7/14/2019 6:30,4.13,6.94,,,,,
152,7/14/2019 6:45,4.14,6.905,,,,,
153,7/14/2019 7:00,4.14,6.885,,,,,
154,7/14/2019 7:15,4.19,6.885,,,,,
155,7/14/2019 7:30,4.25,6.905,,,,,
156,7/14/2019 7:45,4.44,6.905,,,,,
157,7/14/2019 8:00,4.71,6.83,,,,,
158,7/14/2019 8:15,4.97,6.76,,,,,
159,7/14/2019 8:30,5.11,6.78,,,,,
160,7/14/2019 8:45,5.26,6.725,,,,,
161,7/14/2019 9:00,5.4,6.635,,,,,
162,7/14/2019 9:15,5.52,6.47,,,,,
163,7/14/2019 9:30,5.69,6.4,,,,,
164,7/14/2019 9:45,5.81,6.51,,,,,
165,7/14/2019 10:00,5.94,6.615,,,,,
166,7/14/2019 10:15,6.11,6.58,,,,,
167,7/14/2019 10:30,6.22,6.635,,,,,
168,7/14/2019 10:45,6.31,6.795,,,,,
169,7/14/2019 11:00,6.41,6.905,,,,,
170,7/14/2019 11:15,6.51,6.995,,,,,
171,7/14/2019 11:30,6.61,7.03,,,,,
172,7/14/2019 11:45,6.69,6.975,,,,,
173,7/14/2019 12:00,6.64,7.155,,,,,
174,7/14/2019 12:15,6.81,7.3,,,,,
175,7/14/2019 12:30,6.87,7.355,,,,,
176,7/14/2019 12:45,6.92,7.425,,,,,
177,7/14/2019 13:00,6.96,7.445,,,,,
178,7/14/2019 13:15,6.99,7.39,,,,,
179,7/14/2019 13:30,7.03,7.37,,,,,
180,7/14/2019 13:45,7.04,7.355,,,,,
181,7/14/2019 14:00,7.04,7.32,,,,,
182,7/14/2019 14:15,7.04,7.265,,,,,
183,7/14/2019 14:30,7.04,7.23,,,,,
184,7/14/2019 14:45,7.04,7.23,,,,,
185,7/14/2019 15:00,7.06,7.265,,,,,
186,7/14/2019 15:15,7.03,7.3,,,,,
187,7/14/2019 15:30,7.01,7.265,,,,,
188,7/14/2019 15:45,6.99,7.23,,,,,
189,7/14/2019 16:00,6.97,7.19,,,,,
190,7/14/2019 16:15,6.93,7.14,,,,,
191,7/14/2019 16:30,6.91,7.1,,,,,
192,7/14/2019 16:45,6.88,7.065,,,,,
193,7/14/2019 17:00,6.82,7.03,,,,,
194,7/14/2019 17:15,6.75,6.96,,,,,
195,7/14/2019 17:30,6.69,6.905,,,,,
196,7/14/2019 17:45,6.64,6.83,,,,,
197,7/14/2019 18:00,6.59,6.705,,,,,
198,7/14/2019 18:15,6.51,6.615,,,,,
199,7/14/2019 18:30,6.41,6.56,,,,,
200,7/14/2019 18:45,6.31,6.49,,,,,
201,7/14/2019 19:00,6.23,6.435,,,,,
202,7/14/2019 19:15,6.17,6.365,,,,,
203,7/14/2019 19:30,6.11,6.29,,,,,
204,7/14/2019 19:45,6.04,6.24,,,,,
205,7/14/2019 20:00,5.97,6.2,,,,,
206,7/14/2019 20:15,5.92,6.15,,,,,
207,7/14/2019 20:30,5.86,6.13,,,,,
208,7/14/2019 20:45,5.8,6.095,,,,,
209,7/14/2019 21:00,5.75,6.06,,,,,
210,7/14/2019 21:15,5.72,6.005,,,,,
211,7/14/2019 21:30,5.71,5.97,,,,,
212,7/14/2019 21:45,5.68,5.93,,,,,
213,7/14/2019 22:00,5.69,5.88,,,,,
214,7/14/2019 22:15,5.65,5.84,,,,,
215,7/14/2019 22:30,5.61,5.825,,,,,
216,7/14/2019 22:45,5.6,5.77,,,,,
217,7/14/2019 23:00,5.58,5.715,,,,,
218,7/14/2019 23:15,5.54,5.7,,,,,
219,7/14/2019 23:30,5.54,5.68,,,,,
220,7/14/2019 23:45,5.51,5.66,,,,,
221,7/15/2019 0:00,5.49,5.625,,,,,
222,7/15/2019 0:15,5.47,5.59,,,,,
223,7/15/2019 0:30,5.44,5.57,,,,,
224,7/15/2019 0:45,5.45,5.52,,,,,
225,7/15/2019 1:00,5.51,5.465,,,,,
226,7/15/2019 1:15,5.52,5.375,,,,,
227,7/15/2019 1:30,5.48,5.355,,,,,
228,7/15/2019 1:45,5.44,5.34,,,,,
229,7/15/2019 2:00,5.43,5.34,,,,,
230,7/15/2019 2:15,5.46,5.285,,,,,
231,7/15/2019 2:30,5.45,5.265,,,,,
232,7/15/2019 2:45,5.43,5.25,,,,,
233,7/15/2019 3:00,5.41,5.23,,,,,
234,7/15/2019 3:15,5.46,5.16,,,,,
235,7/15/2019 3:30,5.52,5.03,,,,,
236,7/15/2019 3:45,5.49,5.03,,,,,
237,7/15/2019 4:00,5.48,5.03,,,,,
238,7/15/2019 4:15,5.49,5.015,,,,,
239,7/15/2019 4:30,5.45,5.015,,,,,
240,7/15/2019 4:45,5.44,5.015,,,,,
241,7/15/2019 5:00,5.45,4.98,,,,,
242,7/15/2019 5:15,5.46,4.94,,,,,
243,7/15/2019 5:30,5.49,4.905,,,,,
244,7/15/2019 5:45,5.49,4.85,,,,,
245,7/15/2019 6:00,5.51,4.8,,,,,
246,7/15/2019 6:15,5.5,4.78,,,,,
247,7/15/2019 6:30,5.51,4.76,,,,,
248,7/15/2019 6:45,5.53,4.76,,,,,
249,7/15/2019 7:00,5.58,4.78,,,,,
250,7/15/2019 7:15,5.64,4.78,,,,,
251,7/15/2019 7:30,5.73,4.8,,,,,
252,7/15/2019 7:45,5.79,4.85,,,,,
253,7/15/2019 8:00,5.88,4.87,,,,,
254,7/15/2019 8:15,6.02,4.905,,,,,
255,7/15/2019 8:30,6.11,4.96,,,,,
256,7/15/2019 8:45,6.19,5.03,,,,,
257,7/15/2019 9:00,6.26,5.16,,,,,
258,7/15/2019 9:15,6.33,5.265,,,,,
259,7/15/2019 9:30,6.4,5.34,,,,,
260,7/15/2019 9:45,6.48,5.355,,,,,
261,7/15/2019 10:00,6.59,5.39,,,,,
262,7/15/2019 10:15,6.74,5.39,,,,,
263,7/15/2019 10:30,6.84,5.43,,,,,
264,7/15/2019 10:45,6.9,5.43,,,,,
265,7/15/2019 11:00,6.94,5.555,,,,,
266,7/15/2019 11:12,,,Logged,,,,
267,7/15/2019 11:13,,,,Logged,,,
268,7/15/2019 11:14,,,,,Logged,,
269,7/15/2019 11:15,6.93,42.4,,,,,
270,7/15/2019 11:30,6.99,41.65,,,,,
271,7/15/2019 11:45,7.05,41.72,,,,,
272,7/15/2019 12:00,7.08,42.19,,,,,
273,7/15/2019 12:15,7.12,42.73,,,,,
274,7/15/2019 12:30,7.11,43.09,,,,,
275,7/15/2019 12:45,7.12,43.09,,,,,
276,7/15/2019 13:00,7.16,42.84,,,,,
277,7/15/2019 13:15,7.23,42.87,,,,,
278,7/15/2019 13:30,7.24,43.09,,,,,
279,7/15/2019 13:45,7.26,43.48,,,,,
280,7/15/2019 14:00,7.25,43.99,,,,,
281,7/15/2019 14:15,7.21,43.95,,,,,
282,7/15/2019 14:30,7.25,44.13,,,,,
283,7/15/2019 14:45,7.24,44.42,,,,,
284,7/15/2019 15:00,7.22,44.71,,,,,
285,7/15/2019 15:15,7.21,44.78,,,,,
286,7/15/2019 15:30,7.2,44.78,,,,,
287,7/15/2019 15:45,7.18,45.03,,,,,
288,7/15/2019 16:00,7.17,45.21,,,,,
289,7/15/2019 16:15,7.15,45.28,,,,,
290,7/15/2019 16:30,7.13,45.25,,,,,
291,7/15/2019 16:45,7.13,45.32,,,,,
292,7/15/2019 17:00,7.11,45.54,,,,,
293,7/15/2019 17:15,7.05,45.57,,,,,
294,7/15/2019 17:30,6.99,45.36,,,,,
295,7/15/2019 17:45,6.93,45.14,,,,,
296,7/15/2019 18:00,6.9,44.96,,,,,
297,7/15/2019 18:15,6.83,44.71,,,,,
298,7/15/2019 18:30,6.72,44.46,,,,,
299,7/15/2019 18:45,6.61,44.17,,,,,
300,7/15/2019 19:00,6.52,43.92,,,,,
301,7/15/2019 19:15,6.42,43.77,,,,,
302,7/15/2019 19:30,6.32,43.59,,,,,
303,7/15/2019 19:45,6.23,43.34,,,,,
304,7/15/2019 20:00,6.16,43.16,,,,,
305,7/15/2019 20:15,6.08,42.94,,,,,
306,7/15/2019 20:30,6.02,42.62,,,,,
307,7/15/2019 20:45,5.95,42.33,,,,,
308,7/15/2019 21:00,5.89,42.08,,,,,
309,7/15/2019 21:15,5.84,41.94,,,,,
310,7/15/2019 21:30,5.79,41.76,,,,,
311,7/15/2019 21:45,5.74,41.5,,,,,
312,7/15/2019 22:00,5.71,41.25,,,,,
313,7/15/2019 22:15,5.67,40.96,,,,,
314,7/15/2019 22:30,5.65,40.71,,,,,
315,7/15/2019 22:45,5.61,40.53,,,,,
316,7/15/2019 23:00,5.58,40.42,,,,,
317,7/15/2019 23:15,5.54,40.35,,,,,
318,7/15/2019 23:30,5.52,40.32,,,,,
319,7/15/2019 23:45,5.49,40.32,,,,,
320,7/16/2019 0:00,5.46,40.28,,,,,
321,7/16/2019 0:15,5.44,40.21,,,,,
322,7/16/2019 0:30,5.42,40.14,,,,,
323,7/16/2019 0:45,5.4,40.03,,,,,
324,7/16/2019 1:00,5.38,39.96,,,,,
325,7/16/2019 1:15,5.37,39.85,,,,,
326,7/16/2019 1:30,5.36,39.7,,,,,
327,7/16/2019 1:45,5.36,39.56,,,,,
328,7/16/2019 2:00,5.36,39.45,,,,,
329,7/16/2019 2:15,5.36,39.34,,,,,
330,7/16/2019 2:30,5.35,39.2,,,,,
331,7/16/2019 2:45,5.33,39.09,,,,,
332,7/16/2019 3:00,5.32,38.98,,,,,
333,7/16/2019 3:15,5.32,38.88,,,,,
334,7/16/2019 3:30,5.32,38.77,,,,,
335,7/16/2019 3:45,5.32,38.66,,,,,
336,7/16/2019 4:00,5.32,38.59,,,,,
337,7/16/2019 4:15,5.31,38.52,,,,,
338,7/16/2019 4:30,5.31,38.41,,,,,
339,7/16/2019 4:45,5.32,38.3,,,,,
340,7/16/2019 5:00,5.32,38.26,,,,,
341,7/16/2019 5:15,5.32,38.23,,,,,
342,7/16/2019 5:30,5.31,38.19,,,,,
343,7/16/2019 5:45,5.33,38.16,,,,,
344,7/16/2019 6:00,5.34,38.12,,,,,
345,7/16/2019 6:15,5.35,38.12,,,,,
346,7/16/2019 6:30,5.34,38.12,,,,,
347,7/16/2019 6:45,5.35,38.16,,,,,
348,7/16/2019 7:00,5.39,38.19,,,,,
349,7/16/2019 7:15,5.44,38.23,,,,,
350,7/16/2019 7:30,5.49,38.3,,,,,
351,7/16/2019 7:45,5.57,38.37,,,,,
352,7/16/2019 8:00,5.61,38.41,,,,,
353,7/16/2019 8:15,5.68,38.48,,,,,
354,7/16/2019 8:30,5.76,38.59,,,,,
355,7/16/2019 8:45,5.88,38.73,,,,,
356,7/16/2019 9:00,6.01,39.06,,,,,
357,7/16/2019 9:15,6.12,39.63,,,,,
358,7/16/2019 9:30,6.2,40.14,,,,,
359,7/16/2019 9:45,6.26,40.5,,,,,
360,7/16/2019 10:00,6.31,40.64,,,,,
361,7/16/2019 10:15,6.38,40.86,,,,,
362,7/16/2019 10:30,6.42,40.93,,,,,
363,7/16/2019 10:45,6.47,41.04,,,,,
364,7/16/2019 11:00,6.54,41.14,,,,,
365,7/16/2019 11:15,6.6,41.43,,,,,
366,7/16/2019 11:30,6.69,41.97,,,,,
367,7/16/2019 11:45,6.73,42.91,,,,,
368,7/16/2019 12:00,6.72,43.34,,,,,
369,7/16/2019 12:15,6.71,43.3,,,,,
370,7/16/2019 12:30,6.73,43.23,,,,,
371,7/16/2019 12:45,6.75,43.27,,,,,
372,7/16/2019 12:56,,,Logged,,,,
373,7/16/2019 12:57,,,,Logged,,,
374,7/16/2019 12:58,,,,,Logged,,
375,7/16/2019 13:00,6.74,43.99,,,,,
376,7/16/2019 13:15,6.86,43.95,,,,,
377,7/16/2019 13:30,6.89,44.35,,,,,
378,7/16/2019 13:45,6.91,44.71,,,,,
379,7/16/2019 14:00,6.91,45.07,,,,,
380,7/16/2019 14:15,6.89,45.14,,,,,
381,7/16/2019 14:30,6.91,45.21,,,,,
382,7/16/2019 14:45,6.94,45.39,,,,,
383,7/16/2019 15:00,6.95,45.86,,,,,
384,7/16/2019 15:15,6.96,46.36,,,,,
385,7/16/2019 15:30,6.93,46.83,,,,,
386,7/16/2019 15:45,6.95,47.26,,,,,
387,7/16/2019 16:00,6.89,47.59,,,,,
388,7/16/2019 16:15,6.91,47.8,,,,,
389,7/16/2019 16:30,6.86,47.88,,,,,
390,7/16/2019 16:45,6.82,47.73,,,,,
391,7/16/2019 17:00,6.8,47.55,,,,,
392,7/16/2019 17:15,6.76,47.26,,,,,
393,7/16/2019 17:30,6.72,46.94,,,,,
394,7/16/2019 17:45,6.67,46.69,,,,,
395,7/16/2019 18:00,6.62,46.4,,,,,
396,7/16/2019 18:15,6.55,46.11,,,,,
397,7/16/2019 18:30,6.44,45.79,,,,,
398,7/16/2019 18:45,6.31,45.5,,,,,
399,7/16/2019 19:00,6.22,45.25,,,,,
400,7/16/2019 19:15,6.13,45.03,,,,,
401,7/16/2019 19:30,6.05,44.85,,,,,
402,7/16/2019 19:45,5.97,44.67,,,,,
403,7/16/2019 20:00,5.89,44.53,,,,,
404,7/16/2019 20:15,5.83,44.38,,,,,
405,7/16/2019 20:30,5.77,44.24,,,,,
406,7/16/2019 20:45,5.72,44.1,,,,,
407,7/16/2019 21:00,5.67,43.92,,,,,
408,7/16/2019 21:15,5.62,43.81,,,,,
409,7/16/2019 21:30,5.57,43.66,,,,,
410,7/16/2019 21:45,5.51,43.56,,,,,
411,7/16/2019 22:00,5.46,43.41,,,,,
412,7/16/2019 22:15,5.42,43.3,,,,,
413,7/16/2019 22:30,5.38,43.23,,,,,
414,7/16/2019 22:45,5.33,43.16,,,,,
415,7/16/2019 23:00,5.29,43.09,,,,,
416,7/16/2019 23:15,5.26,42.98,,,,,
417,7/16/2019 23:30,5.23,42.87,,,,,
418,7/16/2019 23:45,5.2,42.8,,,,,
419,7/17/2019 0:00,5.18,42.69,,,,,
420,7/17/2019 0:15,5.16,42.58,,,,,
421,7/17/2019 0:30,5.13,42.51,,,,,
422,7/17/2019 0:45,5.12,42.44,,,,,
423,7/17/2019 1:00,5.09,42.4,,,,,
424,7/17/2019 1:15,5.07,42.33,,,,,
425,7/17/2019 1:30,5.05,42.3,,,,,
426,7/17/2019 1:45,5.03,42.22,,,,,
427,7/17/2019 2:00,5.01,42.15,,,,,
428,7/17/2019 2:15,4.98,42.12,,,,,
429,7/17/2019 2:30,4.97,42.01,,,,,
430,7/17/2019 2:45,4.95,41.97,,,,,
431,7/17/2019 3:00,4.92,41.9,,,,,
432,7/17/2019 3:15,4.91,41.83,,,,,
433,7/17/2019 3:30,4.89,41.79,,,,,
434,7/17/2019 3:45,4.87,41.72,,,,,
435,7/17/2019 4:00,4.86,41.65,,,,,
436,7/17/2019 4:15,4.85,41.61,,,,,
437,7/17/2019 4:30,4.83,41.58,,,,,
438,7/17/2019 4:45,4.81,41.5,,,,,
439,7/17/2019 5:00,4.79,41.43,,,,,
440,7/17/2019 5:15,4.77,41.4,,,,,
441,7/17/2019 5:30,4.76,41.29,,,,,
442,7/17/2019 5:45,4.74,41.22,,,,,
443,7/17/2019 6:00,4.72,41.14,,,,,
444,7/17/2019 6:15,4.71,41.11,,,,,
445,7/17/2019 6:30,4.69,41.07,,,,,
446,7/17/2019 6:45,4.71,41.07,,,,,
447,7/17/2019 7:00,4.76,41.11,,,,,
448,7/17/2019 7:15,4.83,41.11,,,,,
449,7/17/2019 7:30,4.93,41.18,,,,,
450,7/17/2019 7:45,5.04,41.32,,,,,
451,7/17/2019 8:00,5.13,41.4,,,,,
452,7/17/2019 8:15,5.23,41.5,,,,,
453,7/17/2019 8:30,5.33,41.65,,,,,
454,7/17/2019 8:45,5.4,41.76,,,,,
455,7/17/2019 9:00,5.47,41.79,,,,,
456,7/17/2019 9:15,5.57,41.94,,,,,
457,7/17/2019 9:30,5.67,42.04,,,,,
458,7/17/2019 9:45,5.77,42.33,,,,,
459,7/17/2019 10:00,5.87,42.69,,,,,
460,7/17/2019 10:15,5.94,42.98,,,,,
461,7/17/2019 10:30,6.04,43.23,,,,,
462,7/17/2019 10:45,6.1,43.41,,,,,
463,7/17/2019 11:00,6.17,43.74,,,,,
464,7/17/2019 11:15,6.24,44.02,,,,,
465,7/17/2019 11:30,6.31,44.64,,,,,
466,7/17/2019 11:45,6.33,45.32,,,,,
467,7/17/2019 12:00,6.39,45.97,,,,,
468,7/17/2019 12:15,6.4,46.33,,,,,
469,7/17/2019 12:30,6.42,46.4,,,,,
470,7/17/2019 12:45,6.46,46.62,,,,,
471,7/17/2019 13:00,6.48,46.9,,,,,
472,7/17/2019 13:15,7.1,47.23,,,,,
473,7/17/2019 13:30,6.52,47.44,,,,,
474,7/17/2019 13:45,6.54,47.59,,,,,
475,7/17/2019 14:00,6.56,47.8,,,,,
476,7/17/2019 14:15,6.57,47.98,,,,,
477,7/17/2019 14:30,6.6,48.34,,,,,
478,7/17/2019 14:45,6.57,48.6,,,,,
479,7/17/2019 15:00,6.54,48.52,,,,,
480,7/17/2019 15:15,6.61,48.67,,,,,
481,7/17/2019 15:30,6.56,49.24,,,,,
482,7/17/2019 15:45,6.56,49.42,,,,,
483,7/17/2019 16:00,6.51,49.5,,,,,
484,7/17/2019 16:15,6.48,49.32,,,,,
485,7/17/2019 16:30,6.46,49.14,,,,,
486,7/17/2019 16:45,6.42,48.96,,,,,
487,7/17/2019 17:00,6.38,48.74,,,,,
488,7/17/2019 17:15,6.32,48.49,,,,,
489,7/17/2019 17:30,6.3,48.27,,,,,
490,7/17/2019 17:45,6.25,48.06,,,,,
491,7/17/2019 18:00,6.2,47.8,,,,,
492,7/17/2019 18:15,6.11,47.52,,,,,
493,7/17/2019 18:30,5.99,47.19,,,,,
494,7/17/2019 18:45,5.87,46.9,,,,,
495,7/17/2019 19:00,5.77,46.62,,,,,
496,7/17/2019 19:15,5.67,46.36,,,,,
497,7/17/2019 19:30,5.59,46.11,,,,,
498,7/17/2019 19:45,5.5,45.86,,,,,
499,7/17/2019 20:00,5.43,45.68,,,,,
500,7/17/2019 20:15,5.37,45.5,,,,,
501,7/17/2019 20:30,5.31,45.28,,,,,
502,7/17/2019 20:45,5.26,45.1,,,,,
503,7/17/2019 21:00,5.21,44.92,,,,,
504,7/17/2019 21:15,5.18,44.74,,,,,
505,7/17/2019 21:30,5.13,44.6,,,,,
506,7/17/2019 21:45,5.09,44.46,,,,,
507,7/17/2019 22:00,5.05,44.31,,,,,
508,7/17/2019 22:15,5.02,44.17,,,,,
509,7/17/2019 22:30,5.01,44.06,,,,,
510,7/17/2019 22:45,4.98,43.95,,,,,
511,7/17/2019 23:00,4.98,43.81,,,,,
512,7/17/2019 23:15,4.99,43.7,,,,,
513,7/17/2019 23:30,4.97,43.59,,,,,
514,7/17/2019 23:45,4.95,43.48,,,,,
515,7/18/2019 0:00,4.93,43.38,,,,,
516,7/18/2019 0:15,4.91,43.27,,,,,
517,7/18/2019 0:30,4.89,43.12,,,,,
518,7/18/2019 0:45,4.87,43.02,,,,,
519,7/18/2019 1:00,4.85,42.91,,,,,
520,7/18/2019 1:15,4.83,42.8,,,,,
521,7/18/2019 1:30,4.8,42.69,,,,,
522,7/18/2019 1:45,4.79,42.62,,,,,
523,7/18/2019 2:00,4.77,42.51,,,,,
524,7/18/2019 2:15,4.74,42.44,,,,,
525,7/18/2019 2:30,4.72,42.33,,,,,
526,7/18/2019 2:45,4.7,42.26,,,,,
527,7/18/2019 3:00,4.67,42.19,,,,,
528,7/18/2019 3:15,4.66,42.15,,,,,
529,7/18/2019 3:30,4.64,42.08,,,,,
530,7/18/2019 3:45,4.63,42.01,,,,,
531,7/18/2019 4:00,4.61,41.97,,,,,
532,7/18/2019 4:15,4.6,41.94,,,,,
