Plot Title: DO_01,,,,,,,,
#,"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °C calculated from F",Coupler Attached (LGR S/N: 20645539),Host Connected (LGR S/N: 20645539),Coupler Detached (LGR S/N: 20645539),Stopped (LGR S/N: 20645539),End Of File (LGR S/N: 20645539)
3105,8/13/2019 19:30,5.59,41.11,,,,,
3106,8/13/2019 19:45,5.6,40.96,,,,,
3107,8/13/2019 20:00,5.61,40.71,,,,,
3108,8/13/2019 20:15,5.65,40.21,,,,,
3109,8/13/2019 20:30,5.73,39.85,,,,,
3110,8/13/2019 20:45,5.82,39.7,,,,,
3111,8/13/2019 21:00,5.86,39.63,,,,,
3112,8/13/2019 21:15,5.89,39.63,,,,,
3113,8/13/2019 21:30,5.89,39.52,,,,,
3114,8/13/2019 21:45,5.91,39.42,,,,,
3115,8/13/2019 22:00,5.92,39.34,,,,,
3116,8/13/2019 22:15,5.99,39.34,,,,,
3117,8/13/2019 22:30,6.02,39.31,,,,,
3118,8/13/2019 22:45,6.04,39.27,,,,,
3119,8/13/2019 23:00,6.05,39.24,,,,,
3120,8/13/2019 23:15,6.04,39.2,,,,,
3121,8/13/2019 23:30,6.01,39.13,,,,,
3122,8/13/2019 23:45,6,39.09,,,,,
3123,8/14/2019 0:00,5.99,38.98,,,,,
3124,8/14/2019 0:15,5.99,38.88,,,,,
3125,8/14/2019 0:30,6,38.77,,,,,
3126,8/14/2019 0:45,6.01,38.73,,,,,
3127,8/14/2019 1:00,6.01,38.73,,,,,
3128,8/14/2019 1:15,6.05,38.7,,,,,
3129,8/14/2019 1:30,6.03,38.7,,,,,
3130,8/14/2019 1:45,6.05,38.7,,,,,
3131,8/14/2019 2:00,6.07,38.7,,,,,
3132,8/14/2019 2:15,6.07,38.66,,,,,
3133,8/14/2019 2:30,6.06,38.66,,,,,
3134,8/14/2019 2:45,6.07,38.66,,,,,
3135,8/14/2019 3:00,6.07,38.62,,,,,
3136,8/14/2019 3:15,6.14,38.55,,,,,
3137,8/14/2019 3:30,6.13,38.44,,,,,
3138,8/14/2019 3:45,6.14,38.48,,,,,
3139,8/14/2019 4:00,6.14,38.48,,,,,
3140,8/14/2019 4:15,6.1,38.52,,,,,
3141,8/14/2019 4:30,6.09,38.52,,,,,
3142,8/14/2019 4:45,6.08,38.48,,,,,
3143,8/14/2019 5:00,6.17,38.41,,,,,
3144,8/14/2019 5:15,6.15,38.37,,,,,
3145,8/14/2019 5:30,6.15,38.37,,,,,
3146,8/14/2019 5:45,6.12,38.34,,,,,
3147,8/14/2019 6:00,6.15,38.3,,,,,
3148,8/14/2019 6:15,6.15,38.23,,,,,
3149,8/14/2019 6:30,6.14,38.12,,,,,
3150,8/14/2019 6:45,6.14,38.01,,,,,
3151,8/14/2019 7:00,6.15,37.8,,,,,
3152,8/14/2019 7:15,6.14,37.69,,,,,
3153,8/14/2019 7:30,6.19,37.51,,,,,
3154,8/14/2019 7:45,6.21,37.47,,,,,
3155,8/14/2019 8:00,6.24,37.47,,,,,
3156,8/14/2019 8:15,6.27,37.47,,,,,
3157,8/14/2019 8:30,6.31,37.47,,,,,
3158,8/14/2019 8:45,6.38,37.44,,,,,
3159,8/14/2019 9:00,6.43,37.4,,,,,
3160,8/14/2019 9:15,6.5,37.4,,,,,
3161,8/14/2019 9:30,6.56,37.4,,,,,
3162,8/14/2019 9:45,6.59,37.36,,,,,
3163,8/14/2019 10:00,6.65,37.08,,,,,
3164,8/14/2019 10:15,6.71,37.08,,,,,
3165,8/14/2019 10:30,6.75,37.08,,,,,
3166,8/14/2019 10:45,6.82,37.04,,,,,
3167,8/14/2019 11:00,6.86,37.04,,,,,
3168,8/14/2019 11:15,6.88,36.93,,,,,
3169,8/14/2019 11:25,,,Logged,,,,
3170,8/14/2019 11:25,,,,Logged,,,
3171,8/14/2019 11:25,,,,,,Logged,Logged
