"solar.time","DO.obs","DO.sat","depth","temp.water","light","discharge"
2021-06-19 01:17:13.896663,4.74,7.50252556711057,0.272239156522448,6.573,0,0.0644845910691245
2021-06-19 01:32:13.896663,4.74,7.50500840155194,0.272228559212711,6.573,0,0.0644765173725196
2021-06-19 01:47:13.896663,4.75,7.50378665599422,0.27247243820142,6.573,0,0.0646624962330144
2021-06-19 02:02:13.896663,4.73,7.50701646760131,0.272270152020136,6.573,0,0.0645082093860819
2021-06-19 02:17:13.896663,4.74,7.51160641709351,0.272457402821168,6.573,0,0.0646510197737864
2021-06-19 02:32:13.896663,4.73,7.51602907644729,0.272675008339727,6.573,1.32348898008484e-23,0.0648172542953422
2021-06-19 02:47:13.896663,4.73,7.51835006510064,0.272793379825187,6.471,0,0.0649078049300301
2021-06-19 03:02:13.896663,4.73,7.52295084642613,0.273015039810777,6.471,2.11758236813575e-22,0.0650776025586222
2021-06-19 03:17:13.896663,4.73,7.52688171252067,0.272859302033928,6.471,0,0.0649582712141979
2021-06-19 03:32:13.896663,4.73,7.52709001924204,0.273318969505921,6.471,0,0.065310918284526
2021-06-19 03:47:13.896663,4.73,7.53531774372233,0.273599188025327,6.471,0,0.0655265419456943
2021-06-19 04:02:13.896663,4.74,7.53508470226184,0.27414725615144,6.37,5.42101086242752e-20,0.0659496887279245
2021-06-19 04:17:13.896663,4.72,7.53972529872031,0.275292993961808,6.37,0,0.0668403541163822
2021-06-19 04:32:13.896663,4.73,7.54435767854436,0.276367104907213,6.37,8.67361737988404e-19,0.0676828344400301
2021-06-19 04:47:13.896663,4.74,7.55256542473594,0.27783017105636,6.268,0,0.0688421252059022
2021-06-19 05:02:13.896663,4.74,7.55331507886706,0.280446203389762,6.268,6.93889390390723e-18,0.0709489763456767
2021-06-19 05:17:13.896663,4.74,7.55701272775353,0.283195624405419,6.166,0,0.0732107014460439
2021-06-19 05:32:13.896663,4.75,7.56059049999981,0.28719646539209,6.166,1.11022302462516e-16,0.0765899100082409
2021-06-19 05:47:13.896663,4.74,7.5745943366478,0.289467568723682,6.166,0,0.0785551755549119
2021-06-19 06:02:13.896663,4.71,7.59197803641395,0.291245896385269,6.268,22.0100446834612,0.0801180752014456
2021-06-19 06:17:13.896663,4.7,7.60324758633603,0.293220482553087,6.268,196.687062323141,0.0818784165794129
2021-06-19 06:32:13.896663,4.7,7.60372971024019,0.29499210845067,6.268,370.550621836606,0.0834803439147967
2021-06-19 06:47:13.896663,4.71,7.59277971094382,0.302049418588894,6.166,542.856646673939,0.0900762894580845
2021-06-19 07:02:13.896663,4.72,7.5914225612485,0.311020030919055,6.166,712.867726032658,0.0989678125419751
2021-06-19 07:17:13.896663,4.76,7.59619964767144,0.322732165626006,6.166,879.856270679376,0.111463352653682
2021-06-19 07:32:13.896663,4.79,7.60205454092255,0.330666221952544,6.166,1043.10762674402,0.120519941873444
2021-06-19 07:47:13.896663,4.83,7.61044235844427,0.333604920363135,6.166,1201.92313449383,0.123999196259793
2021-06-19 08:02:13.896663,4.89,7.62130720955224,0.334796238406745,6.166,1355.62311796631,0.125429150730338
2021-06-19 08:17:13.896663,4.93,7.62587409827142,0.332131882656642,6.268,1503.54979396542,0.122246672955671
2021-06-19 08:32:13.896663,4.96,7.62131958390372,0.331752397672933,6.268,1645.07008714251,0.121797967637941
2021-06-19 08:47:13.896663,4.98,7.61376777716783,0.329873460579532,6.37,1779.57833929465,0.119593010927852
2021-06-19 09:02:13.896663,5.01,7.60626588183166,0.327395665630553,6.471,1906.49890124151,0.116727549384201
2021-06-19 09:17:13.896663,5.03,7.60004754082065,0.322319279890721,6.471,2025.28859675069,0.111005322558945
2021-06-19 09:32:13.896663,5.04,7.59190429794357,0.319421184371689,6.471,2135.43904682609,0.107826788258246
2021-06-19 09:47:13.896663,5.06,7.58111875235263,0.313117079858321,6.471,2236.47884547816,0.101130264031993
2021-06-19 10:02:13.896663,5.08,7.56187747862054,0.317947117657034,6.573,2327.97557723537,0.106234405164685
2021-06-19 10:17:13.896663,5.07,7.55761613188976,0.311247645558936,6.573,2409.53766774142,0.0992009693936622
2021-06-19 10:32:13.896663,5.07,7.56186281390529,0.311193181574947,6.674,2480.81605944088,0.0991451448482191
2021-06-19 10:47:13.896663,5.08,7.5508982521612,0.30868738877466,6.674,2541.50570552243,0.0966000943335073
2021-06-19 11:02:13.896663,5.07,7.54773946849486,0.307445706927081,6.775,2591.34687539873,0.0953558034090171
2021-06-19 11:17:13.896663,5.08,7.53454876093942,0.306412115887806,6.775,2630.12626622966,0.0943285001326681
2021-06-19 11:32:13.896663,5.09,7.52261347512055,0.305058050617043,6.877,2657.67791579579,0.0929942465337751
2021-06-19 11:47:13.896663,5.08,7.51620480840995,0.306055413770124,6.877,2673.88391278442,0.0939757457274872
2021-06-19 12:02:13.896663,5.09,7.5049232201043,0.30377211316229,6.877,2678.67490136217,0.091739218578843
2021-06-19 12:17:13.896663,5.1,7.49061563470631,0.307773001500684,6.978,2672.0303780182,0.0956827072217858
2021-06-19 12:32:13.896663,5.08,7.48172623069682,0.308862332480153,6.978,2653.9787792996,0.0967763000178823
2021-06-19 12:47:13.896663,5.07,7.48237992217102,0.309540101944056,6.978,2624.59736013887,0.0974610501125691
2021-06-19 13:02:13.896663,5.08,7.4658047154921,0.313127115299219,7.079,2584.01186315474,0.101140690001267
2021-06-19 13:17:13.896663,5.04,7.45826614065075,0.308667965773478,7.179,2532.39598060765,0.0965805448679767
