"solar.time","DO.obs","DO.sat","depth","temp.water","light","discharge"
2021-06-11 13:03:45.679547,7.87,7.31594048287379,0.272482893152178,7.682,2582.34424809818,0.0646704772920263
2021-06-11 13:18:45.679547,7.9,7.31434554759782,0.272510956306153,7.682,2528.16905087986,0.0646919033880898
2021-06-11 13:33:45.679547,7.93,7.31259587979508,0.272415038369707,7.682,2463.20146472614,0.0646186906684199
2021-06-11 13:48:45.679547,7.92,7.31109616453558,0.272561902361597,7.682,2387.71954226345,0.064730812980309
2021-06-11 14:03:45.679547,7.91,7.27281527455162,0.272271227812035,7.882,2302.04633580199,0.0645090292377756
2021-06-11 14:18:45.679547,7.9,7.27261389369319,0.272411631226072,7.882,2206.54851457219,0.06461609109749
2021-06-11 14:33:45.679547,7.91,7.23448918909235,0.272276613751018,8.082,2101.63479552015,0.0645131339232143
2021-06-11 14:48:45.679547,7.87,7.21500532757054,0.27232011986213,8.182,1987.7541940919,0.0645462970249782
2021-06-11 15:03:45.679547,7.86,7.19468782837992,0.272452792297687,8.282,1865.39410242982,0.0646475008566964
2021-06-11 15:18:45.679547,7.87,7.17568500404822,0.272332214441164,8.382,1735.07820338737,0.064555518362319
2021-06-11 15:33:45.679547,7.84,7.15926241787558,0.272392402920929,8.481,1597.36422937696,0.0646014217012241
2021-06-11 15:48:45.679547,7.79,7.14232229610124,0.272227502043453,8.581,1452.84157503032,0.0644757119927484
2021-06-11 16:03:45.679547,7.74,7.14261359909169,0.272319023143246,8.581,1302.1287751095,0.0645454608923719
2021-06-11 16:18:45.679547,7.6,7.16110777583327,0.272474758282964,8.481,1145.87085698136,0.0646642672690973
2021-06-11 16:33:45.679547,7.72,7.17819023519201,0.272230674948623,8.382,984.736580066914,0.0644781292174561
2021-06-11 16:48:45.679547,7.71,7.21524056788473,0.272298273805131,8.182,819.4155736063,0.0645296431144843
2021-06-11 17:03:45.679547,7.69,7.23443023977187,0.272155682963346,8.082,650.615385236027,0.0644210145308525
2021-06-11 17:18:45.679547,7.68,7.2340175945285,0.272443593487535,8.082,479.058452756937,0.0646404803888233
2021-06-11 17:33:45.679547,7.67,7.23447739922825,0.272399174074938,8.082,305.479012208369,0.0646065871958643
2021-06-11 17:48:45.679547,7.66,7.25259816000954,0.27235101663703,7.983,130.619955412453,0.064569855627966
2021-06-11 18:03:45.679547,7.63,7.25233817377938,0.272244472641138,7.983,0,0.0644886414848543
2021-06-11 18:18:45.679547,7.62,7.25281087601604,0.272331112610625,7.983,7.105427357601e-15,0.0645546782499341
2021-06-11 18:33:45.679547,7.61,7.27518446112136,0.272176271608301,7.882,0,0.0644366915865846
2021-06-11 18:48:45.679547,7.62,7.27847763045329,0.272127172460399,7.882,0,0.0643993097811238
2021-06-11 19:03:45.679547,7.61,7.27960299407392,0.272278771383478,7.882,0,0.0645147783299761
2021-06-11 19:18:45.679547,7.61,7.29785252967692,0.272242344796714,7.782,0,0.0644870202331682
2021-06-11 19:33:45.679547,7.61,7.30010861904296,0.272285255445976,7.782,0,0.0645197202334153
2021-06-11 19:48:45.679547,7.61,7.30224596686343,0.272221168810437,7.782,0,0.0644708873118806
2021-06-11 20:03:45.679547,7.61,7.30206785454505,0.272356572239775,7.782,0,0.0645740923696966
2021-06-11 20:18:45.679547,7.63,7.30363524294673,0.272479404001947,7.782,0,0.0646678136828399
2021-06-11 20:33:45.679547,7.62,7.32359379169804,0.272549978170421,7.682,0,0.0647217045412526
2021-06-11 20:48:45.679547,7.62,7.32430794182161,0.272343258298618,7.682,0,0.0645639393850616
2021-06-11 21:03:45.679547,7.63,7.3426109887326,0.272593121446543,7.582,0,0.0647546642433479
2021-06-11 21:18:45.679547,7.65,7.34226499042757,0.272359911173643,7.582,0,0.0645766387563117
2021-06-11 21:33:45.679547,7.65,7.34269450556485,0.27232011986213,7.582,0,0.0645462970249782
2021-06-11 21:48:45.679547,7.66,7.36221631147915,0.272337730562918,7.481,0,0.0645597243512146
2021-06-11 22:03:45.679547,7.65,7.36331661895151,0.272114059871027,7.481,0,0.0643893289950757
2021-06-11 22:18:45.679547,7.67,7.36462024410897,0.272239156522448,7.481,-6.61744490042422e-24,0.0644845910691245
2021-06-11 22:33:45.679547,7.68,7.38308650530641,0.272479404001947,7.381,0,0.0646678136828398
2021-06-11 22:48:45.679547,7.68,7.38213940637217,0.272432136677479,7.381,0,0.0646317373658074
2021-06-11 23:03:45.679547,7.69,7.38119230743793,0.272523907644624,7.381,0,0.0647017933282455
2021-06-11 23:18:45.679547,7.7,7.39987023426999,0.272374428170426,7.28,0,0.0645877107253087
2021-06-11 23:33:45.679547,7.68,7.39851222940411,0.272503915530648,7.28,0,0.0646865273269788
2021-06-11 23:48:45.679547,7.68011391353906,7.40632162986699,0.272393737942699,7.22940703507238,-5.70019149040276e-12,0.0646025317681512
2021-06-12 00:03:45.679547,7.7,7.41443535508177,0.272220114902136,7.179,6.46234853557053e-27,0.0644700844646958
2021-06-12 00:18:45.679547,7.72,7.41362820460033,0.272291756254083,7.179,0,0.0645246751615847
2021-06-12 00:33:45.679547,7.73,7.43142019326099,0.272357684753404,7.079,0,0.0645749408034369
2021-06-12 00:48:45.679547,7.74,7.42935517284708,0.272282011321359,7.079,0,0.0645172476536045
2021-06-12 01:03:45.679547,7.73,7.42667426915183,0.272273380791767,7.079,0,0.0645106700265568
2021-06-12 01:18:45.679547,7.73,7.42540627416084,0.272389023606882,7.079,0,0.0645988438381777
2021-06-12 01:33:45.679547,7.72,7.44239382228391,0.272547598877523,6.978,1.03397576569128e-25,0.0647198871950181
2021-06-12 01:48:45.679547,7.73,7.44045691231657,0.272465489069846,6.978,0,0.0646571918079192
2021-06-12 02:03:45.679547,7.73,7.43993636776285,0.272377789386988,6.978,-1.65436122510606e-24,0.0645902744782306
2021-06-12 02:18:45.679547,7.73,7.43882264453163,0.272114059871027,6.978,0,0.0643893289950757
2021-06-12 02:33:45.679547,7.74,7.45657678230014,0.272312452590565,6.877,0,0.0645404516944935
2021-06-12 02:48:45.679547,7.75,7.45560595303037,0.272279850897558,6.877,0,0.0645156010760542
2021-06-12 03:03:45.679547,7.74,7.45554527620101,0.272285255445976,6.877,0,0.0645197202334154
2021-06-12 03:18:45.679547,7.74,7.45512053839549,0.272194960900268,6.877,0,0.0644509246716799
2021-06-12 03:33:45.679547,7.75,7.45416184449161,0.272278771383478,6.877,0,0.0645147783299761
2021-06-12 03:48:45.679547,7.74,7.47199286244532,0.272136296637641,6.775,0,0.0644062553740883
2021-06-12 04:03:45.679547,7.77,7.47179821484373,0.272278771383478,6.775,-5.42101086242752e-20,0.0645147783299762
2021-06-12 04:18:45.679547,7.77,7.47106828633774,0.272468961551837,6.775,0,0.0646598423923755
2021-06-12 04:33:45.679547,7.76,7.47054517090846,0.272260490834284,6.775,-8.67361737988404e-19,0.0645008470017526
2021-06-12 04:48:45.679547,7.75,7.47201719339552,0.272662655004737,6.775,0,0.06480780938409
2021-06-12 05:03:45.679547,7.75,7.47178604936863,0.272279850897558,6.775,1.38777878078145e-17,0.0645156010760542
2021-06-12 05:18:45.679547,7.77,7.47325807185569,0.272400304224186,6.775,0,0.0646074493779308
2021-06-12 05:33:45.679547,7.78,7.4944657267073,0.272080138693159,6.674,1.11022302462516e-16,0.0643635144774459
2021-06-12 05:48:45.679547,7.79,7.49351448352965,0.272274457979576,6.674,0,0.0645114909636446
2021-06-12 06:03:45.679547,7.79,7.4951364751018,0.272135280972585,6.674,55.4524290995688,0.0644054821943444
2021-06-12 06:18:45.679547,7.79,7.49753897389663,0.272429850876861,6.674,230.525690307673,0.0646299931027809
2021-06-12 06:33:45.679547,7.82,7.50005123151966,0.272322314694162,6.674,404.640204470671,0.064547970375585
2021-06-12 06:48:45.679547,7.83,7.50183176362141,0.272293926910904,6.674,577.05079376097,0.0645263296986923
2021-06-12 07:03:45.679547,7.86,7.50338058264143,0.272275535632663,6.674,747.019572955317,0.0645123122625304
2021-06-12 07:18:45.679547,7.88,7.50479525198255,0.272412766476917,6.674,913.819107445968,0.0646169572593352
2021-06-12 07:33:45.679547,7.9,7.50612455334619,0.272164924760734,6.674,1076.73552670228,0.0644280512969279
2021-06-12 07:48:45.679547,7.93,7.5062830938758,0.272399174074938,6.674,1235.07157923146,0.0646065871958642
2021-06-12 08:03:45.679547,7.94,7.48914618233587,0.272126160997583,6.775,1388.14961685772,0.0643985398575626
2021-06-12 08:18:45.679547,7.96,7.48936516088766,0.272221168810437,6.775,1535.31449491898,0.0644708873118807
2021-06-12 08:33:45.679547,7.99,7.47101786768782,0.272412766476917,6.877,1675.93637610815,0.0646169572593351
2021-06-12 08:48:45.679547,7.99,7.45248996548863,0.272260490834284,6.978,1809.41342598352,0.0645008470017525
2021-06-12 09:03:45.679547,8,7.45255049392511,0.272140363966324,6.978,1935.17438881249,0.0644093517110441
2021-06-12 09:18:45.679547,8.01,7.43520002594843,0.272141381965551,7.079,2052.68103239096,0.0644101266997782
2021-06-12 09:33:45.679547,8.01,7.41666405417232,0.272152610763236,7.179,2161.43045161814,0.0644186754545257
2021-06-12 09:48:45.679547,8,7.39845214069323,0.272241281572964,7.28,2260.95722062605,0.0644862101500224
2021-06-12 10:03:45.679547,8,7.37875862283475,0.272235972439317,7.381,2350.83538503332,0.0644821651612634
2021-06-12 10:18:45.679547,7.99,7.36056585027062,0.272227502043453,7.481,2430.68028456993,0.0644757119927485
