"solar.time","DO.obs","DO.sat","depth","temp.water","light","discharge"
2021-06-10 15:03:56.27789,6.72,NA,-41.985121090169,NA,1863.31730578308,-9.15316648654211
2021-06-10 15:18:56.27789,6.75,NA,-40.4567474538324,NA,1732.7189076281,-8.82071213576812
2021-06-10 15:33:56.27789,6.74,NA,-38.9657730465695,NA,1594.73235983496,-8.49639533903988
2021-06-10 15:48:56.27789,6.76,NA,-37.5117347232184,NA,1449.94822960609,-8.18011529226275
2021-06-10 16:03:56.27789,6.76,NA,-36.0941693386174,NA,1298.98617678814,-7.87177119134208
2021-06-10 16:18:56.27789,6.78,NA,-34.7126137476047,NA,1142.4923018242,-7.57126223218321
2021-06-10 16:33:56.27789,6.82,NA,-33.3666048050185,NA,981.136380647413,-7.27848761069151
2021-06-10 16:48:56.27789,6.82,NA,-32.055679365697,NA,815.608997859818,-6.99334652277231
2021-06-10 17:03:56.27789,6.83,NA,-30.7793742844784,NA,646.61859118094,-6.71573816433098
2021-06-10 17:18:56.27789,6.85,NA,-29.5372264162009,NA,474.888419687245,-6.44556173127286
2021-06-10 17:33:56.27789,6.87,NA,-28.3287726157027,NA,301.153467854204,-6.1827164195033
2021-06-10 17:48:56.27789,6.88,NA,-27.1535497378221,NA,126.157300358268,-5.92710142492766
2021-06-10 18:03:56.27789,6.91,NA,-26.0110946373971,NA,0,-5.67861594345128
2021-06-10 18:18:56.27789,6.92,NA,-24.9009441692662,NA,0,-5.43715917097952
2021-06-10 18:33:56.27789,6.94,NA,-23.8226351882673,NA,0,-5.20263030341773
2021-06-10 18:48:56.27789,6.96,NA,-22.7757045492388,NA,0,-4.97492853667126
2021-06-10 19:03:56.27789,6.99,NA,-21.7596891070189,NA,0,-4.75395306664546
2021-06-10 19:18:56.27789,6.99,NA,-20.7741257164457,NA,5.55111512312578e-17,-4.53960308924567
2021-06-10 19:33:56.27789,7.02,NA,-19.8185512323576,NA,0,-4.33177780037727
2021-06-10 19:48:56.27789,7.03,NA,-18.8925025095926,NA,0,-4.13037639594558
2021-06-10 20:03:56.27789,7.03,NA,-17.9955164029889,NA,0,-3.93529807185597
2021-06-10 20:18:56.27789,7.04,NA,-17.1271297673849,NA,0,-3.74644202401379
2021-06-10 20:33:56.27789,7.05,NA,-16.2868794576187,NA,0,-3.56370744832438
2021-06-10 20:48:56.27789,7.05,NA,-15.4743023285285,NA,0,-3.3869935406931
2021-06-10 21:03:56.27789,7.05,NA,-14.6889352349525,NA,0,-3.2161994970253
2021-06-10 21:18:56.27789,7.05,NA,-13.9303150317289,NA,0,-3.05122451322633
2021-06-10 21:33:56.27789,7.06,NA,-13.1979785736959,NA,0,-2.89196778520154
2021-06-10 21:48:56.27789,7.06,NA,-12.4914627156918,NA,0,-2.73832850885628
2021-06-10 22:03:56.27789,7.07,NA,-11.8103043125547,NA,0,-2.59020588009591
2021-06-10 22:18:56.27789,7.08,NA,-11.1540402191229,NA,-6.61744490042422e-24,-2.44749909482577
2021-06-10 22:33:56.27789,7.07,NA,-10.5222072902345,NA,0,-2.31010734895122
2021-06-10 22:48:56.27789,7.1,NA,-9.91434238072781,NA,-4.13590306276514e-25,-2.1779298383776
2021-06-10 23:03:56.27789,7.1,NA,-9.32998234544096,NA,0,-2.05086575901027
2021-06-10 23:18:56.27789,7.11,NA,-8.76866403921219,NA,2.58493941422821e-26,-1.92881430675458
2021-06-10 23:33:56.27789,7.12,NA,-8.2299243168797,NA,0,-1.81167467751587
2021-06-10 23:48:56.27789,7.12221335052272,NA,-7.7133000332817,NA,-5.33320141782945e-12,-1.69934606719951
2021-06-11 00:03:56.27789,7.13,NA,-7.21832804325639,NA,0,-1.59172767171085
2021-06-11 00:18:56.27789,7.15,NA,-6.74454520164199,NA,0,-1.48871868695522
2021-06-11 00:33:56.27789,7.16,NA,-6.2914883632767,NA,0,-1.39021830883799
2021-06-11 00:48:56.27789,7.17,NA,-5.85869438299872,NA,0,-1.2961257332645
2021-06-11 01:03:56.27789,7.17,NA,-5.44570011564626,NA,0,-1.20634015614011
2021-06-11 01:18:56.27789,7.17,NA,-5.05204241605754,NA,0,-1.12076077337017
2021-06-11 01:33:56.27789,7.19,NA,-4.67725813907075,NA,1.03397576569128e-25,-1.03928678086003
2021-06-11 01:48:56.27789,7.19,NA,-4.3208841395241,NA,0,-0.961817374515033
2021-06-11 02:03:56.27789,7.19,NA,-3.98245727225581,NA,0,-0.88825175024054
2021-06-11 02:18:56.27789,7.19,NA,-3.66151439210407,NA,0,-0.818489103941898
2021-06-11 02:33:56.27789,7.2,NA,-3.35759235390709,NA,-5.29395592033938e-23,-0.752428631524459
2021-06-11 02:48:56.27789,7.2,NA,-3.07022801250309,NA,0,-0.689969528893575
2021-06-11 03:03:56.27789,7.2,NA,-2.79895822273026,NA,4.2351647362715e-22,-0.631010991954595
2021-06-11 03:18:56.27789,7.2,NA,-2.54331983942681,NA,0,-0.575452216612871
2021-06-11 03:33:56.27789,7.21,NA,-2.30284971743096,NA,0,-0.523192398773755
2021-06-11 03:48:56.27789,7.21,NA,-2.07708471158091,NA,0,-0.474130734342597
2021-06-11 04:03:56.27789,7.22,NA,-1.86556167671486,NA,0,-0.428166419224748
2021-06-11 04:18:56.27789,7.21,NA,-1.66781746767102,NA,0,-0.38519864932556
2021-06-11 04:33:56.27789,7.22,NA,-1.4833889392876,NA,0,-0.345126620550384
2021-06-11 04:48:56.27789,7.21,NA,-1.3118129464028,NA,0,-0.30784952880457
2021-06-11 05:03:56.27789,7.22,NA,-1.15262634385484,NA,1.38777878078145e-17,-0.27326656999347
2021-06-11 05:18:56.27789,7.22,NA,-1.00536598648191,NA,0,-0.241276940022435
2021-06-11 05:33:56.27789,7.23,NA,-0.869568729122231,NA,-2.22044604925031e-16,-0.211779834796815
2021-06-11 05:48:56.27789,7.23,NA,-0.744771426614003,NA,0,-0.184674450221963
2021-06-11 06:03:56.27789,7.24,NA,-0.630510933795434,NA,60.0208363357232,-0.159859982203229
2021-06-11 06:18:56.27789,7.24,NA,-0.526324105504731,NA,235.18439683509,-0.137235626645964
2021-06-11 06:33:56.27789,7.25,NA,-0.431747796580101,NA,409.369169143664,-0.116700579455519
2021-06-11 06:48:56.27789,7.25,NA,-0.34631886185975,NA,581.829667992002,-0.0981540365372455
