Date,Time,ms,LEVEL_m,TEMP_c
7/17/2019,13:00:00,0,0.019,23.438
7/17/2019,13:15:00,0,0.0033,22.638
7/17/2019,13:30:00,0,0.0031,19.752
7/17/2019,13:45:00,0,0.0131,17.127
7/17/2019,14:00:00,0,-0.0017,15.338
7/17/2019,14:15:00,0,-0.0018,14.749
7/17/2019,14:30:00,0,-0.0155,14.417
7/17/2019,14:45:00,0,-0.1,13.867
7/17/2019,15:00:00,0,0.3819,6.074
7/17/2019,15:15:00,0,0.3821,5.719
7/17/2019,15:30:00,0,0.3799,5.642
7/17/2019,15:45:00,0,0.3794,5.601
7/17/2019,16:00:00,0,0.3776,5.574
7/17/2019,16:15:00,0,0.3788,5.555
7/17/2019,16:30:00,0,0.3792,5.544
7/17/2019,16:45:00,0,0.3784,5.535
7/17/2019,17:00:00,0,0.3781,5.53
7/17/2019,17:15:00,0,0.3774,5.526
7/17/2019,17:30:00,0,0.3771,5.522
7/17/2019,17:45:00,0,0.3765,5.516
7/17/2019,18:00:00,0,0.3775,5.511
7/17/2019,18:15:00,0,0.3764,5.503
7/17/2019,18:30:00,0,0.3756,5.493
7/17/2019,18:45:00,0,0.3752,5.479
7/17/2019,19:00:00,0,0.3749,5.464
7/17/2019,19:15:00,0,0.3738,5.449
7/17/2019,19:30:00,0,0.373,5.435
7/17/2019,19:45:00,0,0.3736,5.421
7/17/2019,20:00:00,0,0.3746,5.411
7/17/2019,20:15:00,0,0.3725,5.4
7/17/2019,20:30:00,0,0.3724,5.39
7/17/2019,20:45:00,0,0.3725,5.381
7/17/2019,21:00:00,0,0.3716,5.371
7/17/2019,21:15:00,0,0.3703,5.362
7/17/2019,21:30:00,0,0.3702,5.354
7/17/2019,21:45:00,0,0.3701,5.346
7/17/2019,22:00:00,0,0.3702,5.338
7/17/2019,22:15:00,0,0.3701,5.33
7/17/2019,22:30:00,0,0.3705,5.321
7/17/2019,22:45:00,0,0.3701,5.313
7/17/2019,23:00:00,0,0.3702,5.304
7/17/2019,23:15:00,0,0.37,5.296
7/17/2019,23:30:00,0,0.3704,5.289
7/17/2019,23:45:00,0,0.3702,5.283
7/18/2019,0:00:00,0,0.3695,5.275
7/18/2019,0:15:00,0,0.3712,5.268
7/18/2019,0:30:00,0,0.371,5.263
7/18/2019,0:45:00,0,0.3712,5.255
7/18/2019,1:00:00,0,0.3715,5.245
7/18/2019,1:15:00,0,0.373,5.236
7/18/2019,1:30:00,0,0.3734,5.226
7/18/2019,1:45:00,0,0.374,5.219
7/18/2019,2:00:00,0,0.3744,5.212
7/18/2019,2:15:00,0,0.3746,5.203
7/18/2019,2:30:00,0,0.3752,5.194
7/18/2019,2:45:00,0,0.3773,5.187
7/18/2019,3:00:00,0,0.3776,5.179
7/18/2019,3:15:00,0,0.3758,5.173
7/18/2019,3:30:00,0,0.3766,5.162
7/18/2019,3:45:00,0,0.3763,5.151
7/18/2019,4:00:00,0,0.3762,5.138
7/18/2019,4:15:00,0,0.3754,5.127
7/18/2019,4:30:00,0,0.3737,5.119
7/18/2019,4:45:00,0,0.3731,5.113
7/18/2019,5:00:00,0,0.3746,5.107
7/18/2019,5:15:00,0,0.3737,5.102
7/18/2019,5:30:00,0,0.3731,5.097
7/18/2019,5:45:00,0,0.373,5.094
7/18/2019,6:00:00,0,0.3725,5.089
7/18/2019,6:15:00,0,0.3729,5.087
7/18/2019,6:30:00,0,0.3716,5.085
7/18/2019,6:45:00,0,0.3731,5.082
7/18/2019,7:00:00,0,0.3719,5.081
7/18/2019,7:15:00,0,0.3719,5.079
7/18/2019,7:30:00,0,0.3715,5.076
7/18/2019,7:45:00,0,0.3709,5.076
7/18/2019,8:00:00,0,0.3701,5.076
7/18/2019,8:15:00,0,0.37,5.075
7/18/2019,8:30:00,0,0.3703,5.075
7/18/2019,8:45:00,0,0.3688,5.077
7/18/2019,9:00:00,0,0.3686,5.082
7/18/2019,9:15:00,0,0.3681,5.099
7/18/2019,9:30:00,0,0.3699,5.121
7/18/2019,9:45:00,0,0.3705,5.144
7/18/2019,10:00:00,0,0.3712,5.169
7/18/2019,10:15:00,0,0.3709,5.193
7/18/2019,10:30:00,0,0.372,5.221
7/18/2019,10:45:00,0,0.3721,5.251
7/18/2019,11:00:00,0,0.3709,5.28
7/18/2019,11:15:00,0,0.3724,5.31
7/18/2019,11:30:00,0,0.3718,5.338
7/18/2019,11:45:00,0,0.3735,5.358
7/18/2019,12:00:00,0,0.3729,5.375
7/18/2019,12:15:00,0,0.3742,5.388
7/18/2019,12:30:00,0,0.3744,5.408
7/18/2019,12:45:00,0,0.3755,5.435
7/18/2019,13:00:00,0,0.3756,5.452
7/18/2019,13:15:00,0,0.3765,5.469
7/18/2019,13:30:00,0,0.3751,5.489
7/18/2019,13:45:00,0,0.3763,5.503
7/18/2019,14:00:00,0,0.3773,5.516
7/18/2019,14:15:00,0,0.3774,5.526
7/18/2019,14:30:00,0,0.3767,5.534
7/18/2019,14:45:00,0,0.3759,5.545
7/18/2019,15:00:00,0,0.3759,5.554
7/18/2019,15:15:00,0,0.3766,5.569
7/18/2019,15:30:00,0,0.3768,5.583
7/18/2019,15:45:00,0,0.378,5.593
7/18/2019,16:00:00,0,0.3762,5.6
7/18/2019,16:15:00,0,0.375,5.607
7/18/2019,16:30:00,0,0.3763,5.609
7/18/2019,16:45:00,0,0.3758,5.604
7/18/2019,17:00:00,0,0.3741,5.594
7/18/2019,17:15:00,0,0.3738,5.579
7/18/2019,17:30:00,0,0.3741,5.563
7/18/2019,17:45:00,0,0.3742,5.546
7/18/2019,18:00:00,0,0.374,5.53
7/18/2019,18:15:00,0,0.3722,5.513
7/18/2019,18:30:00,0,0.3723,5.498
7/18/2019,18:45:00,0,0.372,5.482
7/18/2019,19:00:00,0,0.3722,5.467
