Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,Q98069
ID Dispositivo:,,Station01
,,
,,Canal 1
Date,Tiempo,Voltaje (ppm)
8/3/2021,1:30:00 PM,2556
8/3/2021,1:45:00 PM,2541
8/3/2021,2:00:00 PM,2521
8/3/2021,2:15:00 PM,2536
8/3/2021,2:30:00 PM,2526
8/3/2021,2:45:00 PM,2531
8/3/2021,3:00:00 PM,2506
8/3/2021,3:15:00 PM,2536
8/3/2021,3:30:00 PM,2521
8/3/2021,3:45:00 PM,2531
8/3/2021,4:00:00 PM,2546
8/3/2021,4:15:00 PM,2551
8/3/2021,4:30:00 PM,2551
8/3/2021,4:45:00 PM,2566
8/3/2021,5:00:00 PM,2561
8/3/2021,5:15:00 PM,2597
8/3/2021,5:30:00 PM,2602
8/3/2021,5:45:00 PM,2632
8/3/2021,6:00:00 PM,2657
8/3/2021,6:15:00 PM,2687
8/3/2021,6:30:00 PM,2692
8/3/2021,6:45:00 PM,2717
8/3/2021,7:00:00 PM,2752
8/3/2021,7:15:00 PM,2807
8/3/2021,7:30:00 PM,2787
8/3/2021,7:45:00 PM,2792
8/3/2021,8:00:00 PM,2842
8/3/2021,8:15:00 PM,2862
8/3/2021,8:30:00 PM,2897
8/3/2021,8:45:00 PM,2917
8/3/2021,9:00:00 PM,2907
8/3/2021,9:15:00 PM,2912
8/3/2021,9:30:00 PM,2932
8/3/2021,9:45:00 PM,2957
