Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,S02590
ID Dispositivo:,,Stn3
,,
,,Canal 1
Date,Tiempo,Voltaje (ppm)
10/27/2022,12:39:00 AM,711
10/27/2022,12:54:00 AM,716
10/27/2022,1:09:00 AM,726
10/27/2022,1:24:00 AM,706
10/27/2022,1:39:00 AM,711
10/27/2022,1:54:00 AM,701
10/27/2022,2:09:00 AM,711
10/27/2022,2:24:00 AM,706
10/27/2022,2:39:00 AM,701
10/27/2022,2:54:00 AM,721
10/27/2022,3:09:00 AM,716
10/27/2022,3:24:00 AM,706
10/27/2022,3:39:00 AM,726
10/27/2022,3:54:00 AM,706
10/27/2022,4:09:00 AM,701
10/27/2022,4:24:00 AM,711
10/27/2022,4:39:00 AM,721
10/27/2022,4:54:00 AM,711
10/27/2022,5:09:00 AM,706
10/27/2022,5:24:00 AM,726
10/27/2022,5:39:00 AM,706
10/27/2022,5:54:00 AM,741
10/27/2022,6:09:00 AM,721
10/27/2022,6:24:00 AM,701
10/27/2022,6:39:00 AM,721
10/27/2022,6:54:00 AM,731
10/27/2022,7:09:00 AM,736
10/27/2022,7:24:00 AM,731
10/27/2022,7:39:00 AM,716
10/27/2022,7:54:00 AM,711
10/27/2022,8:09:00 AM,706
10/27/2022,8:24:00 AM,751
10/27/2022,8:39:00 AM,716
10/27/2022,8:54:00 AM,731
10/27/2022,9:09:00 AM,726
10/27/2022,9:24:00 AM,721
10/27/2022,9:39:00 AM,736
10/27/2022,9:54:00 AM,741
