Nombre Dispositivo:,,OM-CP-VOLT101A
Descripción del dispositivo:,,Registrador de Voltaje
Número de Serie:,,Q98475
ID Dispositivo:,,Stn4
,,
,,Canal 1
Date,Tiempo,Voltaje (ppm)
12/1/2022,1:07:55 PM,1853
12/1/2022,1:22:55 PM,1803
12/1/2022,1:37:55 PM,1803
12/1/2022,1:52:55 PM,1813
12/1/2022,2:07:55 PM,1838
12/1/2022,2:22:55 PM,1883
12/1/2022,2:37:55 PM,1868
12/1/2022,2:52:55 PM,1863
12/1/2022,3:07:55 PM,1873
12/1/2022,3:22:55 PM,1863
12/1/2022,3:37:55 PM,1868
12/1/2022,3:52:55 PM,1858
12/1/2022,4:07:55 PM,1878
12/1/2022,4:22:55 PM,1873
12/1/2022,4:37:55 PM,1853
12/1/2022,4:52:55 PM,1873
12/1/2022,5:07:55 PM,1853
12/1/2022,5:22:55 PM,1848
12/1/2022,5:37:55 PM,1878
12/1/2022,5:52:55 PM,1868
12/1/2022,6:07:55 PM,1873
12/1/2022,6:22:55 PM,1868
12/1/2022,6:37:55 PM,1878
12/1/2022,6:52:55 PM,1853
12/1/2022,7:07:55 PM,1848
12/1/2022,7:22:55 PM,1863
12/1/2022,7:37:55 PM,1853
12/1/2022,7:52:55 PM,1868
12/1/2022,8:07:55 PM,1853
12/1/2022,8:22:55 PM,1858
12/1/2022,8:37:55 PM,1843
12/1/2022,8:52:55 PM,1843
12/1/2022,9:07:55 PM,1848
12/1/2022,9:22:55 PM,1853
12/1/2022,9:37:55 PM,1858
12/1/2022,9:52:55 PM,1853
12/1/2022,10:07:55 PM,1873
12/1/2022,10:22:55 PM,1838
12/1/2022,10:37:55 PM,1838
12/1/2022,10:52:55 PM,1838
12/1/2022,11:07:55 PM,1843
12/1/2022,11:22:55 PM,1853
12/1/2022,11:37:55 PM,1838
12/1/2022,11:52:55 PM,1863
12/2/2022,12:07:55 AM,1838
12/2/2022,12:22:55 AM,1853
12/2/2022,12:37:55 AM,1853
12/2/2022,12:52:55 AM,1843
12/2/2022,1:07:55 AM,1838
12/2/2022,1:22:55 AM,1848
12/2/2022,1:37:55 AM,1863
12/2/2022,1:52:55 AM,1838
12/2/2022,2:07:55 AM,1853
12/2/2022,2:22:55 AM,1848
12/2/2022,2:37:55 AM,1853
12/2/2022,2:52:55 AM,1843
12/2/2022,3:07:55 AM,1838
12/2/2022,3:22:55 AM,1828
12/2/2022,3:37:55 AM,1858
12/2/2022,3:52:55 AM,1858
12/2/2022,4:07:55 AM,1833
12/2/2022,4:22:55 AM,1858
12/2/2022,4:37:55 AM,1838
12/2/2022,4:52:55 AM,1853
12/2/2022,5:07:55 AM,1843
12/2/2022,5:22:55 AM,1838
12/2/2022,5:37:55 AM,1848
12/2/2022,5:52:55 AM,1843
12/2/2022,6:07:55 AM,1848
12/2/2022,6:22:55 AM,1838
12/2/2022,6:37:55 AM,1843
12/2/2022,6:52:55 AM,1838
12/2/2022,7:07:55 AM,1818
12/2/2022,7:22:55 AM,1823
12/2/2022,7:37:55 AM,1828
12/2/2022,7:52:55 AM,1803
12/2/2022,8:07:55 AM,1833
12/2/2022,8:22:55 AM,1833
12/2/2022,8:37:55 AM,1818
12/2/2022,8:52:55 AM,1818
12/2/2022,9:07:55 AM,1798
12/2/2022,9:22:55 AM,1813
12/2/2022,9:37:55 AM,1823
12/2/2022,9:52:55 AM,1818
12/2/2022,10:07:55 AM,1833
12/2/2022,10:22:55 AM,1813
12/2/2022,10:37:55 AM,1828
12/2/2022,10:52:55 AM,1833
12/2/2022,11:07:55 AM,1823
12/2/2022,11:22:55 AM,1828
12/2/2022,11:37:55 AM,1863
12/2/2022,11:52:55 AM,1818
12/2/2022,12:07:55 PM,1828
12/2/2022,12:22:55 PM,1828
12/2/2022,12:37:55 PM,1843
12/2/2022,12:52:55 PM,1843
12/2/2022,1:07:55 PM,1848
12/2/2022,1:22:55 PM,1883
12/2/2022,1:37:55 PM,1858
12/2/2022,1:52:55 PM,1873
12/2/2022,2:07:55 PM,1893
12/2/2022,2:22:55 PM,1888
12/2/2022,2:37:55 PM,1888
12/2/2022,2:52:55 PM,1858
12/2/2022,3:07:55 PM,1853
12/2/2022,3:22:55 PM,1863
12/2/2022,3:37:55 PM,1843
12/2/2022,3:52:55 PM,1883
12/2/2022,4:07:55 PM,1888
12/2/2022,4:22:55 PM,1893
12/2/2022,4:37:55 PM,1893
12/2/2022,4:52:55 PM,1883
12/2/2022,5:07:55 PM,1908
12/2/2022,5:22:55 PM,1923
12/2/2022,5:37:55 PM,1913
12/2/2022,5:52:55 PM,1928
12/2/2022,6:07:55 PM,1898
12/2/2022,6:22:55 PM,1923
12/2/2022,6:37:55 PM,1898
12/2/2022,6:52:55 PM,1938
12/2/2022,7:07:55 PM,1908
12/2/2022,7:22:55 PM,1913
12/2/2022,7:37:55 PM,1903
12/2/2022,7:52:55 PM,1893
12/2/2022,8:07:55 PM,1918
12/2/2022,8:22:55 PM,1893
12/2/2022,8:37:55 PM,1903
12/2/2022,8:52:55 PM,1898
12/2/2022,9:07:55 PM,1898
12/2/2022,9:22:55 PM,1888
12/2/2022,9:37:55 PM,1868
12/2/2022,9:52:55 PM,1863
12/2/2022,10:07:55 PM,1878
12/2/2022,10:22:55 PM,1888
12/2/2022,10:37:55 PM,1868
12/2/2022,10:52:55 PM,1863
12/2/2022,11:07:55 PM,1893
12/2/2022,11:22:55 PM,1863
12/2/2022,11:37:55 PM,1873
12/2/2022,11:52:55 PM,1858
12/3/2022,12:07:55 AM,1868
12/3/2022,12:22:55 AM,1878
12/3/2022,12:37:55 AM,1878
12/3/2022,12:52:55 AM,1878
12/3/2022,1:07:55 AM,1873
12/3/2022,1:22:55 AM,1903
12/3/2022,1:37:55 AM,1888
12/3/2022,1:52:55 AM,1883
12/3/2022,2:07:55 AM,1878
12/3/2022,2:22:55 AM,1878
12/3/2022,2:37:55 AM,1868
12/3/2022,2:52:55 AM,1858
12/3/2022,3:07:55 AM,1863
12/3/2022,3:22:55 AM,1883
12/3/2022,3:37:55 AM,1878
12/3/2022,3:52:55 AM,1883
12/3/2022,4:07:55 AM,1858
12/3/2022,4:22:55 AM,1888
12/3/2022,4:37:55 AM,1913
12/3/2022,4:52:55 AM,1878
12/3/2022,5:07:55 AM,1878
12/3/2022,5:22:55 AM,1893
12/3/2022,5:37:55 AM,1908
12/3/2022,5:52:55 AM,1893
12/3/2022,6:07:55 AM,1893
12/3/2022,6:22:55 AM,1893
12/3/2022,6:37:55 AM,1883
12/3/2022,6:52:55 AM,1878
12/3/2022,7:07:55 AM,1883
12/3/2022,7:22:55 AM,1873
12/3/2022,7:37:55 AM,1888
12/3/2022,7:52:55 AM,1883
12/3/2022,8:07:55 AM,1893
12/3/2022,8:22:55 AM,1883
12/3/2022,8:37:55 AM,1868
12/3/2022,8:52:55 AM,1883
12/3/2022,9:07:55 AM,1878
12/3/2022,9:22:55 AM,1873
12/3/2022,9:37:55 AM,1848
12/3/2022,9:52:55 AM,1878
12/3/2022,10:07:55 AM,1883
12/3/2022,10:22:55 AM,1898
12/3/2022,10:37:55 AM,1858
12/3/2022,10:52:55 AM,1863
12/3/2022,11:07:55 AM,1903
12/3/2022,11:22:55 AM,1873
12/3/2022,11:37:55 AM,1858
12/3/2022,11:52:55 AM,1873
12/3/2022,12:07:55 PM,1903
12/3/2022,12:22:55 PM,1853
12/3/2022,12:37:55 PM,1883
12/3/2022,12:52:55 PM,1883
12/3/2022,1:07:55 PM,1893
12/3/2022,1:22:55 PM,1928
12/3/2022,1:37:55 PM,1913
12/3/2022,1:52:55 PM,1948
12/3/2022,2:07:55 PM,1913
12/3/2022,2:22:55 PM,1908
12/3/2022,2:37:55 PM,1883
12/3/2022,2:52:55 PM,1913
12/3/2022,3:07:55 PM,1913
12/3/2022,3:22:55 PM,1918
12/3/2022,3:37:55 PM,1953
12/3/2022,3:52:55 PM,1938
12/3/2022,4:07:55 PM,1913
12/3/2022,4:22:55 PM,1923
12/3/2022,4:37:55 PM,1918
12/3/2022,4:52:55 PM,1893
12/3/2022,5:07:55 PM,1893
12/3/2022,5:22:55 PM,1908
12/3/2022,5:37:55 PM,1913
12/3/2022,5:52:55 PM,1903
12/3/2022,6:07:55 PM,1913
12/3/2022,6:22:55 PM,1928
12/3/2022,6:37:55 PM,1913
12/3/2022,6:52:55 PM,1918
12/3/2022,7:07:55 PM,1933
12/3/2022,7:22:55 PM,1943
12/3/2022,7:37:55 PM,1958
12/3/2022,7:52:55 PM,1928
12/3/2022,8:07:55 PM,1933
12/3/2022,8:22:55 PM,1948
12/3/2022,8:37:55 PM,1938
12/3/2022,8:52:55 PM,1928
12/3/2022,9:07:55 PM,1963
12/3/2022,9:22:55 PM,1953
12/3/2022,9:37:55 PM,1938
12/3/2022,9:52:55 PM,1928
12/3/2022,10:07:55 PM,1958
12/3/2022,10:22:55 PM,1938
12/3/2022,10:37:55 PM,1953
12/3/2022,10:52:55 PM,1953
12/3/2022,11:07:55 PM,1958
12/3/2022,11:22:55 PM,1933
12/3/2022,11:37:55 PM,1918
12/3/2022,11:52:55 PM,1933
12/4/2022,12:07:55 AM,1948
12/4/2022,12:22:55 AM,1943
12/4/2022,12:37:55 AM,1943
12/4/2022,12:52:55 AM,1923
12/4/2022,1:07:55 AM,1948
12/4/2022,1:22:55 AM,1948
12/4/2022,1:37:55 AM,1938
12/4/2022,1:52:55 AM,1938
12/4/2022,2:07:55 AM,1938
12/4/2022,2:22:55 AM,1933
12/4/2022,2:37:55 AM,1938
12/4/2022,2:52:55 AM,1948
12/4/2022,3:07:55 AM,1933
12/4/2022,3:22:55 AM,1933
12/4/2022,3:37:55 AM,1948
12/4/2022,3:52:55 AM,1923
12/4/2022,4:07:55 AM,1943
12/4/2022,4:22:55 AM,1938
12/4/2022,4:37:55 AM,1948
12/4/2022,4:52:55 AM,1958
12/4/2022,5:07:55 AM,1923
12/4/2022,5:22:55 AM,1918
12/4/2022,5:37:55 AM,1948
12/4/2022,5:52:55 AM,1918
12/4/2022,6:07:55 AM,1938
12/4/2022,6:22:55 AM,1903
12/4/2022,6:37:55 AM,1923
12/4/2022,6:52:55 AM,1913
12/4/2022,7:07:55 AM,1918
12/4/2022,7:22:55 AM,1923
12/4/2022,7:37:55 AM,1918
12/4/2022,7:52:55 AM,1913
12/4/2022,8:07:55 AM,1928
12/4/2022,8:22:55 AM,1938
12/4/2022,8:37:55 AM,1923
12/4/2022,8:52:55 AM,1908
12/4/2022,9:07:55 AM,1943
12/4/2022,9:22:55 AM,1943
12/4/2022,9:37:55 AM,1978
12/4/2022,9:52:55 AM,1958
12/4/2022,10:07:55 AM,1948
12/4/2022,10:22:55 AM,1973
12/4/2022,10:37:55 AM,1973
12/4/2022,10:52:55 AM,1963
12/4/2022,11:07:55 AM,1958
12/4/2022,11:22:55 AM,1958
12/4/2022,11:37:55 AM,1953
12/4/2022,11:52:55 AM,1988
12/4/2022,12:07:55 PM,1928
12/4/2022,12:22:55 PM,1923
12/4/2022,12:37:55 PM,1903
12/4/2022,12:52:55 PM,1948
12/4/2022,1:07:55 PM,1938
12/4/2022,1:22:55 PM,1943
12/4/2022,1:37:55 PM,1968
12/4/2022,1:52:55 PM,1953
12/4/2022,2:07:55 PM,1973
12/4/2022,2:22:55 PM,1958
12/4/2022,2:37:55 PM,1973
12/4/2022,2:52:55 PM,1968
12/4/2022,3:07:55 PM,1988
12/4/2022,3:22:55 PM,1973
12/4/2022,3:37:55 PM,1943
12/4/2022,3:52:55 PM,1898
12/4/2022,4:07:55 PM,1888
12/4/2022,4:22:55 PM,1858
12/4/2022,4:37:55 PM,1883
12/4/2022,4:52:55 PM,1873
12/4/2022,5:07:55 PM,1863
12/4/2022,5:22:55 PM,1838
12/4/2022,5:37:55 PM,1863
12/4/2022,5:52:55 PM,1853
12/4/2022,6:07:55 PM,1883
12/4/2022,6:22:55 PM,1878
12/4/2022,6:37:55 PM,1888
12/4/2022,6:52:55 PM,1903
12/4/2022,7:07:55 PM,1903
12/4/2022,7:22:55 PM,1898
12/4/2022,7:37:55 PM,1888
12/4/2022,7:52:55 PM,1893
12/4/2022,8:07:55 PM,1908
12/4/2022,8:22:55 PM,1913
12/4/2022,8:37:55 PM,1923
12/4/2022,8:52:55 PM,1903
12/4/2022,9:07:55 PM,1913
12/4/2022,9:22:55 PM,1913
12/4/2022,9:37:55 PM,1903
12/4/2022,9:52:55 PM,1918
12/4/2022,10:07:55 PM,1933
12/4/2022,10:22:55 PM,1938
12/4/2022,10:37:55 PM,1908
12/4/2022,10:52:55 PM,1928
12/4/2022,11:07:55 PM,1938
12/4/2022,11:22:55 PM,1913
12/4/2022,11:37:55 PM,1933
12/4/2022,11:52:55 PM,1933
12/5/2022,12:07:55 AM,1943
12/5/2022,12:22:55 AM,1938
12/5/2022,12:37:55 AM,1938
12/5/2022,12:52:55 AM,1923
12/5/2022,1:07:55 AM,1928
12/5/2022,1:22:55 AM,1928
12/5/2022,1:37:55 AM,1923
12/5/2022,1:52:55 AM,1928
12/5/2022,2:07:55 AM,1933
12/5/2022,2:22:55 AM,1943
12/5/2022,2:37:55 AM,1928
12/5/2022,2:52:55 AM,1923
12/5/2022,3:07:55 AM,1928
12/5/2022,3:22:55 AM,1938
12/5/2022,3:37:55 AM,1933
12/5/2022,3:52:55 AM,1928
12/5/2022,4:07:55 AM,1938
12/5/2022,4:22:55 AM,1923
12/5/2022,4:37:55 AM,1943
12/5/2022,4:52:55 AM,1938
12/5/2022,5:07:55 AM,1918
12/5/2022,5:22:55 AM,1918
12/5/2022,5:37:55 AM,1923
12/5/2022,5:52:55 AM,1918
12/5/2022,6:07:55 AM,1938
12/5/2022,6:22:55 AM,1918
12/5/2022,6:37:55 AM,1918
12/5/2022,6:52:55 AM,1918
12/5/2022,7:07:55 AM,1918
12/5/2022,7:22:55 AM,1908
12/5/2022,7:37:55 AM,1913
12/5/2022,7:52:55 AM,1908
12/5/2022,8:07:55 AM,1913
12/5/2022,8:22:55 AM,1893
12/5/2022,8:37:55 AM,1878
12/5/2022,8:52:55 AM,1923
12/5/2022,9:07:55 AM,1898
12/5/2022,9:22:55 AM,1903
12/5/2022,9:37:55 AM,1888
12/5/2022,9:52:55 AM,1898
12/5/2022,10:07:55 AM,1918
12/5/2022,10:22:55 AM,1923
12/5/2022,10:37:55 AM,1908
12/5/2022,10:52:55 AM,1938
12/5/2022,11:07:55 AM,1918
12/5/2022,11:22:55 AM,1933
12/5/2022,11:37:55 AM,1953
12/5/2022,11:52:55 AM,1933
12/5/2022,12:07:55 PM,1933
12/5/2022,12:22:55 PM,1918
12/5/2022,12:37:55 PM,1958
12/5/2022,12:52:55 PM,1923
12/5/2022,1:07:55 PM,1943
12/5/2022,1:22:55 PM,1968
12/5/2022,1:37:55 PM,1993
12/5/2022,1:52:55 PM,1988
12/5/2022,2:07:55 PM,1993
12/5/2022,2:22:55 PM,1953
12/5/2022,2:37:55 PM,1943
12/5/2022,2:52:55 PM,1923
12/5/2022,3:07:55 PM,1928
12/5/2022,3:22:55 PM,1953
12/5/2022,3:37:55 PM,1948
12/5/2022,3:52:55 PM,1943
12/5/2022,4:07:55 PM,1938
12/5/2022,4:22:55 PM,1943
12/5/2022,4:37:55 PM,1943
12/5/2022,4:52:55 PM,1923
12/5/2022,5:07:55 PM,1903
12/5/2022,5:22:55 PM,1903
12/5/2022,5:37:55 PM,1933
12/5/2022,5:52:55 PM,1933
12/5/2022,6:07:55 PM,1938
12/5/2022,6:22:55 PM,1928
12/5/2022,6:37:55 PM,1928
12/5/2022,6:52:55 PM,1938
12/5/2022,7:07:55 PM,1933
12/5/2022,7:22:55 PM,1923
12/5/2022,7:37:55 PM,1938
12/5/2022,7:52:55 PM,1938
12/5/2022,8:07:55 PM,1933
12/5/2022,8:22:55 PM,1923
12/5/2022,8:37:55 PM,1933
12/5/2022,8:52:55 PM,1938
12/5/2022,9:07:55 PM,1938
