Nombre Dispositivo:,,OM-CP-VOLT101A
Descripci—n del dispositivo:,,Registrador de Voltaje
Nœmero de Serie:,,R21333
ID Dispositivo:,,Stn2
,,
,,Canal 1
Fecha ,Tiempo,Voltaje (ppm)
18/02/2023,12:45:00 PM,36.1
18/02/2023,1:00:00 PM,31.6
18/02/2023,1:15:00 PM,25.6
18/02/2023,1:30:00 PM,22.6
18/02/2023,1:45:00 PM,19.6
18/02/2023,2:00:00 PM,18.1
18/02/2023,2:15:00 PM,21.1
18/02/2023,2:30:00 PM,25.6
18/02/2023,2:45:00 PM,24.1
18/02/2023,3:00:00 PM,21.1
18/02/2023,3:15:00 PM,15
18/02/2023,3:30:00 PM,9
18/02/2023,3:45:00 PM,10.5
18/02/2023,4:00:00 PM,12
18/02/2023,4:15:00 PM,15
18/02/2023,4:30:00 PM,18.1
18/02/2023,4:45:00 PM,19.6
18/02/2023,5:00:00 PM,18.1
18/02/2023,5:15:00 PM,18.1
18/02/2023,5:30:00 PM,18.1
18/02/2023,5:45:00 PM,18.1
18/02/2023,6:00:00 PM,16.6
18/02/2023,6:15:00 PM,15
18/02/2023,6:30:00 PM,13.5
18/02/2023,6:45:00 PM,10.5
18/02/2023,7:00:00 PM,9
18/02/2023,7:15:00 PM,9
18/02/2023,7:30:00 PM,9
18/02/2023,7:45:00 PM,9
18/02/2023,8:00:00 PM,9
18/02/2023,8:15:00 PM,9
18/02/2023,8:30:00 PM,7.5
18/02/2023,8:45:00 PM,7.5
18/02/2023,9:00:00 PM,6
18/02/2023,9:15:00 PM,6
18/02/2023,9:30:00 PM,4.5
18/02/2023,9:45:00 PM,4.5
18/02/2023,10:00:00 PM,3
18/02/2023,10:15:00 PM,3
18/02/2023,10:30:00 PM,3
18/02/2023,10:45:00 PM,3
18/02/2023,11:00:00 PM,4.5
18/02/2023,11:15:00 PM,4.5
18/02/2023,11:30:00 PM,4.5
18/02/2023,11:45:00 PM,4.5
19/02/2023,12:00:00 AM,4.5
19/02/2023,12:15:00 AM,6
19/02/2023,12:30:00 AM,6
19/02/2023,12:45:00 AM,6
19/02/2023,1:00:00 AM,6
19/02/2023,1:15:00 AM,6
19/02/2023,1:30:00 AM,6
19/02/2023,1:45:00 AM,6
19/02/2023,2:00:00 AM,6
19/02/2023,2:15:00 AM,6
19/02/2023,2:30:00 AM,4.5
19/02/2023,2:45:00 AM,3
19/02/2023,3:00:00 AM,1.5
19/02/2023,3:15:00 AM,1.5
19/02/2023,3:30:00 AM,1.5
19/02/2023,3:45:00 AM,1.5
19/02/2023,4:00:00 AM,1.5
19/02/2023,4:15:00 AM,1.5
19/02/2023,4:30:00 AM,1.5
19/02/2023,4:45:00 AM,1.5
19/02/2023,5:00:00 AM,1.5
19/02/2023,5:15:00 AM,1.5
19/02/2023,5:30:00 AM,1.5
19/02/2023,5:45:00 AM,1.5
19/02/2023,6:00:00 AM,1.5
19/02/2023,6:15:00 AM,1.5
19/02/2023,6:30:00 AM,1.5
19/02/2023,6:45:00 AM,1.5
19/02/2023,7:00:00 AM,1.5
19/02/2023,7:15:00 AM,1.5
19/02/2023,7:30:00 AM,1.5
19/02/2023,7:45:00 AM,1.5
19/02/2023,8:00:00 AM,3
19/02/2023,8:15:00 AM,6
19/02/2023,8:30:00 AM,7.5
19/02/2023,8:45:00 AM,10.5
19/02/2023,9:00:00 AM,13.5
19/02/2023,9:15:00 AM,13.5
19/02/2023,9:30:00 AM,15
19/02/2023,9:45:00 AM,15
19/02/2023,10:00:00 AM,13.5
19/02/2023,10:15:00 AM,15
19/02/2023,10:30:00 AM,16.6
19/02/2023,10:45:00 AM,18.1
19/02/2023,11:00:00 AM,19.6
19/02/2023,11:15:00 AM,18.1
19/02/2023,11:30:00 AM,16.6
19/02/2023,11:45:00 AM,19.6
19/02/2023,12:00:00 PM,22.6
19/02/2023,12:15:00 PM,27.1
19/02/2023,12:30:00 PM,36.1
19/02/2023,12:45:00 PM,43.6
19/02/2023,1:00:00 PM,48.2
19/02/2023,1:15:00 PM,45.1
19/02/2023,1:30:00 PM,36.1
19/02/2023,1:45:00 PM,30.1
19/02/2023,2:00:00 PM,27.1
19/02/2023,2:15:00 PM,27.1
19/02/2023,2:30:00 PM,21.1
19/02/2023,2:45:00 PM,15
19/02/2023,3:00:00 PM,13.5
19/02/2023,3:15:00 PM,12
19/02/2023,3:30:00 PM,10.5
19/02/2023,3:45:00 PM,9
19/02/2023,4:00:00 PM,7.5
19/02/2023,4:15:00 PM,6
19/02/2023,4:30:00 PM,6
19/02/2023,4:45:00 PM,6
19/02/2023,5:00:00 PM,6
19/02/2023,5:15:00 PM,6
19/02/2023,5:30:00 PM,6
19/02/2023,5:45:00 PM,6
19/02/2023,6:00:00 PM,4.5
19/02/2023,6:15:00 PM,4.5
19/02/2023,6:30:00 PM,4.5
19/02/2023,6:45:00 PM,4.5
19/02/2023,7:00:00 PM,4.5
19/02/2023,7:15:00 PM,4.5
19/02/2023,7:30:00 PM,4.5
19/02/2023,7:45:00 PM,4.5
19/02/2023,8:00:00 PM,4.5
19/02/2023,8:15:00 PM,4.5
19/02/2023,8:30:00 PM,4.5
19/02/2023,8:45:00 PM,4.5
19/02/2023,9:00:00 PM,4.5
19/02/2023,9:15:00 PM,4.5
19/02/2023,9:30:00 PM,4.5
19/02/2023,9:45:00 PM,4.5
19/02/2023,10:00:00 PM,4.5
19/02/2023,10:15:00 PM,4.5
19/02/2023,10:30:00 PM,4.5
19/02/2023,10:45:00 PM,4.5
19/02/2023,11:00:00 PM,4.5
19/02/2023,11:15:00 PM,4.5
19/02/2023,11:30:00 PM,4.5
19/02/2023,11:45:00 PM,4.5
20/02/2023,12:00:00 AM,4.5
20/02/2023,12:15:00 AM,4.5
20/02/2023,12:30:00 AM,4.5
20/02/2023,12:45:00 AM,4.5
20/02/2023,1:00:00 AM,4.5
20/02/2023,1:15:00 AM,4.5
20/02/2023,1:30:00 AM,4.5
20/02/2023,1:45:00 AM,4.5
20/02/2023,2:00:00 AM,4.5
20/02/2023,2:15:00 AM,4.5
20/02/2023,2:30:00 AM,4.5
20/02/2023,2:45:00 AM,4.5
20/02/2023,3:00:00 AM,4.5
20/02/2023,3:15:00 AM,4.5
20/02/2023,3:30:00 AM,4.5
20/02/2023,3:45:00 AM,4.5
20/02/2023,4:00:00 AM,3
20/02/2023,4:15:00 AM,3
20/02/2023,4:30:00 AM,3
20/02/2023,4:45:00 AM,3
20/02/2023,5:00:00 AM,1.5
20/02/2023,5:15:00 AM,1.5
20/02/2023,5:30:00 AM,1.5
20/02/2023,5:45:00 AM,1.5
20/02/2023,6:00:00 AM,1.5
20/02/2023,6:15:00 AM,1.5
20/02/2023,6:30:00 AM,1.5
20/02/2023,6:45:00 AM,1.5
20/02/2023,7:00:00 AM,1.5
20/02/2023,7:15:00 AM,1.5
20/02/2023,7:30:00 AM,3
20/02/2023,7:45:00 AM,3
20/02/2023,8:00:00 AM,3
20/02/2023,8:15:00 AM,4.5
20/02/2023,8:30:00 AM,6
20/02/2023,8:45:00 AM,9
20/02/2023,9:00:00 AM,10.5
20/02/2023,9:15:00 AM,12
20/02/2023,9:30:00 AM,13.5
20/02/2023,9:45:00 AM,16.6
20/02/2023,10:00:00 AM,16.6
20/02/2023,10:15:00 AM,16.6
20/02/2023,10:30:00 AM,16.6
20/02/2023,10:45:00 AM,18.1
20/02/2023,11:00:00 AM,21.1
20/02/2023,11:15:00 AM,18.1
20/02/2023,11:30:00 AM,16.6
20/02/2023,11:45:00 AM,15
20/02/2023,12:00:00 PM,15
20/02/2023,12:15:00 PM,16.6
20/02/2023,12:30:00 PM,18.1
20/02/2023,12:45:00 PM,22.6
20/02/2023,1:00:00 PM,27.1
20/02/2023,1:15:00 PM,31.6
20/02/2023,1:30:00 PM,33.1
20/02/2023,1:45:00 PM,30.1
20/02/2023,2:00:00 PM,22.6
20/02/2023,2:15:00 PM,16.6
20/02/2023,2:30:00 PM,13.5
20/02/2023,2:45:00 PM,12
20/02/2023,3:00:00 PM,10.5
20/02/2023,3:15:00 PM,9
20/02/2023,3:30:00 PM,7.5
20/02/2023,3:45:00 PM,6
20/02/2023,4:00:00 PM,3
20/02/2023,4:15:00 PM,1.5
20/02/2023,4:30:00 PM,3
20/02/2023,4:45:00 PM,3
20/02/2023,5:00:00 PM,4.5
20/02/2023,5:15:00 PM,6
20/02/2023,5:30:00 PM,6
20/02/2023,5:45:00 PM,6
20/02/2023,6:00:00 PM,6
20/02/2023,6:15:00 PM,4.5
20/02/2023,6:30:00 PM,4.5
20/02/2023,6:45:00 PM,4.5
20/02/2023,7:00:00 PM,3
20/02/2023,7:15:00 PM,3
20/02/2023,7:30:00 PM,4.5
20/02/2023,7:45:00 PM,4.5
20/02/2023,8:00:00 PM,4.5
20/02/2023,8:15:00 PM,4.5
20/02/2023,8:30:00 PM,4.5
20/02/2023,8:45:00 PM,4.5
20/02/2023,9:00:00 PM,4.5
20/02/2023,9:15:00 PM,4.5
20/02/2023,9:30:00 PM,4.5
20/02/2023,9:45:00 PM,4.5
20/02/2023,10:00:00 PM,4.5
20/02/2023,10:15:00 PM,4.5
20/02/2023,10:30:00 PM,4.5
20/02/2023,10:45:00 PM,4.5
20/02/2023,11:00:00 PM,4.5
20/02/2023,11:15:00 PM,4.5
20/02/2023,11:30:00 PM,4.5
20/02/2023,11:45:00 PM,4.5
21/02/2023,12:00:00 AM,3
21/02/2023,12:15:00 AM,1.5
21/02/2023,12:30:00 AM,1.5
21/02/2023,12:45:00 AM,1.5
21/02/2023,1:00:00 AM,1.5
21/02/2023,1:15:00 AM,1.5
21/02/2023,1:30:00 AM,1.5
21/02/2023,1:45:00 AM,1.5
21/02/2023,2:00:00 AM,1.5
21/02/2023,2:15:00 AM,1.5
21/02/2023,2:30:00 AM,1.5
21/02/2023,2:45:00 AM,1.5
21/02/2023,3:00:00 AM,1.5
21/02/2023,3:15:00 AM,1.5
21/02/2023,3:30:00 AM,1.5
21/02/2023,3:45:00 AM,1.5
21/02/2023,4:00:00 AM,1.5
21/02/2023,4:15:00 AM,1.5
21/02/2023,4:30:00 AM,1.5
21/02/2023,4:45:00 AM,0
21/02/2023,5:00:00 AM,1.5
21/02/2023,5:15:00 AM,0
21/02/2023,5:30:00 AM,0
21/02/2023,5:45:00 AM,0
21/02/2023,6:00:00 AM,0
21/02/2023,6:15:00 AM,0
21/02/2023,6:30:00 AM,1.5
21/02/2023,6:45:00 AM,0
21/02/2023,7:00:00 AM,0
21/02/2023,7:15:00 AM,0
21/02/2023,7:30:00 AM,0
21/02/2023,7:45:00 AM,0
21/02/2023,8:00:00 AM,1.5
21/02/2023,8:15:00 AM,7.5
21/02/2023,8:30:00 AM,10.5
21/02/2023,8:45:00 AM,13.5
21/02/2023,9:00:00 AM,15
21/02/2023,9:15:00 AM,16.6
21/02/2023,9:30:00 AM,16.6
21/02/2023,9:45:00 AM,18.1
21/02/2023,10:00:00 AM,19.6
21/02/2023,10:15:00 AM,19.6
21/02/2023,10:30:00 AM,21.1
21/02/2023,10:45:00 AM,21.1
21/02/2023,11:00:00 AM,21.1
21/02/2023,11:15:00 AM,21.1
21/02/2023,11:30:00 AM,22.6
21/02/2023,11:45:00 AM,25.6
21/02/2023,12:00:00 PM,31.6
21/02/2023,12:15:00 PM,39.1
21/02/2023,12:30:00 PM,42.1
21/02/2023,12:45:00 PM,39.1
21/02/2023,1:00:00 PM,36.1
21/02/2023,1:15:00 PM,28.6
21/02/2023,1:30:00 PM,21.1
21/02/2023,1:45:00 PM,16.6
21/02/2023,2:00:00 PM,12
21/02/2023,2:15:00 PM,10.5
21/02/2023,2:30:00 PM,7.5
21/02/2023,2:45:00 PM,6
21/02/2023,3:00:00 PM,6
21/02/2023,3:15:00 PM,4.5
21/02/2023,3:30:00 PM,4.5
21/02/2023,3:45:00 PM,4.5
21/02/2023,4:00:00 PM,4.5
21/02/2023,4:15:00 PM,4.5
21/02/2023,4:30:00 PM,4.5
21/02/2023,4:45:00 PM,4.5
21/02/2023,5:00:00 PM,4.5
21/02/2023,5:15:00 PM,3
21/02/2023,5:30:00 PM,3
21/02/2023,5:45:00 PM,1.5
21/02/2023,6:00:00 PM,1.5
21/02/2023,6:15:00 PM,1.5
21/02/2023,6:30:00 PM,0
21/02/2023,6:45:00 PM,0
21/02/2023,7:00:00 PM,0
21/02/2023,7:15:00 PM,0
21/02/2023,7:30:00 PM,0
21/02/2023,7:45:00 PM,0
21/02/2023,8:00:00 PM,0
21/02/2023,8:15:00 PM,0
21/02/2023,8:30:00 PM,0
21/02/2023,8:45:00 PM,0
21/02/2023,9:00:00 PM,0
21/02/2023,9:15:00 PM,0
21/02/2023,9:30:00 PM,0
21/02/2023,9:45:00 PM,0
21/02/2023,10:00:00 PM,0
21/02/2023,10:15:00 PM,0
21/02/2023,10:30:00 PM,0
21/02/2023,10:45:00 PM,0
21/02/2023,11:00:00 PM,0
21/02/2023,11:15:00 PM,0
21/02/2023,11:30:00 PM,0
21/02/2023,11:45:00 PM,0
22/02/2023,12:00:00 AM,0
22/02/2023,12:15:00 AM,0
22/02/2023,12:30:00 AM,0
22/02/2023,12:45:00 AM,0
22/02/2023,1:00:00 AM,0
22/02/2023,1:15:00 AM,0
22/02/2023,1:30:00 AM,0
22/02/2023,1:45:00 AM,0
22/02/2023,2:00:00 AM,0
22/02/2023,2:15:00 AM,0
22/02/2023,2:30:00 AM,0
22/02/2023,2:45:00 AM,0
22/02/2023,3:00:00 AM,0
22/02/2023,3:15:00 AM,0
22/02/2023,3:30:00 AM,0
22/02/2023,3:45:00 AM,0
22/02/2023,4:00:00 AM,0
22/02/2023,4:15:00 AM,0
22/02/2023,4:30:00 AM,0
22/02/2023,4:45:00 AM,0
22/02/2023,5:00:00 AM,0
22/02/2023,5:15:00 AM,0
22/02/2023,5:30:00 AM,0
22/02/2023,5:45:00 AM,0
22/02/2023,6:00:00 AM,0
22/02/2023,6:15:00 AM,0
22/02/2023,6:30:00 AM,0
22/02/2023,6:45:00 AM,0
22/02/2023,7:00:00 AM,0
22/02/2023,7:15:00 AM,0
22/02/2023,7:30:00 AM,0
22/02/2023,7:45:00 AM,0
22/02/2023,8:00:00 AM,0
22/02/2023,8:15:00 AM,0
22/02/2023,8:30:00 AM,0
22/02/2023,8:45:00 AM,1.5
22/02/2023,9:00:00 AM,3
22/02/2023,9:15:00 AM,6
22/02/2023,9:30:00 AM,7.5
22/02/2023,9:45:00 AM,9
22/02/2023,10:00:00 AM,9
22/02/2023,10:15:00 AM,10.5
22/02/2023,10:30:00 AM,10.5
22/02/2023,10:45:00 AM,12
22/02/2023,11:00:00 AM,15
22/02/2023,11:15:00 AM,18.1
22/02/2023,11:30:00 AM,19.6
22/02/2023,11:45:00 AM,21.1
22/02/2023,12:00:00 PM,19.6
22/02/2023,12:15:00 PM,18.1
22/02/2023,12:30:00 PM,15
22/02/2023,12:45:00 PM,15
22/02/2023,1:00:00 PM,13.5
22/02/2023,1:15:00 PM,15
22/02/2023,1:30:00 PM,13.5
22/02/2023,1:45:00 PM,12
22/02/2023,2:00:00 PM,12
22/02/2023,2:15:00 PM,13.5
22/02/2023,2:30:00 PM,16.6
