"Station","DateTime","Total_hPa","WLTemp_01_c","CO2_ppm","CO2_ppm_adjusted","max_detect_ppm"
"Stn01",2022-11-29 16:30:00,634.555,9.485,9760.4,10219.6589679515,30000
"Stn01",2022-11-29 16:45:00,634.494,9.516,9795,10257.7419813689,30000
"Stn01",2022-11-29 17:00:00,634.323,9.435,9743.9,10204.0100636489,30000
"Stn01",2022-11-29 17:15:00,634.324,9.282,9730.3,10184.8477617134,30000
"Stn01",2022-11-29 17:30:00,634.379,9.141,9751.4,10201.6360291082,30000
"Stn01",2022-11-29 17:45:00,634.417,9.014,9758.9,10204.8686113937,30000
"Stn01",2022-11-29 18:00:00,634.534,8.895,9810,10252.8186452401,30000
"Stn01",2022-11-29 18:15:00,634.618,8.786,9816,10254.3877932433,30000
"Stn01",2022-11-29 18:30:00,634.667,8.678,9795,10228.280419251,30000
"Stn01",2022-11-29 18:45:00,634.81,8.533,9781.5,10207.5168310275,30000
"Stn01",2022-11-29 19:00:00,634.851,8.424,9849.1,10273.949849736,30000
"Stn01",2022-11-29 19:15:00,634.989,8.355,9865.7,10287.0839123022,30000
"Stn01",2022-11-29 19:30:00,635.161,8.325,9954.4,10376.1494480297,30000
"Stn01",2022-11-29 19:45:00,635.214,8.3,10037,10460.6651032877,30000
"Stn01",2022-11-29 20:00:00,635.334,8.261,10038.6,10459.327776817,30000
"Stn01",2022-11-29 20:15:00,635.523,8.226,10073.1,10491.4014192787,30000
"Stn01",2022-11-29 20:30:00,635.745,8.193,10149.8,10566.9750290105,30000
"Stn01",2022-11-29 20:45:00,635.874,8.161,10170.9,10586.003113857,30000
"Stn01",2022-11-29 21:00:00,635.935,8.111,10151.3,10563.0522388565,30000
"Stn01",2022-11-29 21:15:00,636.031,8.028,10163.3,10571.3761263693,30000
"Stn01",2022-11-29 21:30:00,636.035,7.929,10103.2,10505.5169072634,30000
"Stn01",2022-11-29 21:45:00,635.983,7.829,10074.6,10473.211003191,30000
"Stn01",2022-11-29 22:00:00,635.918,7.741,10145.3,10544.710715719,30000
"Stn01",2022-11-29 22:15:00,635.929,7.65,10088.2,10482.1861433687,30000
"Stn01",2022-11-29 22:30:00,635.953,7.575,10082.2,10473.1213208061,30000
"Stn01",2022-11-29 22:45:00,635.913,7.507,10136.3,10527.628763684,30000
"Stn01",2022-11-29 23:00:00,635.977,7.492,10196.4,10588.6186370223,30000
"Stn01",2022-11-29 23:15:00,635.978,7.488,10241.5,10635.3042153103,30000
"Stn01",2022-11-29 23:30:00,635.969,7.492,10309.2,10705.8748577636,30000
"Stn01",2022-11-29 23:45:00,635.857,7.484,10309.2,10707.2446083844,30000
"Stn01",2022-11-30 00:15:00,635.739,7.38,10330.2,10727.2541013014,30000
"Stn01",2022-11-30 00:30:00,635.629,7.321,10318.2,10714.4027104468,30000
"Stn01",2022-11-30 00:45:00,635.478,7.27,10330.2,10727.3456983583,30000
"Stn01",2022-11-30 01:00:00,635.332,7.258,10406.9,10808.7413336029,30000
"Stn01",2022-11-30 01:15:00,635.05,7.244,10437,10843.7023895487,30000
"Stn01",2022-11-30 01:30:00,634.867,7.237,10495.6,10907.0715106753,30000
"Stn01",2022-11-30 01:45:00,634.764,7.261,10572.3,10989.1605417772,30000
"Stn01",2022-11-30 02:00:00,634.635,7.257,10603.9,11023.809452164,30000
"Stn01",2022-11-30 02:15:00,634.513,7.252,10632.4,11055.1050463492,30000
"Stn01",2022-11-30 02:30:00,634.419,7.252,10677.5,11103.4234233611,30000
"Stn01",2022-11-30 02:45:00,634.375,7.244,10722.6,11150.7097904213,30000
"Stn01",2022-11-30 03:00:00,634.364,7.237,10770.7,11200.6500241707,30000
"Stn01",2022-11-30 03:15:00,634.314,7.242,10808.3,11240.6964829014,30000
"Stn01",2022-11-30 03:30:00,634.289,7.229,10805.3,11237.4971339116,30000
"Stn01",2022-11-30 03:45:00,634.324,7.209,10844.4,11276.9073383475,30000
"Stn01",2022-11-30 04:00:00,634.32,7.188,10860.9,11293.3754476776,30000
"Stn01",2022-11-30 04:15:00,634.392,7.178,10851.9,11282.5500986644,30000
"Stn01",2022-11-30 04:30:00,634.47,7.148,10897,11327.1559473431,30000
"Stn01",2022-11-30 04:45:00,634.608,7.129,10927.1,11355.6194270487,30000
"Stn01",2022-11-30 05:00:00,634.715,7.123,10948.1,11375.5636405647,30000
"Stn01",2022-11-30 05:15:00,634.757,7.106,10883.5,11307.1830957544,30000
"Stn01",2022-11-30 05:30:00,634.8,7.043,10894,11315.1665740828,30000
"Stn01",2022-11-30 05:45:00,634.831,6.949,10836.9,11252.0275538556,30000
"Stn01",2022-11-30 06:00:00,634.924,6.862,10790.3,11199.1275456947,30000
"Stn01",2022-11-30 06:15:00,635.068,6.794,10811.3,11216.29471476,30000
"Stn01",2022-11-30 06:30:00,635.179,6.728,10838.4,11240.3491967077,30000
"Stn01",2022-11-30 06:45:00,635.244,6.673,10851.9,11251.3853033776,30000
"Stn01",2022-11-30 07:00:00,635.338,6.633,10897,11295.2590741402,30000
"Stn01",2022-11-30 07:15:00,635.486,6.609,10942.1,11338.8480021626,30000
"Stn01",2022-11-30 07:30:00,635.626,6.649,11017.3,11416.0384220087,30000
"Stn01",2022-11-30 07:45:00,635.886,6.768,11161.6,11565.815457511,30000
"Stn01",2022-11-30 08:00:00,636.041,6.941,11290.9,11703.7386597632,30000
"Stn01",2022-11-30 08:15:00,636.283,7.143,11372.1,11791.5533682859,30000
"Stn01",2022-11-30 08:30:00,636.44,7.379,11507.4,11938.2030122777,30000
"Stn01",2022-11-30 08:45:00,636.479,7.634,11537.5,11978.457762915,30000
"Stn01",2022-11-30 09:00:00,636.568,7.917,11672.8,12128.3048746556,30000
"Stn01",2022-11-30 09:15:00,636.692,8.248,11791.6,12262.4809166367,30000
"Stn01",2022-11-30 09:30:00,636.587,8.323,11686.3,12157.6035274621,30000
"Stn01",2022-11-30 09:45:00,636.647,8.301,11740.5,12212.1371017096,30000
"Stn01",2022-11-30 10:00:00,636.704,8.489,11960,12446.8693406221,30000
"Stn01",2022-11-30 10:15:00,636.715,8.842,12108.8,12615.5773082789,30000
"Stn01",2022-11-30 10:30:00,636.588,9.063,12072.7,12588.9203617011,30000
"Stn01",2022-11-30 10:45:00,636.475,9.13,12190,12715.8871093037,30000
"Stn01",2022-11-30 11:00:00,636.357,9.277,12170.4,12703.3726679579,30000
"Stn01",2022-11-30 11:30:00,636.195,9.589,12570.4,13136.692185129,30000
"Stn01",2022-11-30 11:45:00,635.984,9.693,12570.4,13144.7853448255,30000
"Stn01",2022-11-30 12:00:00,635.913,9.836,12759.8,13350.1363742452,30000
"Stn01",2022-11-30 12:15:00,635.819,10.053,12869.6,13475.9330535977,30000
"Stn01",2022-11-30 12:30:00,635.749,10.261,12994.3,13616.7012451778,30000
"Stn01",2022-11-30 12:45:00,635.611,10.475,13126.6,13767.1764258843,30000
"Stn01",2022-11-30 13:00:00,635.467,10.627,13219.9,13874.3723325324,30000
"Stn01",2022-11-30 13:15:00,635.31,10.72,13240.9,13903.4484269625,30000
"Stn01",2022-11-30 13:30:00,635.182,10.783,13338.6,14011.2545432751,30000
"Stn01",2022-11-30 13:45:00,635.009,10.823,13406.3,14087.4647409584,30000
"Stn01",2022-11-30 14:00:00,634.808,10.842,13466.4,14155.3484640244,30000
"Stn01",2022-11-30 14:15:00,634.627,10.829,13484.5,14177.3025481374,30000
"Stn01",2022-11-30 14:30:00,634.502,10.784,13577.7,14275.715462587,30000
"Stn01",2022-11-30 14:45:00,634.384,10.742,13625.8,14326.7113131115,30000
"Stn01",2022-11-30 15:00:00,634.304,10.695,13701,14405.2311840722,30000
