"DateTime","DO_mgL","DOTemp_c","Station"
2021-06-10 15:00:00,6.71,10.5,"Stn03"
2021-06-10 15:15:00,6.72,10.42,"Stn03"
2021-06-10 15:30:00,6.75,10.28,"Stn03"
2021-06-10 15:45:00,6.74,10.26,"Stn03"
2021-06-10 16:00:00,6.76,10.1,"Stn03"
2021-06-10 16:15:00,6.76,10.02,"Stn03"
2021-06-10 16:30:00,6.78,9.94,"Stn03"
2021-06-10 16:45:00,6.82,9.86,"Stn03"
2021-06-10 17:00:00,6.82,9.82,"Stn03"
2021-06-10 17:15:00,6.83,9.74,"Stn03"
2021-06-10 17:30:00,6.85,9.62,"Stn03"
2021-06-10 17:45:00,6.87,9.48,"Stn03"
2021-06-10 18:00:00,6.88,9.38,"Stn03"
2021-06-10 18:15:00,6.91,9.28,"Stn03"
2021-06-10 18:30:00,6.92,9.18,"Stn03"
2021-06-10 18:45:00,6.94,9.1,"Stn03"
2021-06-10 19:00:00,6.96,9,"Stn03"
2021-06-10 19:15:00,6.99,8.9,"Stn03"
2021-06-10 19:30:00,6.99,8.82,"Stn03"
2021-06-10 19:45:00,7.02,8.78,"Stn03"
2021-06-10 20:00:00,7.03,8.72,"Stn03"
2021-06-10 20:15:00,7.03,8.68,"Stn03"
2021-06-10 20:30:00,7.04,8.64,"Stn03"
2021-06-10 20:45:00,7.05,8.6,"Stn03"
2021-06-10 21:00:00,7.05,8.56,"Stn03"
2021-06-10 21:15:00,7.05,8.54,"Stn03"
2021-06-10 21:30:00,7.05,8.52,"Stn03"
2021-06-10 21:45:00,7.06,8.5,"Stn03"
2021-06-10 22:00:00,7.06,8.48,"Stn03"
2021-06-10 22:15:00,7.07,8.46,"Stn03"
2021-06-10 22:30:00,7.08,8.42,"Stn03"
2021-06-10 22:45:00,7.07,8.36,"Stn03"
2021-06-10 23:00:00,7.1,8.26,"Stn03"
2021-06-10 23:15:00,7.1,8.22,"Stn03"
2021-06-10 23:30:00,7.11,8.18,"Stn03"
2021-06-10 23:45:00,7.12,8.16,"Stn03"
2021-06-11,7.12,8.1,"Stn03"
2021-06-11 00:15:00,7.13,8.04,"Stn03"
2021-06-11 00:30:00,7.15,7.96,"Stn03"
2021-06-11 00:45:00,7.16,7.9,"Stn03"
2021-06-11 01:00:00,7.17,7.84,"Stn03"
2021-06-11 01:15:00,7.17,7.8,"Stn03"
2021-06-11 01:30:00,7.17,7.78,"Stn03"
2021-06-11 01:45:00,7.19,7.76,"Stn03"
2021-06-11 02:00:00,7.19,7.74,"Stn03"
2021-06-11 02:15:00,7.19,7.74,"Stn03"
2021-06-11 02:30:00,7.19,7.72,"Stn03"
2021-06-11 02:45:00,7.2,7.7,"Stn03"
2021-06-11 03:00:00,7.2,7.66,"Stn03"
2021-06-11 03:15:00,7.2,7.64,"Stn03"
2021-06-11 03:30:00,7.2,7.6,"Stn03"
2021-06-11 03:45:00,7.21,7.56,"Stn03"
2021-06-11 04:00:00,7.21,7.54,"Stn03"
2021-06-11 04:15:00,7.22,7.54,"Stn03"
2021-06-11 04:30:00,7.21,7.54,"Stn03"
2021-06-11 04:45:00,7.22,7.52,"Stn03"
2021-06-11 05:00:00,7.21,7.5,"Stn03"
2021-06-11 05:15:00,7.22,7.48,"Stn03"
2021-06-11 05:30:00,7.22,7.46,"Stn03"
2021-06-11 05:45:00,7.23,7.42,"Stn03"
2021-06-11 06:00:00,7.23,7.4,"Stn03"
2021-06-11 06:15:00,7.24,7.38,"Stn03"
2021-06-11 06:30:00,7.24,7.34,"Stn03"
2021-06-11 06:45:00,7.25,7.34,"Stn03"
2021-06-11 07:00:00,7.25,7.32,"Stn03"
2021-06-11 07:15:00,7.26,7.34,"Stn03"
2021-06-11 07:30:00,7.26,7.38,"Stn03"
2021-06-11 07:45:00,7.25,7.44,"Stn03"
2021-06-11 08:00:00,7.25,7.48,"Stn03"
2021-06-11 08:15:00,7.23,7.5,"Stn03"
