"DateTime","EC_uS_lowrange","EC_uS_fullrange","ECTemp_c","Station"
2020-04-14 20:45:00,16.6,15.5,11.49,"Stn01"
2020-04-14 21:00:00,16.6,15.5,11.42,"Stn01"
2020-04-14 21:15:00,16.6,15.5,11.36,"Stn01"
2020-04-14 21:30:00,16.5,15.5,11.3,"Stn01"
2020-04-14 21:45:00,16.5,15.5,11.26,"Stn01"
2020-04-14 22:00:00,16.5,15.5,11.2,"Stn01"
2020-04-14 22:15:00,16.4,15.5,11.14,"Stn01"
2020-04-14 22:30:00,16.4,15.2,11.1,"Stn01"
2020-04-14 22:45:00,16.3,15.2,11.05,"Stn01"
2020-04-14 23:00:00,16.3,15.2,11.01,"Stn01"
2020-04-14 23:15:00,16.3,15.2,10.97,"Stn01"
2020-04-14 23:30:00,16.3,15.2,10.93,"Stn01"
2020-04-14 23:45:00,16.3,15.2,10.88,"Stn01"
2020-04-15,16.3,15.2,10.85,"Stn01"
2020-04-15 00:15:00,16.3,15.2,10.8,"Stn01"
2020-04-15 00:30:00,16.3,15.2,10.75,"Stn01"
2020-04-15 00:45:00,16.3,15.2,10.71,"Stn01"
2020-04-15 01:00:00,16.3,15.2,10.68,"Stn01"
2020-04-15 01:15:00,16.4,15.2,10.65,"Stn01"
2020-04-15 01:30:00,16.4,15.2,10.61,"Stn01"
2020-04-15 01:45:00,16.5,15.5,10.57,"Stn01"
2020-04-15 02:00:00,16.5,15.5,10.51,"Stn01"
2020-04-15 02:15:00,16.6,15.5,10.42,"Stn01"
2020-04-15 02:30:00,16.5,15.5,10.34,"Stn01"
2020-04-15 02:45:00,16.5,15.2,10.23,"Stn01"
2020-04-15 03:00:00,16.5,15.6,10.11,"Stn01"
2020-04-15 03:15:00,16.6,15.6,10,"Stn01"
2020-04-15 03:30:00,16.6,15.6,9.89,"Stn01"
2020-04-15 03:45:00,16.6,15.6,9.77,"Stn01"
2020-04-15 04:00:00,16.7,15.6,9.74,"Stn01"
2020-04-15 04:15:00,17,15.6,9.65,"Stn01"
2020-04-15 04:30:00,17.1,15.6,9.54,"Stn01"
2020-04-15 04:45:00,17.2,15.6,9.37,"Stn01"
2020-04-15 05:00:00,17.1,15.6,9.21,"Stn01"
2020-04-15 05:15:00,17,15.6,9.04,"Stn01"
2020-04-15 05:30:00,16.9,15.6,8.88,"Stn01"
2020-04-15 05:45:00,16.8,15.6,8.75,"Stn01"
2020-04-15 06:00:00,16.8,15.6,8.61,"Stn01"
2020-04-15 06:15:00,16.7,15.6,8.48,"Stn01"
2020-04-15 06:30:00,16.7,15.6,8.3,"Stn01"
2020-04-15 06:45:00,16.7,15.6,8.2,"Stn01"
2020-04-15 07:00:00,16.7,15.6,8.16,"Stn01"
2020-04-15 07:15:00,16.8,15.6,8.18,"Stn01"
2020-04-15 07:30:00,16.9,15.6,8.18,"Stn01"
2020-04-15 07:45:00,17.2,15.6,8.16,"Stn01"
2020-04-15 08:00:00,17.2,15.6,8.15,"Stn01"
2020-04-15 08:15:00,17.2,15.6,8.14,"Stn01"
2020-04-15 08:30:00,17.2,15.6,8.19,"Stn01"
2020-04-15 08:45:00,17.1,15.6,8.23,"Stn01"
2020-04-15 09:00:00,17.2,15.6,8.36,"Stn01"
2020-04-15 09:15:00,17.4,16,8.57,"Stn01"
2020-04-15 09:30:00,17.8,16.3,8.95,"Stn01"
2020-04-15 09:45:00,18,16.3,9.48,"Stn01"
2020-04-15 10:00:00,18.3,16.7,10.16,"Stn01"
2020-04-15 10:15:00,18.8,17,11.01,"Stn01"
2020-04-15 10:30:00,19,17.4,11.61,"Stn01"
2020-04-15 10:45:00,19.2,17.4,11.99,"Stn01"
2020-04-15 11:00:00,19.2,17.4,12.16,"Stn01"
2020-04-15 11:15:00,19.2,17.4,12.22,"Stn01"
2020-04-15 11:30:00,19.2,17.4,12.47,"Stn01"
2020-04-15 11:45:00,19.1,17.4,12.55,"Stn01"
2020-04-15 12:00:00,18.8,17,12.27,"Stn01"
2020-04-15 12:15:00,18.9,17.4,12.69,"Stn01"
2020-04-15 12:30:00,19.2,17.7,13.54,"Stn01"
2020-04-15 12:45:00,19.3,17.7,13.95,"Stn01"
2020-04-15 13:00:00,19.3,17.7,13.99,"Stn01"
2020-04-15 13:15:00,19.1,17.3,13.86,"Stn01"
2020-04-15 13:30:00,18.8,17,13.57,"Stn01"
2020-04-15 13:45:00,18.5,17,13.37,"Stn01"
2020-04-15 14:00:00,18.5,17,13.65,"Stn01"
2020-04-15 14:15:00,18.6,17,14.07,"Stn01"
2020-04-15 14:30:00,18.7,17,14.24,"Stn01"
2020-04-15 14:45:00,18.5,17,14.1,"Stn01"
2020-04-15 15:00:00,18.6,17,13.87,"Stn01"
2020-04-15 15:15:00,18.4,17,13.57,"Stn01"
2020-04-15 15:30:00,18.4,17,13.32,"Stn01"
2020-04-15 15:45:00,18.2,17,13.02,"Stn01"
2020-04-15 16:00:00,18.2,16.6,12.84,"Stn01"
2020-04-15 16:15:00,18.1,16.6,12.64,"Stn01"
2020-04-15 16:30:00,18.1,16.3,12.47,"Stn01"
2020-04-15 16:45:00,18.1,16.6,12.3,"Stn01"
2020-04-15 17:00:00,18,16.6,12.1,"Stn01"
2020-04-15 17:15:00,17.9,16.3,11.93,"Stn01"
2020-04-15 17:30:00,17.9,16.3,11.7,"Stn01"
2020-04-15 17:45:00,17.9,16.3,11.57,"Stn01"
2020-04-15 18:00:00,17.9,16.3,11.41,"Stn01"
2020-04-15 18:15:00,17.9,16.3,11.28,"Stn01"
2020-04-15 18:30:00,17.8,16.3,11.09,"Stn01"
2020-04-15 18:45:00,17.8,16.3,10.92,"Stn01"
2020-04-15 19:00:00,17.8,16.3,10.81,"Stn01"
2020-04-15 19:15:00,17.8,16.3,10.71,"Stn01"
2020-04-15 19:30:00,17.7,16.3,10.53,"Stn01"
2020-04-15 19:45:00,17.7,16.3,10.42,"Stn01"
2020-04-15 20:00:00,17.8,16.3,10.34,"Stn01"
2020-04-15 20:15:00,17.7,16.3,10.27,"Stn01"
2020-04-15 20:30:00,17.6,16.3,10.19,"Stn01"
2020-04-15 20:45:00,17.6,16.3,10.07,"Stn01"
2020-04-15 21:00:00,17.6,16.3,9.91,"Stn01"
2020-04-15 21:15:00,17.5,16.3,9.78,"Stn01"
2020-04-15 21:30:00,17.4,15.9,9.59,"Stn01"
2020-04-15 21:45:00,17.4,15.9,9.44,"Stn01"
2020-04-15 22:00:00,17.4,15.6,9.29,"Stn01"
2020-04-15 22:15:00,17.2,15.6,9.14,"Stn01"
2020-04-15 22:30:00,17.7,15.9,9.01,"Stn01"
2020-04-15 22:45:00,17.1,15.6,8.91,"Stn01"
2020-04-15 23:00:00,17.1,15.6,8.81,"Stn01"
2020-04-15 23:15:00,17.2,15.6,8.77,"Stn01"
2020-04-15 23:30:00,17.1,15.6,8.72,"Stn01"
2020-04-15 23:45:00,17.1,15.6,8.63,"Stn01"
2020-04-16,17,15.6,8.52,"Stn01"
2020-04-16 00:15:00,17,15.6,8.39,"Stn01"
2020-04-16 00:30:00,17,15.6,8.3,"Stn01"
2020-04-16 00:45:00,16.9,15.6,8.2,"Stn01"
2020-04-16 01:00:00,16.9,15.6,8.14,"Stn01"
2020-04-16 01:15:00,16.9,15.6,8.03,"Stn01"
2020-04-16 01:30:00,16.9,15.6,7.95,"Stn01"
2020-04-16 01:45:00,16.8,15.6,7.87,"Stn01"
2020-04-16 02:00:00,16.7,15.6,7.77,"Stn01"
2020-04-16 02:15:00,16.7,15.6,7.7,"Stn01"
2020-04-16 02:30:00,16.7,15.6,7.63,"Stn01"
2020-04-16 02:45:00,16.6,15.6,7.58,"Stn01"
2020-04-16 03:00:00,16.7,15.6,7.57,"Stn01"
2020-04-16 03:15:00,16.7,15.6,7.55,"Stn01"
2020-04-16 03:30:00,16.7,15.2,7.46,"Stn01"
2020-04-16 03:45:00,16.6,15.6,7.42,"Stn01"
2020-04-16 04:00:00,16.5,15.2,7.34,"Stn01"
2020-04-16 04:15:00,16.6,15.2,7.33,"Stn01"
2020-04-16 04:30:00,16.5,15.6,7.32,"Stn01"
2020-04-16 04:45:00,16.5,15.6,7.3,"Stn01"
2020-04-16 05:00:00,16.5,15.2,7.25,"Stn01"
2020-04-16 05:15:00,16.5,15.2,7.25,"Stn01"
2020-04-16 05:30:00,16.5,15.6,7.25,"Stn01"
2020-04-16 05:45:00,16.5,15.6,7.25,"Stn01"
2020-04-16 06:00:00,16.5,15.6,7.22,"Stn01"
2020-04-16 06:15:00,16.5,15.2,7.28,"Stn01"
2020-04-16 06:30:00,16.5,15.2,7.33,"Stn01"
2020-04-16 06:45:00,16.5,15.6,7.33,"Stn01"
2020-04-16 07:00:00,16.5,15.2,7.34,"Stn01"
2020-04-16 07:15:00,16.5,15.6,7.41,"Stn01"
2020-04-16 07:30:00,16.5,15.6,7.51,"Stn01"
2020-04-16 07:45:00,16.7,15.6,7.66,"Stn01"
2020-04-16 08:00:00,16.7,15.6,7.85,"Stn01"
2020-04-16 08:15:00,16.9,15.6,7.99,"Stn01"
2020-04-16 08:30:00,16.9,15.6,8.14,"Stn01"
2020-04-16 08:45:00,16.9,16,8.24,"Stn01"
2020-04-16 09:00:00,16.9,15.6,8.35,"Stn01"
2020-04-16 09:15:00,16.9,15.6,8.56,"Stn01"
2020-04-16 09:30:00,16.9,16,8.71,"Stn01"
2020-04-16 09:45:00,17,15.6,8.88,"Stn01"
2020-04-16 10:00:00,17,15.6,9.06,"Stn01"
2020-04-16 10:15:00,17,15.6,9.14,"Stn01"
2020-04-16 10:30:00,17,15.6,9.26,"Stn01"
2020-04-16 10:45:00,17,15.6,9.32,"Stn01"
2020-04-16 11:00:00,16.9,15.6,9.29,"Stn01"
2020-04-16 11:15:00,16.9,15.6,9.3,"Stn01"
2020-04-16 11:30:00,16.9,15.6,9.48,"Stn01"
2020-04-16 11:45:00,16.9,15.6,9.65,"Stn01"
2020-04-16 12:00:00,17,15.6,9.82,"Stn01"
2020-04-16 12:15:00,17,15.6,10.08,"Stn01"
2020-04-16 12:30:00,17,15.6,10.12,"Stn01"
2020-04-16 12:45:00,16.9,15.5,10.19,"Stn01"
2020-04-16 13:00:00,16.9,15.5,10.22,"Stn01"
2020-04-16 13:15:00,16.9,15.5,10.35,"Stn01"
2020-04-16 13:30:00,17,15.5,10.79,"Stn01"
2020-04-16 13:45:00,17,15.5,10.85,"Stn01"
2020-04-16 14:00:00,16.8,15.5,10.73,"Stn01"
2020-04-16 14:15:00,16.8,15.5,10.73,"Stn01"
2020-04-16 14:30:00,16.8,15.5,10.79,"Stn01"
2020-04-16 14:45:00,16.8,15.5,10.79,"Stn01"
2020-04-16 15:00:00,16.8,15.5,10.83,"Stn01"
2020-04-16 15:15:00,17,15.5,11.13,"Stn01"
2020-04-16 15:30:00,17,15.9,11.21,"Stn01"
2020-04-16 15:45:00,16.8,15.5,11.02,"Stn01"
2020-04-16 16:00:00,16.7,15.5,10.87,"Stn01"
2020-04-16 16:15:00,16.6,15.5,10.72,"Stn01"
2020-04-16 16:30:00,16.5,15.2,10.57,"Stn01"
2020-04-16 16:45:00,16.3,15.5,10.44,"Stn01"
2020-04-16 17:00:00,16.3,15.2,10.36,"Stn01"
2020-04-16 17:15:00,16.2,15.2,10.28,"Stn01"
2020-04-16 17:30:00,16.1,15.2,10.16,"Stn01"
2020-04-16 17:45:00,15.9,14.8,10.06,"Stn01"
2020-04-16 18:00:00,15.8,14.8,9.98,"Stn01"
2020-04-16 18:15:00,15.8,14.8,9.91,"Stn01"
2020-04-16 18:30:00,15.8,14.8,9.83,"Stn01"
2020-04-16 18:45:00,15.8,14.8,9.74,"Stn01"
2020-04-16 19:00:00,15.8,14.8,9.65,"Stn01"
2020-04-16 19:15:00,15.9,14.8,9.58,"Stn01"
2020-04-16 19:30:00,15.9,14.8,9.51,"Stn01"
2020-04-16 19:45:00,16,14.8,9.46,"Stn01"
2020-04-16 20:00:00,15.9,14.8,9.4,"Stn01"
2020-04-16 20:15:00,15.9,14.8,9.33,"Stn01"
2020-04-16 20:30:00,15.9,15.2,9.25,"Stn01"
2020-04-16 20:45:00,15.9,15.2,9.21,"Stn01"
2020-04-16 21:00:00,16,15.2,9.14,"Stn01"
2020-04-16 21:15:00,15.9,14.8,9.1,"Stn01"
2020-04-16 21:30:00,15.9,14.8,9.05,"Stn01"
2020-04-16 21:45:00,15.9,14.8,9.01,"Stn01"
2020-04-16 22:00:00,15.9,14.8,8.95,"Stn01"
2020-04-16 22:15:00,15.9,14.8,8.88,"Stn01"
2020-04-16 22:30:00,15.9,14.8,8.83,"Stn01"
2020-04-16 22:45:00,15.9,14.8,8.79,"Stn01"
2020-04-16 23:00:00,15.9,14.8,8.73,"Stn01"
2020-04-16 23:15:00,15.8,15.2,8.68,"Stn01"
2020-04-16 23:30:00,15.9,14.8,8.65,"Stn01"
2020-04-16 23:45:00,15.9,14.5,8.59,"Stn01"
2020-04-17,15.9,15.2,8.56,"Stn01"
2020-04-17 00:15:00,15.8,14.5,8.53,"Stn01"
2020-04-17 00:30:00,15.8,15.2,8.46,"Stn01"
2020-04-17 00:45:00,15.7,14.5,8.42,"Stn01"
2020-04-17 01:00:00,15.7,14.5,8.4,"Stn01"
2020-04-17 01:15:00,15.7,14.5,8.38,"Stn01"
2020-04-17 01:30:00,15.6,14.5,8.32,"Stn01"
2020-04-17 01:45:00,15.6,14.5,8.3,"Stn01"
2020-04-17 02:00:00,15.6,14.8,8.27,"Stn01"
2020-04-17 02:15:00,15.5,14.5,8.26,"Stn01"
2020-04-17 02:30:00,15.5,14.5,8.23,"Stn01"
2020-04-17 02:45:00,15.5,14.5,8.19,"Stn01"
2020-04-17 03:00:00,15.4,14.5,8.16,"Stn01"
2020-04-17 03:15:00,15.4,14.5,8.15,"Stn01"
2020-04-17 03:30:00,15.3,14.5,8.11,"Stn01"
2020-04-17 03:45:00,15.3,14.5,8.07,"Stn01"
2020-04-17 04:00:00,15.3,14.5,8.03,"Stn01"
2020-04-17 04:15:00,15.2,14.5,7.99,"Stn01"
2020-04-17 04:30:00,15.2,13.7,7.95,"Stn01"
2020-04-17 04:45:00,15.2,13.7,7.9,"Stn01"
2020-04-17 05:00:00,15.1,14.5,7.81,"Stn01"
2020-04-17 05:15:00,15.1,14.1,7.71,"Stn01"
2020-04-17 05:30:00,15,14.5,7.62,"Stn01"
2020-04-17 05:45:00,15,14.1,7.58,"Stn01"
2020-04-17 06:00:00,15,13.7,7.54,"Stn01"
2020-04-17 06:15:00,15,14.5,7.5,"Stn01"
2020-04-17 06:30:00,14.9,13.7,7.46,"Stn01"
2020-04-17 06:45:00,15,13.7,7.48,"Stn01"
2020-04-17 07:00:00,15,14.1,7.51,"Stn01"
2020-04-17 07:15:00,15,14.1,7.58,"Stn01"
2020-04-17 07:30:00,15,13.7,7.66,"Stn01"
2020-04-17 07:45:00,15,14.1,7.74,"Stn01"
2020-04-17 08:00:00,15,14.5,7.75,"Stn01"
2020-04-17 08:15:00,15.2,14.5,7.83,"Stn01"
2020-04-17 08:30:00,15.2,14.5,7.99,"Stn01"
2020-04-17 08:45:00,15.2,14.5,8.16,"Stn01"
2020-04-17 09:00:00,15.3,14.5,8.35,"Stn01"
2020-04-17 09:15:00,15.4,14.5,8.65,"Stn01"
2020-04-17 09:30:00,15.6,14.4,9.06,"Stn01"
2020-04-17 09:45:00,16,14.8,9.65,"Stn01"
2020-04-17 10:00:00,16.2,15.2,10.11,"Stn01"
2020-04-17 10:15:00,16.4,15.2,10.36,"Stn01"
2020-04-17 10:30:00,16.6,15.5,10.57,"Stn01"
2020-04-17 10:45:00,16.8,15.5,10.96,"Stn01"
2020-04-17 11:00:00,17,15.5,11.41,"Stn01"
2020-04-17 11:15:00,17.2,15.5,11.81,"Stn01"
2020-04-17 11:30:00,17.6,16.2,12.64,"Stn01"
2020-04-17 11:45:00,17.8,16.2,13.02,"Stn01"
2020-04-17 12:00:00,17.9,16.2,13.16,"Stn01"
2020-04-17 12:15:00,17.9,16.2,13.37,"Stn01"
2020-04-17 12:30:00,17.9,16.2,13.66,"Stn01"
2020-04-17 12:45:00,18,16.2,13.83,"Stn01"
2020-04-17 13:00:00,17.9,16.2,13.85,"Stn01"
2020-04-17 13:15:00,17.8,16.2,13.61,"Stn01"
2020-04-17 13:30:00,17.8,16.2,13.69,"Stn01"
2020-04-17 13:45:00,18.1,16.6,14.19,"Stn01"
2020-04-17 14:00:00,18.3,17,14.43,"Stn01"
2020-04-17 14:15:00,18.3,16.6,14.28,"Stn01"
2020-04-17 14:30:00,18.2,16.6,14.02,"Stn01"
2020-04-17 14:45:00,18.2,16.6,13.78,"Stn01"
2020-04-17 15:00:00,18.3,16.6,13.85,"Stn01"
2020-04-17 15:15:00,18.2,17,13.97,"Stn01"
2020-04-17 15:30:00,18.1,16.2,13.75,"Stn01"
2020-04-17 15:45:00,18,16.2,13.25,"Stn01"
2020-04-17 16:00:00,17.9,16.2,12.88,"Stn01"
2020-04-17 16:15:00,17.6,16.2,12.61,"Stn01"
2020-04-17 16:30:00,17.4,16.3,12.34,"Stn01"
2020-04-17 16:45:00,17.4,16.3,12.12,"Stn01"
2020-04-17 17:00:00,17.3,16.3,11.97,"Stn01"
2020-04-17 17:15:00,17.2,15.5,11.79,"Stn01"
2020-04-17 17:30:00,17,15.5,11.63,"Stn01"
2020-04-17 17:45:00,16.9,15.5,11.49,"Stn01"
2020-04-17 18:00:00,16.9,15.5,11.38,"Stn01"
2020-04-17 18:15:00,16.7,15.5,11.25,"Stn01"
2020-04-17 18:30:00,16.5,15.5,11.12,"Stn01"
2020-04-17 18:45:00,16.5,15.2,11.01,"Stn01"
2020-04-17 19:00:00,16.5,15.2,10.91,"Stn01"
2020-04-17 19:15:00,16.5,15.2,10.79,"Stn01"
2020-04-17 19:30:00,16.5,15.2,10.65,"Stn01"
2020-04-17 19:45:00,16.5,15.5,10.59,"Stn01"
2020-04-17 20:00:00,16.5,15.2,10.52,"Stn01"
2020-04-17 20:15:00,16.5,15.5,10.46,"Stn01"
2020-04-17 20:30:00,16.5,15.2,10.42,"Stn01"
2020-04-17 20:45:00,16.5,15.5,10.36,"Stn01"
2020-04-17 21:00:00,16.6,15.5,10.32,"Stn01"
2020-04-17 21:15:00,16.6,15.5,10.28,"Stn01"
2020-04-17 21:30:00,16.6,15.5,10.24,"Stn01"
2020-04-17 21:45:00,16.6,15.5,10.19,"Stn01"
2020-04-17 22:00:00,16.7,15.6,10.11,"Stn01"
2020-04-17 22:15:00,16.7,15.6,10.07,"Stn01"
2020-04-17 22:30:00,16.8,15.6,10.02,"Stn01"
2020-04-17 22:45:00,16.8,15.6,9.97,"Stn01"
2020-04-17 23:00:00,16.8,15.6,9.94,"Stn01"
2020-04-17 23:15:00,16.8,15.6,9.9,"Stn01"
2020-04-17 23:30:00,16.8,15.6,9.86,"Stn01"
2020-04-17 23:45:00,16.8,15.6,9.82,"Stn01"
2020-04-18,16.8,15.6,9.77,"Stn01"
2020-04-18 00:15:00,16.8,15.6,9.73,"Stn01"
2020-04-18 00:30:00,16.8,15.6,9.7,"Stn01"
2020-04-18 00:45:00,16.8,15.6,9.69,"Stn01"
2020-04-18 01:00:00,16.8,15.6,9.65,"Stn01"
2020-04-18 01:15:00,16.7,15.6,9.63,"Stn01"
2020-04-18 01:30:00,16.6,15.6,9.61,"Stn01"
2020-04-18 01:45:00,16.6,15.6,9.58,"Stn01"
2020-04-18 02:00:00,16.6,15.6,9.54,"Stn01"
2020-04-18 02:15:00,16.5,15.6,9.49,"Stn01"
2020-04-18 02:30:00,16.5,15.2,9.45,"Stn01"
2020-04-18 02:45:00,16.5,15.6,9.41,"Stn01"
2020-04-18 03:00:00,16.4,15.2,9.34,"Stn01"
2020-04-18 03:15:00,16.4,15.2,9.29,"Stn01"
2020-04-18 03:30:00,16.4,15.2,9.26,"Stn01"
2020-04-18 03:45:00,16.4,15.2,9.22,"Stn01"
2020-04-18 04:00:00,16.4,15.2,9.17,"Stn01"
2020-04-18 04:15:00,16.3,15.2,9.14,"Stn01"
2020-04-18 04:30:00,16.3,15.2,9.09,"Stn01"
2020-04-18 04:45:00,16.4,15.2,9.05,"Stn01"
2020-04-18 05:00:00,16.3,15.2,9,"Stn01"
2020-04-18 05:15:00,16.2,15.2,8.95,"Stn01"
2020-04-18 05:30:00,16.2,15.2,8.91,"Stn01"
2020-04-18 05:45:00,16.2,15.2,8.87,"Stn01"
2020-04-18 06:00:00,16.1,15.2,8.79,"Stn01"
2020-04-18 06:15:00,16.2,14.8,8.76,"Stn01"
2020-04-18 06:30:00,16.2,14.8,8.72,"Stn01"
2020-04-18 06:45:00,16.2,15.2,8.68,"Stn01"
2020-04-18 07:00:00,16.2,14.8,8.71,"Stn01"
2020-04-18 07:15:00,16.1,14.8,8.69,"Stn01"
2020-04-18 07:30:00,16.2,15.2,8.72,"Stn01"
2020-04-18 07:45:00,16.2,15.2,8.76,"Stn01"
2020-04-18 08:00:00,16.2,15.2,8.8,"Stn01"
2020-04-18 08:15:00,16.2,15.2,8.81,"Stn01"
2020-04-18 08:30:00,16.2,15.2,8.84,"Stn01"
2020-04-18 08:45:00,16.2,15.2,8.92,"Stn01"
2020-04-18 09:00:00,16.3,15.2,8.98,"Stn01"
2020-04-18 09:15:00,16.3,15.2,9.09,"Stn01"
2020-04-18 09:30:00,16.4,14.8,9.29,"Stn01"
2020-04-18 09:45:00,16.4,15.2,9.49,"Stn01"
2020-04-18 10:00:00,16.5,15.6,9.67,"Stn01"
2020-04-18 10:15:00,16.6,15.2,9.86,"Stn01"
2020-04-18 10:30:00,16.7,15.6,10.1,"Stn01"
2020-04-18 10:45:00,16.9,15.5,10.47,"Stn01"
2020-04-18 11:00:00,17.3,15.9,10.83,"Stn01"
2020-04-18 11:15:00,17.6,16.3,11.13,"Stn01"
2020-04-18 11:30:00,17.7,16.3,11.33,"Stn01"
2020-04-18 11:45:00,17.9,16.3,11.55,"Stn01"
2020-04-18 12:00:00,18.2,16.3,11.95,"Stn01"
2020-04-18 12:15:00,18.3,16.6,12.28,"Stn01"
2020-04-18 12:30:00,18.3,16.6,12.38,"Stn01"
2020-04-18 12:45:00,18.4,16.6,12.6,"Stn01"
2020-04-18 13:00:00,18.5,17,12.83,"Stn01"
2020-04-18 13:15:00,18.6,17,13.16,"Stn01"
2020-04-18 13:30:00,18.7,17,13.54,"Stn01"
2020-04-18 13:45:00,18.9,17,14.11,"Stn01"
2020-04-18 14:00:00,18.9,17.3,14.19,"Stn01"
2020-04-18 14:15:00,18.9,17.3,14.3,"Stn01"
2020-04-18 14:30:00,18.9,17.3,14.31,"Stn01"
2020-04-18 14:45:00,18.9,17,14.47,"Stn01"
2020-04-18 15:00:00,19,16.9,14.8,"Stn01"
2020-04-18 15:15:00,19,17.3,15.01,"Stn01"
2020-04-18 15:30:00,19,17.3,15.14,"Stn01"
2020-04-18 15:45:00,19,16.9,15.01,"Stn01"
2020-04-18 16:00:00,18.6,16.9,14.8,"Stn01"
2020-04-18 16:15:00,18.3,17,14.6,"Stn01"
2020-04-18 16:30:00,18.3,17,14.27,"Stn01"
2020-04-18 16:45:00,18.2,16.6,13.9,"Stn01"
2020-04-18 17:00:00,18.1,16.6,13.59,"Stn01"
2020-04-18 17:15:00,18.1,16.2,13.33,"Stn01"
2020-04-18 17:30:00,18,16.6,13.1,"Stn01"
2020-04-18 17:45:00,17.9,16.2,12.88,"Stn01"
2020-04-18 18:00:00,17.8,16.2,12.63,"Stn01"
2020-04-18 18:15:00,17.7,16.3,12.36,"Stn01"
2020-04-18 18:30:00,17.6,16.3,12.15,"Stn01"
2020-04-18 18:45:00,17.5,16.3,11.93,"Stn01"
2020-04-18 19:00:00,17.4,16.3,11.74,"Stn01"
2020-04-18 19:15:00,17.2,15.5,11.61,"Stn01"
2020-04-18 19:30:00,17,15.5,11.46,"Stn01"
2020-04-18 19:45:00,17,15.5,11.3,"Stn01"
2020-04-18 20:00:00,17,15.5,11.17,"Stn01"
2020-04-18 20:15:00,17,15.5,11.06,"Stn01"
2020-04-18 20:30:00,16.9,15.5,10.95,"Stn01"
2020-04-18 20:45:00,16.8,15.5,10.8,"Stn01"
2020-04-18 21:00:00,16.8,15.5,10.69,"Stn01"
2020-04-18 21:15:00,16.8,15.5,10.61,"Stn01"
2020-04-18 21:30:00,16.8,15.5,10.53,"Stn01"
2020-04-18 21:45:00,16.8,15.5,10.47,"Stn01"
2020-04-18 22:00:00,16.8,15.5,10.42,"Stn01"
2020-04-18 22:15:00,16.8,15.5,10.32,"Stn01"
2020-04-18 22:30:00,16.9,15.5,10.28,"Stn01"
2020-04-18 22:45:00,16.9,15.5,10.22,"Stn01"
2020-04-18 23:00:00,16.9,15.6,10.14,"Stn01"
2020-04-18 23:15:00,16.8,15.6,10.07,"Stn01"
2020-04-18 23:30:00,16.8,15.6,10,"Stn01"
2020-04-18 23:45:00,16.8,15.6,9.97,"Stn01"
2020-04-19,16.7,15.6,9.94,"Stn01"
2020-04-19 00:15:00,16.8,15.6,9.89,"Stn01"
2020-04-19 00:30:00,16.7,15.6,9.81,"Stn01"
2020-04-19 00:45:00,16.6,15.2,9.78,"Stn01"
2020-04-19 01:00:00,16.6,15.6,9.77,"Stn01"
2020-04-19 01:15:00,16.6,15.6,9.73,"Stn01"
2020-04-19 01:30:00,16.7,15.6,9.66,"Stn01"
2020-04-19 01:45:00,16.6,15.6,9.62,"Stn01"
2020-04-19 02:00:00,16.7,15.6,9.58,"Stn01"
2020-04-19 02:15:00,16.7,15.6,9.54,"Stn01"
2020-04-19 02:30:00,16.8,15.6,9.54,"Stn01"
2020-04-19 02:45:00,16.9,15.6,9.53,"Stn01"
2020-04-19 03:00:00,16.9,15.6,9.5,"Stn01"
2020-04-19 03:15:00,17,15.6,9.5,"Stn01"
2020-04-19 03:30:00,17,15.6,9.46,"Stn01"
2020-04-19 03:45:00,17,15.6,9.42,"Stn01"
2020-04-19 04:00:00,17.1,15.6,9.4,"Stn01"
2020-04-19 04:15:00,17.1,15.9,9.37,"Stn01"
2020-04-19 04:30:00,17.1,15.6,9.33,"Stn01"
2020-04-19 04:45:00,17.1,15.6,9.25,"Stn01"
2020-04-19 05:00:00,17.1,15.6,9.16,"Stn01"
2020-04-19 05:15:00,17.1,15.9,9.09,"Stn01"
2020-04-19 05:30:00,17.1,15.6,9.08,"Stn01"
2020-04-19 05:45:00,17.1,15.6,9.08,"Stn01"
2020-04-19 06:00:00,17.1,15.6,9.06,"Stn01"
2020-04-19 06:15:00,17.1,15.6,9.05,"Stn01"
2020-04-19 06:30:00,17.1,15.6,9.02,"Stn01"
2020-04-19 06:45:00,17.1,15.6,8.97,"Stn01"
2020-04-19 07:00:00,17.1,15.6,8.96,"Stn01"
2020-04-19 07:15:00,17,15.9,9,"Stn01"
2020-04-19 07:30:00,17,15.6,9.02,"Stn01"
2020-04-19 07:45:00,17.1,15.9,9.08,"Stn01"
2020-04-19 08:00:00,17.1,15.6,9.17,"Stn01"
2020-04-19 08:15:00,17.1,15.9,9.24,"Stn01"
2020-04-19 08:30:00,17.1,15.9,9.33,"Stn01"
2020-04-19 08:45:00,17.2,15.9,9.48,"Stn01"
2020-04-19 09:00:00,17.2,15.9,9.66,"Stn01"
2020-04-19 09:15:00,17.3,16.3,9.83,"Stn01"
2020-04-19 09:30:00,17.4,16.3,10.12,"Stn01"
2020-04-19 09:45:00,17.5,16.3,10.44,"Stn01"
2020-04-19 10:00:00,17.7,16.3,10.81,"Stn01"
2020-04-19 10:15:00,17.9,16.3,11.12,"Stn01"
2020-04-19 10:30:00,18,16.3,11.42,"Stn01"
2020-04-19 10:45:00,18.1,16.6,11.77,"Stn01"
2020-04-19 11:00:00,18.2,17,12,"Stn01"
